start;measure
0.692970522;1
1.405555556;2
2.084399093;3
2.749115646;4
3.412517007;5
4.056235828;6
4.705668934;7
5.335714286;8
5.959614512;9
6.635827664;10
7.270748299;11
7.883900227;12
8.529705215;13
9.164625850;14
9.792290249;15
10.410068027;16
10.983038549;17
11.620861678;18
12.213696145;19
12.776780045;20
13.445804989;21
14.051700680;22
14.651791383;23
15.296145125;24
15.894784580;25
16.567936508;26
17.128344671;27
17.757460317;28
18.361904762;29
18.946031746;30
19.584580499;31
20.197732426;32
20.845714286;33
21.453061224;34
22.058956916;35
22.690249433;36
23.278004535;37
23.912925170;38
24.543764172;39
25.141882086;40
25.708843537;41
26.336507937;42
26.996825397;43
27.548299320;44
28.168707483;45
28.760090703;46
29.373242630;47
29.957369615;48
30.541496599;49
31.267120181;50
31.701950113;51
32.089977324;52
32.803990930;53
35.509115646;54
37.873922902;55
39.986938776;56
42.367346939;57
44.692244898;58
46.896326531;59
49.191473923;60
51.464489796;61
53.502040816;62
55.392653061;63
57.224489796;64
59.278367347;65
61.149387755;66
63.105306122;67
65.198367347;68
67.746031746;69
69.864489796;70
73.299591837;71
73.920725624;72
74.558707483;73
75.212335601;74
75.836734694;75
76.404897959;76
77.093877551;77
77.802448980;78
78.982675737;79
82.128979592;80
83.905306122;81
85.756734694;82
87.608163265;83
89.776326531;84
91.809614512;85
94.362290249;86
95.696326531;87
96.711836735;88
97.635918367;89
98.422857143;90
99.671655329;91
101.349297052;92
104.251428571;93
106.115918367;94
108.084897959;95
110.266122449;96
112.512653061;97
113.172244898;98
113.808979592;99
114.393469388;100
115.013877551;101
115.634285714;102
116.111383220;103
116.807981859;104
117.368163265;105
117.942857143;106
118.576326531;107
119.190204082;108
119.745306122;109
120.290975057;110
120.943673469;111
121.579682540;112
122.187755102;113
122.770272109;114
123.454693878;115
124.284807256;116
124.644716553;117
125.410612245;118
126.249795918;119
126.915918367;120
127.745306122;121
128.603718821;122
129.302857143;123
129.972244898;124
130.726530612;125
131.552653061;126
132.257959184;127
132.972698413;128
133.823492063;129
134.641269841;130
136.132063492;131
137.043809524;132
137.978775510;133
138.770793651;134
139.547936508;135
140.459682540;136
141.404444444;137
143.052698413;138
144.792380952;139
146.557460317;140
148.584489796;141
150.278095238;142
151.468843537;143
152.448435374;144
153.264761905;145
153.948299320;146
154.543310658;147
155.095510204;148
155.674126984;149
156.281904762;150
156.868208617;151
157.483537415;152
158.102857143;153
158.636190476;154
159.220317460;155
159.794285714;156
160.358095238;157
160.947301587;158
161.470476190;159
161.917460317;160
162.420317460;161
162.849523810;162
163.253696145;163
163.741315193;164
164.168163265;165
164.565623583;166
165.010612245;167
165.412244898;168
165.861224490;169
166.213083900;170
166.547301587;171
166.981224490;172
167.324081633;173
167.677097506;174
168.022857143;175
168.455510204;176
168.871836735;177
169.234285714;178
169.634829932;179
172.357369615;180
173.561904762;181
174.674285714;182
175.692698413;183
177.031836735;184
179.932879819;185
180.657052154;186
181.289795918;187
181.864489796;188
182.484897959;189
183.057709751;190
183.706122449;191
184.277551020;192
184.842448980;193
185.370090703;194
185.965714286;195
186.566530612;196
187.098775510;197
187.611428571;198
188.215510204;199
188.784036281;200
189.350022676;201
189.942857143;202
190.728707483;203
193.097142857;204
194.606439909;205
195.999637188;206
197.418956916;207
198.780226757;208
200.132063492;209
201.694331066;210
203.081723356;211
204.309478458;212
205.383401361;213
206.675011338;214
208.027573696;215
209.118911565;216
210.265396825;217
211.615056689;218
214.558185941;219
217.553560091;220
220.546031746;221
223.550113379;222
226.446802721;223
229.331882086;224
232.199546485;225
235.156462585;226
238.196099773;227
241.258231293;228
244.343582766;229
246.993560091;230
249.957006803;231
252.940770975;232
254.461678005;233
255.910022676;234
258.856054422;235
261.799183673;236
265.929433107;237
271.821496599;238
277.744761905;239
283.674920635;240
289.616326531;241
295.471020408;242
301.377959184;243
309.121088435;244
311.150294785;245
312.420136054;246
313.443265306;247
314.347392290;248
315.176054422;249
316.232562358;250
317.528526077;251
318.981224490;252
323.500408163;253
327.812244898;254
332.017777778;255
336.365714286;256
340.822857143;257
346.544761905;258
348.911746032;259
350.260317460;260
351.352380952;261
352.274285714;262
353.097142857;263
354.181224490;264
355.649523810;265
357.574603175;266
362.074920635;267
366.351746032;268
370.679365079;269
375.197460317;270
380.091428571;271
381.890612245;272
383.507301587;273
385.165714286;274
386.742857143;275
388.317369615;276
389.023492063;277
389.696507937;278
390.351746032;279
391.001904762;280
391.680000000;281
392.320000000;282
392.975238095;283
393.653333333;284
394.318730159;285
394.999818594;286
395.606349206;287
396.218412698;288
396.866439909;289
397.500952381;290
398.102857143;291
398.689523810;292
399.423129252;293
400.065306122;294
400.731428571;295
401.399727891;296
402.083265306;297
402.729795918;298
403.362539683;299
404.053333333;300
404.706394558;301
405.440000000;302
406.109795918;303
406.792857143;304
407.516009070;305
408.444444444;306
409.490793651;307
410.566530612;308
411.887346939;309
413.151020408;310
414.410158730;311
415.498503401;312
416.486530612;313
417.368163265;314
418.433015873;315
420.733061224;316
421.436734694;317
422.093764172;318
422.681904762;319
423.316712018;320
423.880634921;321
424.497777778;322
425.059047619;323
425.658412698;324
426.248231293;325
426.816507937;326
427.385396825;327
427.949206349;328
428.538412698;329
429.147936508;330
429.715283447;331
430.351746032;332
431.091451247;333
431.786666667;334
432.528979592;335
433.429841270;336
434.179047619;337
434.930793651;338
435.654603175;339
436.439365079;340
437.160634921;341
437.909841270;342
438.702222222;343
439.344761905;344
439.972244898;345
440.406349206;346
440.916825397;347
441.401904762;348
441.843809524;349
442.366258503;350
442.791111111;351
443.295056689;352
443.766349206;353
444.327619048;354
445.104376417;355
445.928548753;356
446.672108844;356.999
