start;measure
0.650158730;1
4.332698413;2
9.618140590;3
10.562176871;4
11.287074830;5
12.035918367;6
12.808707483;7
13.562448980;8
14.328163265;9
15.098775510;10
16.130612245;11
18.282040816;12
22.255782313;13
27.467755102;14
28.284444444;15
29.062675737;16
29.828934240;17
30.571972789;18
31.320816327;19
32.087074830;20
32.850430839;21
33.796643991;22
35.675283447;23
39.530158730;24
44.346122449;25
45.196190476;26
46.019047619;27
46.811428571;28
47.634285714;29
48.432108844;30
49.261496599;31
50.068027211;32
51.014965986;33
51.935782313;34
53.002448980;35
53.383401361;36
54.456598639;37
55.098775510;38
58.319818594;39
62.104671202;40
65.597823129;41
69.249886621;42
72.262040816;43
75.718820862;44
79.303401361;45
82.566530612;46
83.979682540;47
85.372517007;48
86.733061224;49
88.039909297;50
89.407709751;51
90.790022676;52
92.143310658;53
93.492244898;54
94.891247166;55
96.310566893;56
98.232018141;57
99.456870748;58
100.601904762;59
101.912380952;60
103.301224490;61
104.528979592;62
105.787210884;63
107.080272109;64
108.403809524;65
109.679455782;66
110.946394558;67
111.952834467;68
113.531065760;69
114.938775510;70
116.175963719;71
118.944217687;72
121.300317460;73
123.402448980;74
125.476643991;75
127.294693878;76
129.053968254;77
131.152108844;78
133.103356009;79
135.004081633;80
136.823582766;81
138.869841270;82
140.549659864;83
142.425260771;84
143.892244898;85
146.540408163;86
150.320181406;87
154.592653061;88
158.180136054;89
160.833015873;90
161.681632653;91
162.491428571;92
163.245714286;93
164.039183673;94
164.773877551;95
165.581496599;96
166.345578231;97
167.325170068;98
169.064489796;99
171.794285714;100
173.563356009;101
174.326712018;102
175.139410431;103
175.844716553;104
176.608072562;105
177.319183673;106
178.070929705;107
178.793650794;108
179.588934240;109
180.419047619;110
181.225941043;111
184.064580499;112
185.292335601;113
186.162358277;114
186.964172336;115
187.762176871;116
188.537324263;117
189.326802721;118
190.136598639;119
190.928253968;120
191.982585034;121
193.163174603;122
194.186666667;123
195.304126984;124
196.680634921;125
200.171972789;126
204.467301587;127
208.300408163;128
211.994557823;129
215.051428571;130
218.690612245;131
222.369523810;132
226.295873016;133
227.617959184;134
228.845714286;135
230.082176871;136
231.306417234;137
232.528979592;138
233.717551020;139
235.067210884;140
236.438639456;141
237.785918367;142
239.124897959;143
240.474557823;144
241.771972789;145
243.125986395;146
244.436462585;147
245.834013605;148
247.479727891;149
248.755374150;150
249.943945578;151
251.302312925;152
252.647619048;153
253.975510204;154
255.264217687;155
256.579047619;156
257.876462585;157
259.160090703;158
260.453877551;159
261.775963719;160
262.806349206;161
264.667573696;162
268.444444444;163
272.985396825;164
277.714285714;164.999
