start;measure
0.436825397;0.666
1.391020408;1
4.020680272;2
6.667755102;3
9.203809524;4
11.807346939;5
14.341224490;6
16.875102041;7
19.465578231;8
22.238911565;9
25.434557823;10
26.370612245;11
29.017687075;12
31.656054422;13
34.196462585;14
36.784761905;15
39.320816327;16
41.872108844;17
44.551836735;18
47.220680272;19
51.021496599;20
53.783945578;21
56.431020408;22
59.091156463;23
61.740408163;24
64.385306122;25
66.934421769;26
69.492244898;27
71.915102041;28
75.887891156;29
77.551746032;30
79.061451247;31
80.537687075;32
82.091972789;33
83.628117914;34
85.387755102;35
89.813854875;36
95.227936508;37
97.340952381;38
98.489795918;39
99.701224490;40
100.908117914;41
102.089433107;42
103.343310658;43
104.550748299;44
105.845260771;45
107.090430839;46
108.561995465;47
109.778140590;48
110.889795918;49
112.007256236;50
113.153741497;51
114.241972789;52
115.469931973;53
116.906666667;54
118.610430839;55
119.867210884;56
121.202358277;57
122.525895692;58
125.757097506;59
131.996371882;60
133.315555556;61
134.529523810;62
135.827301587;63
137.028571429;64
138.275555556;65
139.553015873;66
140.756825397;67
142.046984127;68
143.316825397;69
144.840634921;70
146.026666667;71
147.174603175;72
148.290997732;73
149.488253968;74
150.618707483;75
151.890793651;76
153.349229025;77
155.022222222;78
156.330158730;79
157.706666667;80
159.352380952;81
163.281269841;82
168.871111111;83
171.131428571;84
172.398730159;85
173.681269841;86
174.981224490;87
176.424489796;88
177.726984127;89
179.010612245;90
180.293877551;91
181.641723356;92
183.125623583;93
184.674829932;94
188.249251701;95
189.492244898;96
190.619863946;97
191.777959184;98
193.001360544;99
194.060770975;100
195.102040816;101
196.165079365;102
197.307936508;103
198.501587302;104
199.568253968;105
200.637664399;106
201.777777778;107
203.058503401;108
203.763809524;109
204.388571429;110
205.064489796;111
205.717551020;112
206.377142857;113
207.037823129;114
207.996825397;115
209.193650794;116
210.349206349;117
211.481904762;118
212.746666667;119
213.800634921;120
214.834285714;121
215.850158730;122
217.020952381;123
218.229841270;124
219.299047619;125
220.380952381;126
221.526349206;127
222.801269841;128
223.489523810;129
224.134603175;130
224.789841270;131
225.437460317;132
226.115555556;133
226.768253968;134
227.709387755;135
228.949841270;136
230.074920635;137
231.222857143;138
233.577142857;139
234.184126984;140
234.775510204;141
235.345850340;142
235.932154195;143
236.533333333;144
237.114920635;145
237.758367347;146
238.370249433;147
238.986122449;148
239.624126984;149
240.290249433;150
240.915736961;151
241.533968254;152
242.248503401;153
242.838639456;154
243.548299320;155
244.167619048;156
244.855873016;157
245.472653061;158
246.096326531;159
246.837551020;160
247.441632653;161
248.053877551;162
248.669387755;163
249.266938776;164
249.884444444;165
250.520090703;166
251.759455782;167
254.630204082;168
257.841632653;169
258.698775510;170
259.536326531;171
260.357551020;172
261.624489796;173
264.434285714;174
267.529795918;175
268.360816327;176
269.200000000;177
270.021224490;178
271.307755102;179
273.541224490;180
276.261224490;181
278.764081633;182
281.211428571;183
283.745306122;184
284.600816327;185
285.400816327;186
286.213877551;187
287.030204082;188
287.828571429;189
288.679183673;190
289.469387755;191
290.284081633;192
291.023673469;193
291.813877551;194
292.550204082;195
293.786122449;196
296.770975057;197
299.793197279;198
302.728344671;199
305.647165533;200
309.003174603;201
311.820408163;202
317.275283447;203
319.428571429;204
320.671201814;205
321.918367347;206
323.234467120;207
326.407256236;208
331.951020408;209
334.096326531;210
335.276734694;211
336.564897959;212
337.897142857;213
342.015419501;214
342.998639456;215
343.800453515;216
344.641269841;216.999
