1_mean,0_mean,1_std,0_std
2.8932110333333325,4.874557999999998,0.6450509465058087,0.3815756805667587
0.9384396666666679,0.9197730000000016,0.0492518743444001,0.05291502622129746
4.004118233333329,5.165034333333324,0.45422670645225277,1.2174289849240933
1.0045390000000016,1.255237333333336,0.10864992612626044,0.17473789896108471
3.4024898666666674,4.5115646666666676,0.44765508527673203,0.6357148207595419
3.9133927666666675,5.163809999999994,0.45878422066406177,1.398141623727747
1.0041496666666652,1.2577626666666692,0.08663571507430715,0.39885608261669003
1.1856246000000037,1.7326223333333246,0.27822296932628016,0.4500002607114229
4.152721066666663,5.89836733333334,0.7022041085348117,1.9978366965636394
0.926927733333334,1.1428566666666693,0.0999792614429842,0.29484459183328016
