1_mean,0_mean,1_std,0_std
23.587467058823535,21.147691086206894,2.214695471840102,2.46661343799242
28.901296352941173,27.819774620689653,1.3496953179655908,1.5332573924341137
25.533141176470586,23.136172396551725,2.655279154999933,2.9218250248212336
17.70622705882353,17.39224546551724,0.7398796657760871,0.6887674458335286
26.88336205882353,26.21324020689655,1.453631355484277,1.4986732588191005
21.01692676470588,21.791210431034486,2.291583363398532,2.9028797550050305
13.407410705882352,13.120825448275864,0.5697393624952308,0.6576910092999116
34.02067188235295,33.200119275862065,1.7631694978762664,2.2256034696631968
15.979895352941178,15.737219672413794,0.7139595473793432,0.7452317585593907
9.270545411764704,9.134920482758622,0.5273043357809464,0.45835857196821966
