1_mean,0_mean,1_std,0_std
4.5361251904761914,3.5238204999999994,0.3968083795740247,0.4614883337958422
2.4889339047619052,2.664172,0.17423028002098387,0.2638181191654582
3.88439861904762,3.2485709999999983,0.2845468336956992,0.32102243756265136
2.7953508095238115,3.061032000000001,0.14177638198290174,0.226892454383126
4.38277280952381,3.727131500000006,0.28847437385105873,0.3677395410355001
4.281255333333332,3.6663269999999955,0.294101182332431,0.3346339365993951
2.487819142857143,2.822108,0.18574943203312605,0.4031542302064223
4.696786809523807,3.9896599999999935,0.37071083890582246,0.47974850770170274
2.4897902857142857,2.7378804999999997,0.14434567281950056,0.19966715769583393
4.218361,3.6880500000000023,0.30334800995061706,0.41327956639543806
