start;measure
0.243809524;1
5.416054422;2
10.135510204;3
15.381768707;4
20.836281179;5
26.488163265;6
32.444081633;7
37.178775510;8
41.817687075;9
46.497959184;10
51.279818594;11
56.598639456;12
61.373242630;13
66.575963719;14
71.582766440;15
73.411337868;16
75.138321995;17
77.075736961;18
78.984126984;19
80.805442177;20
82.597732426;21
84.455328798;22
86.317278912;23
88.090702948;24
89.831043084;25
91.584671202;26
93.336961451;27
95.100226757;28
96.818231293;29
98.546938776;30
100.310204082;31
102.276643991;32
104.228571429;33
106.028117914;34
107.385034014;35
108.328344671;36
110.048072562;37
111.891156463;38
113.690702948;39
115.613605442;40
117.376870748;41
119.219954649;42
121.128344671;43
123.043990930;44
124.914263039;45
126.831746032;46
128.253968254;47
130.002721088;48
131.896598639;49
133.826757370;50
135.793197279;51
137.658049887;52
139.639002268;53
142.251247166;54
144.391836735;55
146.343764172;56
148.382766440;57
150.370975057;58
152.170521542;59
154.057142857;60
156.045351474;61
158.011791383;62
159.876643991;63
161.777777778;64
163.635374150;65
165.529251701;66
167.423129252;67
169.354897959;68
171.277981859;69
173.220861678;70
175.129251701;71
177.088435374;72
179.047619048;73
181.188208617;74
183.764172336;75
186.478004535;76
189.235374150;77
192.290249433;78
195.004081633;79
197.209977324;80
199.227210884;81
201.208163265;82
203.181859410;83
205.228117914;84
207.194557823;85
209.146485261;86
211.099863946;87
213.123265306;88
215.146666667;89
217.081904762;90
219.012063492;91
220.970158730;92
222.918095238;93
224.891428571;94
226.915555556;95
228.928798186;96
230.844444444;97
232.827210884;98
234.800181406;99
236.772063492;100
238.689115646;101
240.670476190;102
242.580317460;103
244.561269841;104
246.537142857;105
248.624761905;106
250.466031746;107
252.448979592;108
254.384761905;109
256.287346939;110
258.308571429;111
260.314557823;112
262.251972789;113
264.187936508;114
266.113015873;115
268.040816327;116
270.020317460;117
271.928888889;118
273.832925170;119
275.724625850;120
277.611972789;121
279.546666667;122
281.513650794;123
283.492063492;124
285.440000000;125
287.862857143;126
290.560000000;127
293.226666667;128
295.892244898;129
298.664489796;130
301.400816327;131
304.078367347;132
306.729795918;133
310.330340136;134
312.156734694;135
313.839455782;136
315.147029478;137
316.011972789;138
317.683809524;139
319.455238095;140
321.258049887;141
323.088253968;142
325.030022676;143
326.989206349;144
329.020408163;145
331.067936508;146
333.236825397;147
335.516734694;148
337.727346939;149
339.823673469;150
341.312653061;151
343.260952381;152
345.213968254;153
347.172789116;154
349.094081633;155
350.993197279;156
352.887482993;157
355.749659864;158
357.886621315;159
359.825850340;160
361.857596372;161
363.818594104;162
365.656235828;163
367.523265306;164
369.497687075;165
371.450340136;166
373.291972789;167
375.196734694;168
377.053968254;169
378.984126984;170
380.868571429;171
382.775873016;172
384.718730159;173
386.638730159;174
388.624761905;175
390.581224490;176
392.670476190;177
394.966349206;178
397.663492063;179
400.001451247;180
402.271201814;181
404.851519274;182
407.582766440;183
410.052789116;184
412.537142857;185
415.305034014;186
418.222222222;187
420.888888889;188
423.433650794;189
426.904671202;190
430.669206349;191
434.328888889;192
437.379047619;193
440.759365079;194
443.970612245;195
447.339682540;196
450.721088435;197
454.726530612;198
457.225578231;199
458.975782313;200
460.586666667;201
462.175782313;202
463.911473923;203
466.015782313;204
467.838548753;204.999
