start;measure
0.510204082;1
5.613061224;2
11.846530612;3
17.648979592;4
22.930612245;5
27.697052154;6
30.585034014;7
31.499319728;8
32.323628118;9
33.175510204;10
34.144943311;11
35.096961451;12
35.999637188;13
36.881995465;14
37.714285714;15
38.576326531;16
39.517460317;17
40.483038549;18
41.361995465;19
42.196462585;20
43.073015873;21
43.918367347;22
44.770612245;23
45.609795918;24
46.471836735;25
47.311020408;26
48.200090703;27
49.074285714;28
49.941768707;29
50.800907029;30
51.656417234;31
52.506167800;32
53.439274376;33
54.360816327;34
55.343673469;35
56.203900227;36
57.122698413;37
57.980226757;38
58.837551020;39
59.702857143;40
60.556213152;41
61.420408163;42
62.282222222;43
63.262040816;44
64.426553288;45
65.341473923;46
66.200816327;47
67.069387755;48
67.980408163;49
68.864943311;50
69.681632653;51
70.553469388;52
71.397006803;53
72.238367347;54
73.123265306;55
74.011428571;56
74.899591837;57
75.836122449;58
76.633469388;59
77.453061224;60
78.311836735;61
79.105306122;62
80.014512472;63
80.898321995;64
81.730612245;65
82.576326531;66
83.428571429;67
84.300408163;68
85.120000000;69
85.985306122;70
86.791836735;71
87.696326531;72
88.519183673;73
89.371428571;74
90.202267574;75
91.022222222;76
91.871201814;77
92.692244898;78
93.475918367;79
94.425396825;80
95.242448980;81
96.063696145;82
96.870272109;83
97.692426304;84
98.550204082;85
99.360000000;86
100.231836735;87
101.106938776;88
101.991836735;89
102.873469388;90
103.852857143;91
104.718367347;92
105.635918367;93
106.543673469;94
107.461224490;95
108.295328798;96
109.155918367;97
109.982040816;98
110.840816327;99
111.689795918;100
112.522448980;101
113.377959184;102
114.272448980;103
114.997551020;104
115.948412698;105
116.736077098;106
117.616326531;107
118.501224490;108
119.366530612;109
120.316734694;110
121.221224490;111
122.138775510;112
123.030204082;113
124.000000000;114
124.975510204;115
125.842585034;116
126.677551020;117
127.592789116;118
128.382040816;119
129.327324263;120
130.187755102;121
130.974693878;122
131.934693878;123
132.840793651;124
133.712925170;125
134.568956916;126
135.487346939;127
136.477664399;128
137.283265306;129
138.168163265;130
139.020408163;131
139.865555556;132
140.731428571;133
141.693514739;134
142.517551020;135
143.390770975;136
144.261224490;137
145.187732426;138
146.090770975;139
146.999909297;140
147.808911565;141
148.665215420;142
149.570068027;143
150.547188209;144
151.404058957;145
152.306326531;146
153.113265306;147
154.011428571;148
154.932902494;149
155.780612245;150
156.723605442;151
157.664784580;152
158.563265306;153
159.478571429;154
160.336099773;155
161.197142857;156
162.065850340;157
163.081723356;158
163.989410431;159
164.891360544;160
165.887278912;161
166.795102041;162
167.638004535;163
168.546281179;164
169.447551020;165
170.389455782;166
171.352562358;167
172.188662132;168
173.112766440;169
174.091292517;170
174.987755102;171
175.880045351;172
176.761768707;173
177.644761905;174
178.604081633;175
179.489569161;176
180.391836735;177
181.293265306;178
182.208163265;179
183.121496599;180
184.046575964;181
184.976031746;182
185.890975057;183
186.862585034;184
187.741473923;185
188.545487528;186
189.488253968;187
190.378752834;188
191.303582766;189
192.167346939;190
193.065306122;191
194.036780045;192
194.959002268;193
195.781541950;194
196.661224490;195
197.589478458;196
198.428571429;197
199.310204082;198
200.265306122;199
201.084081633;200
201.967346939;201
202.804081633;202
203.640816327;203
204.595918367;204
205.540136054;205
206.440816327;206
207.310204082;207
208.130612245;208
208.999705215;209
209.957437642;210
210.913628118;211
211.787029478;212
212.649705215;213
213.500226757;214
214.322448980;215
215.172562358;216
216.004081633;217
216.853061224;218
217.677551020;219
218.534693878;220
219.408163265;221
220.255782313;222
221.122448980;223
221.982040816;224
222.852063492;225
223.758367347;226
224.694421769;227
225.676916100;228
226.502040816;229
227.400000000;230
228.265306122;231
229.122448980;232
229.961723356;233
230.795918367;234
231.629206349;235
232.494285714;236
233.388843537;237
234.302902494;238
235.214512472;239
236.127346939;240
237.104013605;241
238.131519274;242
239.233287982;243
240.506122449;244
241.795963719;245
243.761632653;246
245.647052154;247
247.987755102;248
250.164897959;249
252.367346939;250
254.837551020;251
257.918367347;252
260.249251701;253
262.474965986;254
264.858412698;255
267.189251701;256
269.453061224;257
272.077551020;258
274.628208617;259
277.131020408;260
279.575510204;261
282.447074830;262
285.001723356;263
287.702993197;264
290.309319728;265
292.804081633;266
295.543582766;267
300.586734694;268
302.911224490;269
305.186349206;270
307.430612245;271
310.191655329;272
312.555192744;273
314.800181406;274
317.188775510;275
319.380090703;276
321.371632653;277
323.478117914;278
325.900521542;279
328.278571429;280
330.710204082;281
333.299229025;282
336.335238095;283
338.898140590;284
341.441836735;285
343.086439909;286
344.978866213;287
347.063265306;288
348.701020408;289
351.445623583;290
354.023038549;291
356.592857143;292
358.841179138;293
361.232834467;294
363.531609977;295
365.779591837;296
368.233650794;297
369.613786848;298
370.912653061;299
373.411700680;300
376.071836735;301
378.531814059;302
380.969795918;303
383.965804989;304
386.438095238;305
388.673015873;306
390.916643991;307
393.203809524;308
395.326984127;309
398.048072562;310
400.452063492;311
402.697641723;312
405.118548753;313
407.146666667;314
409.972244898;315
411.033469388;316
411.840000000;317
412.754285714;318
413.713197279;319
414.579591837;320
415.469387755;321
416.434897959;322
417.255079365;323
418.202018141;324
419.050340136;325
419.920181406;326
420.868185941;327
421.781564626;328
422.667596372;329
423.502040816;330
424.400000000;331
425.360136054;332
426.236031746;333
427.211337868;334
428.103378685;335
429.078276644;336
429.948027211;337
430.955102041;338
431.813492063;339
432.755102041;340
433.808163265;341
434.757868481;342
435.701224490;343
436.679410431;344
437.588321995;345
438.469387755;346
439.380340136;347
440.242131519;348
441.159410431;349
442.110839002;350
442.995714286;351
443.936031746;352
444.860907029;353
445.788299320;354
446.673945578;355
447.558820862;356
448.425011338;357
449.358367347;358
450.246530612;359
451.121224490;360
452.048321995;361
452.965646259;362
453.853900227;363
454.696054422;364
455.604308390;365
456.486893424;366
457.363446712;367
458.311700680;368
459.227482993;369
460.109047619;370
461.024421769;371
461.853605442;372
462.761632653;373
463.583492063;374
464.450997732;375
465.301768707;376
466.192494331;377
467.088140590;378
468.012721088;379
468.834104308;380
469.760000000;381
470.685895692;382
471.530544218;383
472.435102041;384
473.343129252;385
474.279183673;386
475.188163265;387
476.151292517;388
477.213151927;389
478.341224490;390
479.677823129;391
480.628571429;392
481.556643991;393
482.489795918;394
483.352380952;395
484.235102041;396
485.091247166;397
485.939183673;398
486.822312925;399
487.671292517;400
488.515918367;401
489.377936508;402
490.152925170;403
490.958367347;404
491.789931973;405
492.595374150;406
493.448707483;407
494.232380952;408
495.068299320;409
495.882448980;410
496.766258503;411
497.567346939;412
498.425034014;413
499.326258503;414
500.127346939;415
501.006802721;416
501.855782313;417
502.682993197;418
503.531972789;419
504.306938776;420
505.164535147;421
505.943945578;422
506.801632653;423
507.685442177;424
508.495238095;425
509.327528345;426
510.122448980;427
510.928979592;428
511.782222222;429
512.596462585;430
513.462857143;431
514.364489796;432
515.274988662;433
516.108049887;434
516.980680272;435
517.890612245;436
518.809251701;437
519.721995465;438
520.559455782;439
521.456326531;440
522.307210884;441
523.163718821;442
524.025034014;443
524.874013605;444
525.816439909;445
526.670861678;446
527.605487528;447
528.455510204;448
529.441043084;449
530.294421769;450
531.171020408;451
532.094829932;452
532.966326531;453
533.837573696;454
534.817006803;455
536.073469388;456
537.804081633;457
539.563265306;458
541.230136054;459
542.974058957;460
544.661768707;461
546.685351474;462
548.776122449;463
551.959183673;464
552.872925170;465
553.723356009;466
554.599909297;467
555.477936508;468
556.344149660;469
557.235374150;470
558.293877551;471
560.342857143;472
562.346938776;473
564.197006803;474
565.797732426;475
567.727482993;476
569.593877551;477
571.540000000;478
573.975419501;479
577.387755102;480
578.368435374;481
579.350680272;482
580.152811791;483
580.954557823;484
581.845011338;485
582.806077098;486
583.964444444;487
586.228571429;488
587.906031746;489
589.936190476;490
592.033015873;491
594.387097506;492
596.413832200;493
598.852063492;494
601.489705215;495
605.669387755;496
606.616326531;497
607.484081633;498
608.269931973;499
609.191836735;500
610.074557823;501
610.901678005;502
611.746394558;503
612.519183673;504
613.374693878;505
614.175782313;506
614.981587302;507
615.796462585;508
616.620408163;509
617.523809524;510
618.337959184;511
619.210158730;512
619.992380952;513
620.962539683;514
621.777596372;515
622.603174603;516
623.461587302;517
624.330158730;518
625.135238095;519
625.954829932;520
626.858231293;521
627.789931973;522
628.682448980;523
629.567437642;524
630.984126984;525
631.969523810;526
632.909206349;527
633.875510204;528
634.921360544;529
635.826938776;530
636.710748299;531
637.553197279;532
638.426122449;533
639.279455782;534
640.121904762;535
640.964353741;536
641.815510204;537
642.649251701;538
643.487346939;539
644.322176871;540
645.178775510;541
646.008163265;542
646.845941043;543
647.668888889;544
648.496326531;545
649.342040816;546
650.176870748;547
651.019319728;548
652.007619048;549
652.860770975;550
653.668571429;551
654.487074830;552
655.322993197;553
656.161088435;554
656.983945578;555
657.782857143;556
658.392380952;557
659.255510204;558
660.216598639;559
661.204897959;560
662.208435374;561
663.318639456;562
664.411428571;563
664.692244898;563.250
