start;measure
0.358095238;1
1.107301587;2
1.797664399;3
2.457142857;4
3.089795918;5
3.742857143;6
4.354920635;7
5.044285714;8
5.723492063;9
6.403537415;10
7.063333333;11
7.759183673;12
8.387755102;13
9.028571429;14
9.697959184;15
10.389002268;16
10.980317460;17
11.714285714;18
12.419750567;19
13.044897959;20
13.702040816;21
14.367346939;22
14.967301587;23
15.657052154;24
16.273469388;25
16.946938776;26
17.614943311;27
18.287256236;28
18.979365079;29
19.660816327;30
20.293877551;31
20.963265306;32
21.604081633;33
22.262857143;34
22.928253968;35
23.514285714;36
24.124489796;37
24.787755102;38
25.424489796;39
26.057142857;40
26.713968254;41
27.334693878;42
28.003809524;43
28.621904762;44
29.256507937;45
29.897959184;46
30.521904762;47
31.173650794;48
31.848979592;49
32.481632653;50
33.126530612;51
33.779591837;52
34.406984127;53
35.062222222;54
35.748594104;55
36.391836735;56
37.032653061;57
37.697142857;58
38.342857143;59
39.028253968;60
39.704761905;61
40.415079365;62
41.041269841;63
41.772698413;64
42.411247166;65
43.097959184;66
43.792834467;67
44.445691610;68
45.118367347;69
45.779365079;70
46.383809524;71
47.027936508;72
47.631428571;73
48.332040816;74
48.922448980;75
49.595646259;76
50.326530612;77
51.051972789;78
51.760000000;79
52.429387755;80
53.097777778;81
53.738412698;82
54.346349206;83
54.971972789;84
55.590204082;85
56.154557823;86
56.870748299;87
57.556281179;88
58.183401361;89
58.892517007;90
59.436734694;91
60.042993197;92
60.767936508;93
61.887755102;94
64.692789116;95
65.464489796;96
66.115192744;97
66.821768707;98
67.545260771;99
68.240090703;100
69.002448980;101
69.678526077;102
70.389818594;103
71.085714286;104
71.894421769;105
72.617687075;106
73.439818594;107
74.176870748;108
75.002448980;109
75.841088435;110
76.822448980;111
77.810612245;112
78.668752834;113
79.362176871;114
80.127346939;115
80.879455782;116
81.634285714;117
82.343945578;118
83.075918367;119
83.788843537;120
84.467482993;121
85.146666667;122
85.793741497;123
86.528979592;124
87.222312925;125
88.072380952;126
89.488979592;127
90.194285714;128
90.914285714;129
91.648458050;130
92.405442177;131
93.092517007;132
93.723356009;133
94.474376417;134
95.216825397;135
95.897052154;136
96.614444444;137
97.253061224;138
97.885714286;139
98.505668934;140
99.101133787;141
99.777324263;142
100.497505669;143
101.146938776;144
101.816326531;145
102.448072562;146
103.122902494;147
103.730612245;148
104.306122449;149
104.918367347;150
105.560816327;151
106.200453515;152
106.848072562;153
107.546961451;154
108.203628118;155
108.830385488;156
109.439455782;157
110.087981859;158
110.817233560;159
111.542857143;160
112.251247166;161
112.960226757;162
113.619954649;163
114.280272109;164
114.951473923;165
115.630090703;166
116.257596372;167
116.896145125;168
117.512925170;169
118.172947846;170
118.767346939;171
119.395011338;172
120.064399093;173
120.700226757;174
121.316099773;175
121.986394558;176
122.603174603;177
123.252607710;178
123.877551020;179
124.506122449;180
125.164625850;181
125.796825397;182
126.429931973;183
127.079365079;184
127.727891156;185
128.370975057;186
129.005895692;187
129.653514739;188
130.309297052;189
130.947845805;190
131.614512472;191
132.269387755;192
132.921541950;193
133.611791383;194
134.302947846;195
135.031292517;196
135.750566893;197
136.429931973;198
137.103854875;199
137.758730159;200
138.370975057;201
139.085714286;202
139.782698413;203
140.416326531;204
141.019501134;205
141.701587302;206
142.344671202;207
142.985034014;208
143.667120181;209
144.369160998;210
145.065941043;211
145.752199546;212
146.453401361;213
147.128344671;214
147.777777778;215
148.418140590;216
149.040816327;217
149.645351474;218
150.279365079;219
150.897052154;220
151.534693878;221
152.175510204;222
152.800000000;223
153.422222222;224
154.068934240;225
154.713832200;226
155.397732426;227
156.134693878;228
156.840816327;229
157.590022676;230
159.997097506;231
161.703401361;232
162.992607710;233
164.400907029;234
165.695600907;235
166.966122449;236
168.669387755;237
170.173242630;238
171.482993197;239
172.627664399;240
173.677097506;241
174.618594104;242
175.477551020;243
176.421609977;244
177.302494331;245
178.220408163;246
179.242789116;247
180.245147392;248
181.297959184;249
182.478004535;250
183.864852608;251
185.263492063;252
186.479818594;253
187.633560091;254
188.909750567;255
190.110657596;256
191.439455782;257
192.688435374;258
194.087981859;259
195.119274376;260
196.056235828;261
197.022766440;262
198.050975057;263
199.004988662;264
199.850340136;265
200.778231293;266
201.782312925;267
202.825873016;268
203.785646259;269
204.723809524;270
205.815873016;271
206.874376417;272
207.878526077;273
208.968707483;274
209.933786848;275
210.946031746;276
211.923809524;277
212.859863946;278
213.795011338;279
214.914036281;280
216.015306122;281
217.192743764;282
218.840816327;283
220.395918367;284
221.764285714;285
223.141609977;286
224.418843537;287
225.714263039;288
227.516326531;289
229.036734694;290
230.332653061;291
231.471496599;292
232.393378685;293
233.356122449;294
234.258163265;295
235.231972789;296
236.234353741;297
237.198117914;298
238.201065760;299
239.272448980;300
240.460204082;301
241.596938776;302
243.188775510;303
244.545918367;304
245.712471655;305
246.914875283;306
248.107142857;307
249.345283447;308
250.727551020;309
252.044625850;310
253.482653061;311
254.501020408;312
255.435714286;313
256.457142857;314
257.342857143;315
258.355102041;316
259.165306122;317
260.077551020;318
261.100000000;319
262.081632653;320
263.080090703;321
263.998979592;322
265.122448980;323
266.188775510;324
267.236961451;325
268.233673469;326
269.259183673;327
270.267346939;328
271.210204082;329
272.234693878;330
273.147936508;331
274.306190476;332
275.409183673;333
276.643265306;334
278.057142857;335
279.407868481;336
280.716417234;337
282.008208617;338
283.270748299;339
284.526394558;340
285.815668934;341
287.063945578;342
288.346122449;343
289.618049887;344
290.881360544;345
291.993265306;346
292.998095238;347
293.962448980;348
294.922448980;349
295.818594104;350
296.692970522;351
297.541224490;352
298.390204082;353
299.287074830;354
300.234013605;355
301.274557823;356
302.844081633;357
304.451315193;358
305.719002268;359
306.946281179;360
308.175238095;361
309.425056689;362
310.704761905;363
311.943401361;364
313.129795918;365
314.335782313;366
315.376326531;367
316.573605442;368
317.620680272;369
318.530612245;370
319.462312925;371
320.354829932;372
321.225578231;373
322.041904762;374
322.913265306;375
323.808049887;376
324.717278912;377
325.755646259;378
327.275102041;379
328.542834467;380
329.746825397;381
330.917641723;382
332.167981859;383
333.443628118;384
334.598752834;385
335.847392290;386
336.965963719;387
338.259591837;388
339.401383220;389
340.667165533;390
341.743310658;391
343.004285714;392
344.106258503;393
345.182766440;394
346.287891156;395
347.403174603;396
348.617142857;397
349.722993197;398
350.778775510;399
351.730068027;400
352.546394558;401
353.319183673;402
354.050612245;403
354.690612245;404
355.354557823;405
356.078684807;406
356.643265306;407
357.278911565;408
357.905850340;409
358.515374150;410
359.124897959;411
359.710476190;412
360.315646259;413
360.890340136;414
361.525986395;415
362.189931973;416
362.816870748;417
363.478639456;418
364.085986395;419
364.704217687;420
365.307210884;421
365.935691610;422
366.569795918;423
367.201088435;424
367.823673469;425
368.441904762;426
369.086258503;427
369.704489796;428
370.331428571;429
370.960544218;430
371.600544218;431
372.297142857;432
373.002448980;433
373.664036281;434
374.310748299;435
374.976870748;436
375.595102041;437
376.222040816;438
376.914285714;439
377.617414966;440
378.320544218;441
378.993197279;442
379.674557823;443
380.362448980;444
381.007551020;445
381.690884354;446
382.310748299;447
382.955102041;448
383.584217687;449
384.198095238;450
384.835918367;451
385.456326531;452
386.115918367;453
386.788571429;454
387.402448980;455
388.085986395;456
388.721632653;457
389.348571429;458
389.984217687;459
390.628571429;460
391.277278912;461
391.923809524;462
392.561632653;463
393.186394558;464
393.885941043;465
394.520816327;466
395.147755102;467
395.781224490;468
396.436734694;469
397.093877551;470
397.726530612;471
398.402040816;472
399.054943311;473
399.732653061;474
400.428571429;475
