start;measure
0.243809524;1
1.859047619;2
3.182585034;3
4.558367347;4
5.886258503;5
7.214149660;6
8.502857143;7
9.903310658;8
11.162993197;9
12.347210884;10
13.409523810;11
14.448616780;12
15.435464853;13
16.410702948;14
17.443990930;15
18.430839002;16
19.443809524;17
20.416145125;18
21.434920635;19
22.414512472;20
23.426757370;21
24.424489796;22
25.494784580;23
26.493968254;24
27.554829932;25
28.678095238;26
29.696870748;27
30.755918367;28
31.758367347;29
32.773877551;30
33.861224490;31
34.893061224;32
35.870385488;33
36.881632653;34
37.822040816;35
38.814693878;36
39.830204082;37
40.862040816;38
41.837732426;39
42.955102041;40
43.941587302;41
44.993015873;42
46.011428571;43
47.080634921;44
48.142222222;45
49.221587302;46
50.212063492;47
51.182222222;48
52.226031746;49
53.236825397;50
54.300952381;51
55.352380952;52
56.342857143;53
57.361269841;54
58.382222222;55
59.349183673;56
60.358095238;57
61.371428571;58
62.356462585;59
63.360000000;60
64.348299320;61
65.349659864;62
66.357551020;63
67.343673469;64
68.342857143;65
69.331156463;66
70.324807256;67
71.355646259;68
72.315646259;69
73.306666667;70
74.305306122;71
75.380680272;72
76.374240363;73
77.466122449;74
78.472290249;75
79.449251701;76
80.489795918;77
81.695782313;78
82.731972789;79
83.751836735;80
84.773877551;81
85.875374150;82
86.902857143;83
87.964081633;84
88.991020408;85
90.031020408;86
91.092244898;87
92.187755102;88
93.213061224;89
94.331428571;90
95.289795918;91
96.253061224;92
97.257142857;93
98.240000000;94
99.196734694;95
100.143673469;96
101.146122449;97
102.148571429;98
103.136326531;99
104.137142857;100
105.157551020;101
106.174693878;102
107.183673469;103
108.202448980;104
109.206530612;105
110.225306122;106
111.240816327;107
112.230204082;108
113.257142857;109
114.295510204;110
115.342040816;111
116.392925170;112
117.430385488;113
118.439183673;114
119.547120181;115
120.555102041;116
121.604353741;117
122.660136054;118
123.726802721;119
124.847891156;120
125.899319728;121
126.861496599;122
127.921632653;123
128.994829932;124
130.070204082;125
131.071564626;126
132.101224490;127
133.080816327;128
134.158367347;129
135.196734694;130
136.235102041;131
137.264761905;132
138.324897959;133
139.382857143;134
140.445170068;135
141.396462585;136
142.345578231;137
143.325170068;138
144.254693878;139
145.292698413;140
146.499047619;141
148.101587302;142
149.272380952;143
150.290793651;144
151.365079365;145
152.454603175;146
153.541587302;147
154.595555556;148
155.664761905;149
156.726349206;150
157.790476190;151
158.821587302;152
159.891179138;153
160.980317460;154
162.059682540;155
163.111111111;156
164.163061224;157
165.239365079;158
166.280634921;159
167.293968254;160
168.287346939;161
169.283265306;162
170.311836735;163
171.294693878;164
172.264489796;165
173.361632653;166
174.439183673;167
175.374512472;168
176.407800454;169
177.435283447;170
178.504489796;171
179.386122449;172
180.404897959;173
181.423673469;174
182.416326531;175
183.363265306;176
184.414693878;177
185.475918367;178
186.470430839;179
187.467755102;180
188.493061224;181
189.949387755;182
191.102040816;183
192.071836735;184
193.155918367;185
194.197551020;186
195.170612245;187
196.241632653;188
197.263673469;189
198.347755102;190
199.389387755;191
200.440816327;192
201.482448980;193
202.514285714;194
203.565714286;195
204.564897959;196
205.615374150;197
206.622040816;198
207.673469388;199
208.685714286;200
209.737142857;201
210.768979592;202
211.791020408;203
212.960000000;204
214.292244898;205
215.314285714;206
216.277551020;207
217.345306122;208
218.364081633;209
219.435102041;210
220.431020408;211
221.446530612;212
222.494693878;213
223.480816327;214
224.522448980;215
225.531065760;216
226.560000000;217
227.570068027;218
228.614965986;219
229.605079365;220
230.620589569;221
231.627755102;222
232.669750567;223
233.679818594;224
234.704399093;225
235.726235828;226
236.753560091;227
237.786848073;228
238.796916100;229
239.806984127;230
240.814149660;231
241.806802721;232
242.845895692;233
243.855963719;234
244.857324263;235
245.876099773;236
246.903582766;237
247.925260771;238
248.946938776;239
249.977324263;240
251.161541950;241
252.403809524;242
253.631564626;243
254.647437642;244
255.831655329;245
256.963628118;246
258.057868481;247
259.099863946;248
260.071088435;249
261.189659864;250
262.217142857;251
263.285260771;252
264.333061224;253
265.450521542;254
266.504126984;255
267.609977324;256
268.649070295;257
269.687732426;258
270.747573696;259
271.838911565;260
272.892517007;261
273.954829932;262
