1_mean,0_mean,1_std,0_std
72.97108460000001,69.2067248,3.2788603292979026,3.347025741838597
52.318380800000014,54.994090533333335,2.6382273118243984,5.5024458115806985
80.7980908,84.50940153333332,5.9686119348792355,6.825947606864875
96.58478400000001,100.45931900000001,5.109125361644629,9.07315349179734
89.693923,93.52452160000001,5.980971678767774,8.972544995186327
34.6221132,35.0877368,2.394853454753555,3.255735064401345
46.836662000000004,46.39599533333334,2.9259065072023374,4.448324671261353
73.2317184,72.70074486666665,5.356732070990386,5.1848828003062035
48.022113,48.29919106666667,5.460076131428938,6.164954499133718
49.34508000000001,49.322201666666686,2.7887551982121894,2.6780852276070948
