,mov3
001_AlbanBerg_3,423.613605
002_Ragazze_3,364.89360500000004
003_Prague_3,385.713605
004_Chilingirian_3,377.933605
005_Panocha_3,424.53360499999997
006_PavelHass_3,379.768707
007_Bennewitz_3,397.533605
008_Signum_3,381.653605
009_Stamic_3,435.368707
010_Martinu_3,380.988707
011_Emerson_3,391.093605
012_Cypress_3,417.798095
013_Wihan_3,445.533605
014_Artemis_3,415.313605
015_Guarneri_3,381.873605
016_Weithaas_3,398.59360499999997
018_Pacifica_3,426.813605
020_Wister_3,431.593605
021_Audubon_3,404.953605
022_Vlach_3,438.853605
023_Lindsay_3,361.833605
025_Vogler_3,421.60489800000005
