,mov3
001_Brodsky_3,-0.859565464440637
002_Duke_3,-1.0678866055784995
003_Skampa_3,0.9536111787808623
004_Prague_3,-1.681698319982125
005_AlbanBerg_3,0.18529065560209187
006_Panocha_3,0.11055130509832024
007_PavelHass_3,0.15987927643080715
008_Emerson_3,-1.046413840700064
009_Escher_3,-0.2988780319389908
010_Talich_3,-0.39767627832732777
011_Prazak_3,-0.46494169378072053
012_Modigliani_3,0.07766599087665876
013_Janacek_3,0.1524053413804304
014_Guarneri_3,-0.9073986487630498
015_Tokyo_3,0.8978057721582646
016_Panocha_3,-0.06433877508050777
017_Endellion_3,-0.5736340848674504
019_Sevcik-Lhotsky_3,-2.5666122299467795
020_Amadeus_3,-0.536691470264344
021_Concord_3,0.2630195801260138
022_Griller_3,-1.554641424125714
023_Moyzes_3,1.1827406519711832
024_Vlach_3,0.596641765558904
025_Stamic_3,0.3586859487708416
026_Amadeus_3,0.0746764168565085
027_Albion_3,0.3033788293980499
028_Alexander_3,0.3422432916600119
030_CzechPhil_3,1.1703552952418004
031_Sacconi_3,2.195779184153547
033_Cypress_3,-0.6846753842618111
034_Excelsior_3,1.1310874647051725
035_Jupiter_3,-0.6577692180804523
036_ProArte_3,-0.8022178860597422
037_Orlando_3,0.24807171002525819
038_Takacs_3,-0.5869685566088803
039_Jerusalem_3,0.30786319042827637
040_Keller_3,-1.0992771327900845
041_Matangi_3,0.8235647089043011
042_Melos_3,0.34523286568016215
043_Tang_3,-1.3349077336446236
044_Jade_3,1.3661723935616845
046_Guarneri_3,-0.3891109992808952
047_Miro_3,-0.293041187622047
048_Wihan_3,0.9057779944584494
049_Serafin_3,0.9237154385793532
050_Bartok_3,-1.9916649778051179
051_Hungarian_3,2.2223056744343452
052_Masin_3,0.8788718282770928
053_Hagen_3,-0.4051502133777066
054_Cavani_3,0.3123475514585028
055_KumhoAsiana_3,2.2929403398084514
056_Skampa_3,0.4991959277179319
058_Schidlof_3,0.3482224397003146
059_Cleveland_3,-0.3393795849343858
060_NewYork_3,-0.16149993073540964
061_Smetana_3,-1.8371561690299687
062_Kallaci_3,0.15987927643080926
063_Novus_3,0.21518639580359883
064_Crondes_3,-0.5396810442844943
065_Lindsay_3,-1.7056149121433315
067_Bowman_3,1.1987562484332333
068_Smetana_3,-0.908608753587058
069_NewRussian_3,0.12848874921922399
070_Australian_3,-0.4746934600164021
071_Koeckert_3,-0.7863209009469415
072_Orion_3,-0.08676058023163799
073_Montclaire_3,1.9117696522392162
074_Vogler_3,0.8818614022972431
075_FineArts_3,0.929694586619658
076_Panocha_3,0.14642619334012985
077_Carmina_3,-1.3543399647756034
078_Borromeo_3,1.2570529418261773
