,mov4
001_AlbanBerg_4,0.9464103518477761
002_Ragazze_4,-0.4124554732240319
003_Prague_4,-1.2883576241941543
004_Chilingirian_4,-1.5106422155686228
005_Panocha_4,0.3914443228301332
006_PavelHass_4,-0.8375398536412765
007_Bennewitz_4,0.3476465137143247
008_Signum_4,-1.1908731706910225
009_Stamic_4,1.4372713940151973
010_Martinu_4,-0.00875395222054357
011_Emerson_4,-1.0351896311976254
012_Cypress_4,-0.3530893101588821
013_Wihan_4,1.3522632362099558
014_Artemis_4,-0.4756446745478227
016_Weithaas_4,-1.2073573101667947
018_Pacifica_4,1.1167464597640835
020_Wister_4,-0.3521735246324512
021_Audubon_4,0.4683703070503982
022_Vlach_4,1.1103359610790566
023_Lindsay_4,-0.731308732575196
024_Cecilia_4,0.12327905973854086
025_Vogler_4,2.1096178665690197
