,mov2
001_Belcea_2,289.41714299999995
002_Tokyo_2,250.377551
003_Takacs_2,270.216735
004_Schoenberg_2,251.81714300000002
005_Doric_2,253.297143
006_Emerson_2,237.017959
007_Hagen_2,260.077143
008_Prazak_2,249.177143
009_Belcea_2,275.937143
010_AlbanBerg_2,260.137143
011_Jerusalem_2,281.577143
012_Panocha_2,252.87714300000002
013_Wallinger_2,253.757551
014_Excelsior_2,267.560408
016_Wihan_2,286.177143
017_Lindsay_2,241.97714299999998
018_NewHelsinki_2,263.27714299999997
020_Vlach_2,266.837143
021_Navarra_2,281.857143
022_EnergieNove_2,262.07714300000004
023_Hagen_2,258.517143
024_Acies_2,266.897143
025_Taurus_2,237.57714299999998
026_Austrian_2,271.57755099999997
027_Calidore_2,253.537959
028_Guarneri_2,239.457143
029_PavelHaas_2,268.337143
030_Melos_2,266.937143
031_Diotima_2,261.817143
032_Brodsky_2,241.19836800000002
033_Janacek_2,246.057551
034_Martinu_2,253.517551
035_Casal_2,251.957143
036_Talich_2,252.357143
037_Henschel_2,267.337143
038_Cecilia_2,252.65795899999998
039_Gerhard_2,241.657143
040_Zaide_2,264.497143
041_Medici_2,248.36040799999998
042_Juilliard_2,270.31714300000004
043_Nostitz_2,246.497143
044_Janacek_2,250.47714299999998
045_Gabrieli_2,240.03714300000001
046_Tokyo_2,266.857143
047_Skampa_2,243.797143
048_Vlach_2,257.857143
049_Smetana_2,257.597143
050_NewZealand_2,253.15795899999998
051_Vanbrugh_2,256.117143
052_DITTO_2,264.45795899999996
053_Janacek_2,250.337143
054_Arianna_2,261.63755100000003
055_Janacek_2,245.41714299999998
056_Meccore_2,273.857959
057_PavelHaas_2,272.81795900000003
058_Arete_2,274.82408100000004
059_Smetana_2,241.32040800000001
060_Kubin_2,242.137143
061_Endress_2,266.577959
062_Stamitz_2,250.81877599999999
063_Mandelring_2,250.077143
064_Smetana_2,239.237143
065_Sebastian_2,287.95714300000003
066_Debussy_2,261.257143
067_Talich_2,263.377143
068_Arcadia_2,259.257551
