,mov2
001_Janacek_2,1.211474976861237
002_Takacs_2,-0.25051032910095655
003_Koeckert_2,2.309576914525695
004_PavelHass_2,0.4669334750605448
005_Travnicek_2,0.06304874358113922
006_Prazak_2,-0.8131101467527828
007_Jerusalem_2,-0.24663922943821448
008_Dante_2,0.07982350878635358
009_AlbanBerg_2,1.385674461684626
010_Skampa_2,0.16369733481242907
011_MoyzesQuartet_2,-0.06727827839783732
012_Talich_2,-0.5421331703608461
013_EnergieNove_2,0.4424165105298463
014_Hollywood_2,-1.038924293746061
015_Vlach_2,0.47209494127753665
016_Guarneri_2,-1.4208727938032604
017_Amadeus_2,0.012724447965492455
018_Excelsior_2,2.017954073265802
019_Lindsay_2,-0.1885727344970836
020_Takacs_2,-0.8647248089226721
021_Tokyo_2,-0.6969771568705247
022_Talich_2,-0.7640762176913822
023_Talich_2,-0.975696332587942
024_Smetana_2,-0.6479432278091278
025_Emerson_2,-0.8363367447292315
026_Wihan_2,0.47725640749452114
027_Endellion_2,-0.8789188410193906
028_Juilliard_2,-1.295707238041272
029_Panocha_2,-0.7911739153305766
030_Sevcik-Lhotsky_2,-0.4801955757569768
031_Medici_2,0.22692529597054448
032_Talich_2,-0.258252528426437
033_Sacconi_2,3.2425119332464982
034_Prazak_2,0.043693245267428925
035_Czech_2,-0.06082644562660299
036_Koeckert_2,0.5030637385794694
