,mov4
001_Belcea_4,512.539138
002_Tokyo_4,441.219138
003_Avalon_4,428.559138
004_Takacs_4,487.41210900000004
005_Schoenberg_4,456.779138
006_Doric_4,494.279138
007_Emerson_4,440.619138
008_Hagen_4,444.21913800000004
009_Prazak_4,456.779138
010_Janacek_4,476.219138
011_Belcea_4,496.71913800000004
012_AlbanBerg_4,444.61913799999996
013_Jerusalem_4,487.23913799999997
014_Panocha_4,455.772109
015_PavelHass_4,449.639138
016_Wallinger_4,439.879138
017_Excelsior_4,506.45913800000005
019_Lindsay_4,457.45913800000005
020_Artemis_4,451.27913800000005
021_NewHelsinki_4,487.299138
022_Vlach_4,471.11913799999996
023_Lyris_4,466.713197
024_Schumann_4,476.25913799999995
025_EnergieNove_4,514.187573
026_Smetana_4,453.799138
027_Dissonances_4,448.95913800000005
028_Taurus_4,451.239138
029_Acies_4,505.23913799999997
030_Austrian_4,511.379138
031_Voce_4,470.159138
032_Heine_4,460.319138
033_Guarneri_4,437.779138
034_Melos_4,452.799138
035_Diotima_4,480.499138
036_Brodsky_4,476.819138
037_Janacek_4,473.53913800000004
038_Mandelring_4,448.779138
039_Talich_4,437.79913799999997
040_Zaide_4,481.139138
041_Hermes_4,489.699138
042_Medici_4,423.65913800000004
043_Juilliard_4,507.85913800000003
044_Petersen_4,445.519138
045_Janacek_4,453.339138
046_Gabrieli_4,460.819138
047_Merel_4,512.759138
048_Wihan_4,462.99913799999996
050_NewZealand_4,488.932109
051_Arianna_4,498.55210900000003
052_Martinu_4,478.799138
053_Smetana_4,423.27913800000005
054_Kubin_4,465.039138
055_Mandelring_4,448.239138
056_Smetana_4,405.359138
057_Penny_4,492.87913799999995
058_Vanbrugh_4,438.159138
059_Amati_4,452.879138
060_Alkyona_4,474.519138
061_Koeckert_4,475.839138
062_Petersen_4,496.059138
063_Janacek_4,490.319138
064_Zagrebacki_4,557.919138
065_Amphion_4,484.119138
066_Smetana_4,446.73913799999997
067_Talich_4,447.219138
068_Vaghy_4,490.15913800000004
069_Pacifica_4,502.97913800000003
070_Arcadia_4,457.059138
071_Janacek_4,445.979138
