CD,mov1,mov2,mov3,mov4
001_AlbanBerg_1,577.235782,682.471882,423.613605,664.625488
002_Ragazze_1,544.225442,629.491882,364.893605,634.94898
003_Prague_1,550.975782,655.241995,385.713605,615.82
004_Chilingirian_1,570.645442,597.221995,377.933605,610.9654879999999
005_Panocha_1,553.285442,645.041995,424.533605,652.505488
006_PavelHass_1,549.445442,610.8819950000001,379.768707,625.6654880000001
007_Bennewitz_1,576.925442,627.681995,397.533605,651.54898
008_Signum_1,587.585442,597.551882,381.653605,617.94898
009_Stamic_1,606.5012250000001,629.701995,435.368707,675.345488
010_Martinu_1,606.965442,618.0918819999999,380.988707,643.765488
011_Emerson_1,575.925442,603.5219950000001,391.093605,621.34898
012_Cypress_1,565.5054419999999,606.5718820000001,417.798095,636.245488
013_Wihan_1,600.485442,643.671882,445.533605,673.48898
014_Artemis_1,588.205442,662.111882,415.313605,633.56898
015_Guarneri_1,597.125442,675.471882,381.873605,617.58898
016_Weithaas_1,568.365442,671.391882,398.593605,668.345488
017_Vlach_1,592.265442,672.3318820000001,426.813605,636.265488
018_Pacifica_1,606.7454419999999,696.9019949999999,431.593605,654.185488
019_Vlach_1,526.725442,627.511882,404.953605,668.205488
020_Wister_1,573.265442,723.3819950000001,438.853605,627.985488
021_Audubon_1,566.425442,671.001995,361.833605,646.6489799999999
022_Vlach_1,621.5021770000001,714.081995,421.6048980000001,690.02898
