,mov2
001_AlbanBerg_2,0.7822452468601168
002_Ragazze_2,-0.5127646092751594
003_Prague_2,0.11665498550772124
004_Chilingirian_2,-1.301549466228192
005_Panocha_2,-0.13266741035071072
006_PavelHass_2,-0.9676530027550327
007_Bennewitz_2,-0.5570043507529079
008_Signum_2,-1.2934859155220597
009_Stamic_2,-0.5076287390240812
010_Martinu_2,-0.7914190517051758
011_Emerson_2,-1.147556221727393
012_Cypress_2,-1.0730066987923446
013_Wihan_2,-0.166157592287652
014_Artemis_2,0.28457819002896856
015_Guarneri_2,0.6111416418592309
016_Weithaas_2,0.5114126835158566
017_Vlach_2,0.5343894533302626
018_Pacifica_2,1.1349658689844209
019_Vlach_2,-0.5611624861182676
020_Wister_2,1.7822263633306321
021_Audubon_2,0.501882530481144
022_Vlach_2,1.5549030024008823
023_Lindsay_2,2.469573987991331
024_Cecilia_2,-1.2450880386789516
025_Vogler_2,-0.026830371072643862
