,mov4
001_Brodsky_4,317.05469400000004
002_Duke_4,306.374694
003_Skampa_4,325.274694
004_Prague_4,335.957143
005_AlbanBerg_4,298.954694
006_Panocha_4,302.67469400000004
007_PavelHass_4,326.254694
008_Emerson_4,309.914694
009_Escher_4,293.594694
010_Talich_4,314.517551
011_Prazak_4,326.454694
012_Modigliani_4,295.134694
013_Janacek_4,347.454694
014_Guarneri_4,297.874694
015_Tokyo_4,329.017143
016_Panocha_4,301.254694
017_Endellion_4,332.534694
020_Amadeus_4,329.574694
021_Concord_4,304.05755100000005
022_Griller_4,291.014694
023_Moyzes_4,336.25469400000003
024_Vlach_4,330.51469399999996
025_Stamic_4,335.034694
026_Amadeus_4,341.094694
027_Albion_4,313.354694
028_Alexander_4,310.474694
029_Varese_4,311.99469400000004
030_CzechPhil_4,317.154694
031_Sacconi_4,338.16898
032_Lipkind_4,353.87469400000003
033_Cypress_4,315.394694
034_Excelsior_4,338.914694
035_Jupiter_4,311.494694
036_ProArte_4,339.237551
037_Orlando_4,311.91469400000005
038_Takacs_4,313.474694
039_Jerusalem_4,301.894694
040_Keller_4,307.394694
041_Matangi_4,325.154694
042_Melos_4,343.69469399999997
043_Tang_4,307.597551
044_Jade_4,339.83469399999996
046_Guarneri_4,307.23469400000005
047_Miro_4,323.474694
048_Wihan_4,338.574694
049_Serafin_4,318.657143
050_Bartok_4,306.69469399999997
051_Hungarian_4,312.854694
052_Masin_4,357.294694
053_Hagen_4,306.23469400000005
054_Cavani_4,324.494694
055_KumhoAsiana_4,334.477551
056_Skampa_4,315.854694
057_Stamic_4,336.374694
058_Schidlof_4,328.25469400000003
059_Cleveland_4,297.297551
060_NewYork_4,298.754694
061_Smetana_4,342.274694
062_Kallaci_4,292.474694
063_Novus_4,313.957143
064_Crondes_4,305.694694
065_Lindsay_4,319.737143
066_Kontras_4,329.37469400000003
067_Bowman_4,337.754694
068_Smetana_4,326.297551
069_NewRussian_4,309.514694
070_Australian_4,335.214694
071_Koeckert_4,291.257551
072_Orion_4,316.054694
073_Montclaire_4,325.094694
074_Vogler_4,318.35469400000005
075_FineArts_4,331.714694
076_Panocha_4,311.534694
077_Carmina_4,298.434694
078_Borromeo_4,319.874694
