,mov1
001_Belcea_1,390.812789
002_Tokyo_1,354.612789
003_Avalon_1,341.322948
004_Takacs_1,361.72294800000003
005_Schoenberg_1,369.83278900000005
006_Doric_1,405.272789
007_Emerson_1,325.472789
008_Hagen_1,397.592789
009_Prazak_1,356.932789
010_Janacek_1,373.29278899999997
011_Belcea_1,373.23278899999997
012_AlbanBerg_1,352.252789
013_Jerusalem_1,350.712789
014_Panocha_1,345.702948
015_PavelHass_1,372.895737
016_Wallinger_1,354.232789
017_Excelsior_1,387.47868500000004
019_Lindsay_1,337.152789
020_Artemis_1,374.332789
021_NewHelsinki_1,385.572789
022_Vlach_1,377.892789
023_Lyris_1,370.512789
024_Schumann_1,364.812789
026_Smetana_1,342.432789
027_Dissonances_1,341.692789
028_Taurus_1,355.392789
029_Acies_1,391.35278900000003
030_Austrian_1,389.172789
031_Voce_1,357.61278899999996
032_Heine_1,382.31278899999995
033_Guarneri_1,325.032789
034_Melos_1,377.072789
035_Diotima_1,335.67278899999997
036_Brodsky_1,340.572789
037_Janacek_1,371.332789
038_Mandelring_1,352.932789
040_Zaide_1,370.85278900000003
041_Hermes_1,374.222948
042_Medici_1,382.112789
043_Juilliard_1,402.17278899999997
044_Petersen_1,319.29278899999997
045_Janacek_1,370.692789
046_Gabrieli_1,346.832789
047_Merel_1,374.692789
048_Wihan_1,349.672789
050_NewZealand_1,351.90294800000004
051_Arianna_1,371.612789
052_Martinu_1,355.592789
053_Smetana_1,342.31278899999995
054_Kubin_1,351.192789
055_Mandelring_1,349.53278900000004
056_Smetana_1,357.132789
057_Penny_1,376.272789
058_Vanbrugh_1,336.272789
059_Amati_1,388.03278900000004
060_Alkyona_1,341.052789
061_Koeckert_1,373.952789
062_Petersen_1,350.82
063_Janacek_1,375.43278899999996
064_Zagrebacki_1,422.392789
065_Amphion_1,374.59278900000004
066_Smetana_1,348.132789
067_Talich_1,375.05278899999996
068_Vaghy_1,356.432789
069_Pacifica_1,357.532789
070_Arcadia_1,369.492789
071_Janacek_1,363.652789
