,mov2
001_AlbanBerg_2,682.471882
002_Ragazze_2,629.491882
003_Prague_2,655.241995
004_Chilingirian_2,597.221995
005_Panocha_2,645.041995
006_PavelHass_2,610.8819950000001
007_Bennewitz_2,627.681995
008_Signum_2,597.551882
009_Stamic_2,629.701995
010_Martinu_2,618.0918819999999
011_Emerson_2,603.5219950000001
012_Cypress_2,606.5718820000001
013_Wihan_2,643.671882
014_Artemis_2,662.111882
015_Guarneri_2,675.471882
016_Weithaas_2,671.391882
017_Vlach_2,672.3318820000001
018_Pacifica_2,696.9019949999999
019_Vlach_2,627.511882
020_Wister_2,723.3819950000001
021_Audubon_2,671.001995
022_Vlach_2,714.081995
023_Lindsay_2,751.501995
024_Cecilia_2,599.531882
025_Vogler_2,649.371882
