,mov3
001_Belcea_3,271.500408
002_Tokyo_3,239.480408
003_Takacs_3,245.040408
004_Schoenberg_3,252.900408
005_Doric_3,249.500408
006_Emerson_3,224.280408
007_Hagen_3,257.300408
008_Prazak_3,227.740408
009_Belcea_3,262.080408
010_AlbanBerg_3,219.320408
011_Jerusalem_3,263.000408
012_Panocha_3,228.460408
013_Wallinger_3,244.120408
014_Excelsior_3,238.32040800000001
016_Wihan_3,249.500408
017_Lindsay_3,216.340408
018_NewHelsinki_3,257.76040800000004
020_Vlach_3,246.580408
021_Navarra_3,251.160408
022_EnergieNove_3,230.762721
023_Hagen_3,246.022721
024_Acies_3,230.56040800000002
025_Taurus_3,212.240408
026_Austrian_3,262.900408
027_Calidore_3,237.760408
028_Guarneri_3,219.98040799999998
029_PavelHaas_3,251.000408
030_Melos_3,234.740408
031_Diotima_3,228.020408
032_Brodsky_3,253.680408
033_Janacek_3,214.52040799999997
034_Martinu_3,249.740408
035_Casal_3,243.480408
036_Talich_3,218.240408
037_Henschel_3,227.720408
038_Cecilia_3,246.360408
039_Gerhard_3,243.720408
040_Zaide_3,241.280408
041_Medici_3,261.90040799999997
042_Juilliard_3,243.860408
043_Nostitz_3,224.440408
044_Janacek_3,231.760408
045_Gabrieli_3,237.160408
046_Tokyo_3,241.140408
047_Skampa_3,214.300408
048_Vlach_3,247.360408
049_Smetana_3,207.91197300000002
050_NewZealand_3,238.640408
051_Vanbrugh_3,228.600408
052_DITTO_3,256.980408
053_Janacek_3,229.820408
054_Arianna_3,248.020408
055_Janacek_3,226.940408
056_Meccore_3,252.240408
057_PavelHaas_3,253.800408
058_Arete_3,263.220408
059_Smetana_3,213.360408
060_Kubin_3,220.620408
061_Endress_3,240.540408
062_Stamitz_3,225.840408
063_Mandelring_3,219.680408
064_Smetana_3,208.920408
065_Sebastian_3,228.30040799999998
066_Debussy_3,240.900408
067_Talich_3,226.340408
068_Arcadia_3,246.380408
