,mov1
001_Belcea_1,1.3521533950623432
002_Tokyo_1,-0.45049666019967494
003_Avalon_1,-1.1122903787928653
004_Takacs_1,-0.09643233660100758
005_Schoenberg_1,0.307413114416015
006_Doric_1,2.072217477910099
007_Emerson_1,-1.9015801577227498
008_Hagen_1,1.6897768032025764
009_Prazak_1,-0.334967706381778
010_Janacek_1,0.47971060588580633
011_Belcea_1,0.4767227881146537
012_AlbanBerg_1,-0.5680174925316747
013_Jerusalem_1,-0.6447048153245903
014_Panocha_1,-0.8941796814987316
015_PavelHass_1,0.4599386221912801
016_Wallinger_1,-0.4694195060836407
017_Excelsior_1,1.1861251420278334
019_Lindsay_1,-1.3199516316050592
020_Artemis_1,0.531499447252451
021_NewHelsinki_1,1.091217309715023
022_Vlach_1,0.7087766350075004
023_Lyris_1,0.34127504915574103
024_Schumann_1,0.057432360896252435
026_Smetana_1,-1.0570236677436364
027_Dissonances_1,-1.093873420254518
028_Taurus_1,-0.4116550291746936
029_Acies_1,1.379043755002717
030_Austrian_1,1.2704863759841751
031_Voce_1,-0.30110577164205193
032_Heine_1,0.9288792108157339
033_Guarneri_1,-1.923490821377868
034_Melos_1,0.6679431254684164
035_Diotima_1,-1.3936511366268223
036_Brodsky_1,-1.149646018649365
037_Janacek_1,0.3821085586948251
038_Mandelring_1,-0.5341555577919458
040_Zaide_1,0.35820601652560685
041_Hermes_1,0.526029699055764
042_Medici_1,0.9189198182452288
043_Juilliard_1,1.917846893067218
044_Petersen_1,-2.209325388151459
045_Janacek_1,0.3502385024691989
046_Gabrieli_1,-0.8379170311924529
047_Merel_1,0.5494263538793668
048_Wihan_1,-0.6964936566912321
050_NewZealand_1,-0.5854385118129692
051_Arianna_1,0.3960517082935383
052_Martinu_1,-0.4016956366041858
053_Smetana_1,-1.0629993032859444
054_Kubin_1,-0.6208022731553693
055_Mandelring_1,-0.7034652314905873
056_Smetana_1,-0.32500831381127016
057_Penny_1,0.6281055551863822
058_Vanbrugh_1,-1.363772958915296
059_Amati_1,1.213717838332278
060_Alkyona_1,-1.125743476480144
061_Koeckert_1,0.5125766013684853
062_Petersen_1,-0.6393660331402061
063_Janacek_1,0.5862761063902454
064_Zagrebacki_1,2.9247414819456177
065_Amphion_1,0.5444466575941143
066_Smetana_1,-0.7731809794841478
067_Talich_1,0.5673532605062797
068_Vaghy_1,-0.35986618780804897
069_Pacifica_1,-0.30508952867025446
070_Arcadia_1,0.2904821470461491
071_Janacek_1,-0.00033211601269747987
