,mov3
001_Belcea_3,-0.677342824920132
002_Tokyo_3,-0.2309818744475308
003_Avalon_3,-1.6480496275570948
004_Takacs_3,-0.9533683322238767
005_Schoenberg_3,0.4616471866306398
006_Doric_3,0.5806767734233296
009_Prazak_3,0.5088485744967056
010_Janacek_3,2.669851245060598
011_Belcea_3,0.5150052772618452
012_AlbanBerg_3,-1.0918941444395103
014_Panocha_3,0.6330087469270156
015_PavelHass_3,0.09327113784980504
016_Wallinger_3,0.8761985061500182
017_Excelsior_3,1.5914021440336994
019_Lindsay_3,-1.259151236225794
020_Artemis_3,-1.139095532305576
021_NewHelsinki_3,-0.5203469044090769
022_Vlach_3,1.296906528434536
023_Lyris_3,-0.6999174017256425
024_Schumann_3,-0.9492638637137847
026_Smetana_3,0.45287280776733263
028_Taurus_3,-1.6870420784029736
030_Austrian_3,1.854088128679643
031_Voce_3,-1.3648413003606854
032_Heine_3,-0.769693366397222
034_Melos_3,-0.2299557573200085
036_Brodsky_3,0.09539319937537624
037_Janacek_3,1.0855264001647533
038_Mandelring_3,-1.1986103257019238
039_Talich_3,-0.3120451275218669
040_Zaide_3,0.051200335621353545
041_Hermes_3,-0.649176987192602
042_Medici_3,-1.616239996603875
043_Juilliard_3,-0.5962795718457987
045_Janacek_3,0.7161242342563963
046_Gabrieli_3,0.5150052772618452
047_Merel_3,-0.29658354333849146
048_Wihan_3,2.095225653647598
049_Skampa_3,-0.40432584172842734
050_NewZealand_3,-0.4300485971870344
051_Arianna_3,-0.4228657772943755
052_Martinu_3,0.6001729988462734
053_Smetana_3,1.4118316467171366
054_Kubin_3,0.5006396374765215
055_Mandelring_3,-1.3001959213267231
056_Smetana_3,0.4226547357847581
057_Penny_3,-0.13452686446034873
058_Vanbrugh_3,0.10455842625255889
059_Amati_3,1.0968136885675073
060_Alkyona_3,-0.45364929112007024
061_Koeckert_3,-0.14163985708248392
062_Petersen_3,-1.4376956164148345
063_Janacek_3,2.19475901501735
064_Zagrebacki_3,-0.6239847342889208
065_Amphion_3,-0.721465861403628
066_Smetana_3,0.8864596774252498
067_Talich_3,0.6422438010747249
068_Vaghy_3,-0.6876039961953635
069_Pacifica_3,0.3364608970728047
071_Janacek_3,0.35903547387831536
