,mov3
001_AlbanBerg_3,0.797795624521718
002_Ragazze_3,-1.5899045417919138
003_Prague_3,-0.7433119419511494
004_Chilingirian_3,-1.0596659490001956
005_Panocha_3,0.8352050957922978
006_PavelHass_3,-0.9850461712310796
007_Bennewitz_3,-0.26268156106172047
008_Signum_3,-0.9084015651669739
009_Stamic_3,1.2757870925127541
010_Martinu_3,-0.935437959328788
011_Emerson_3,-0.5245478599557905
012_Cypress_3,0.5613226307513053
013_Wihan_3,1.689116940012094
014_Artemis_3,0.4602971337110372
015_Guarneri_3,-0.8994558220370534
016_Weithaas_3,-0.21957934416300928
018_Pacifica_3,0.9279155245933053
020_Wister_3,1.1222821253252404
021_Audubon_3,0.039033957229271686
022_Vlach_3,1.4174916486126545
023_Lindsay_3,-1.7143316962353718
025_Vogler_3,0.7161166388613764
