,mov3
001_Belcea_3,323.007619
002_Tokyo_3,331.707619
003_Avalon_3,304.08761899999996
004_Takacs_3,317.627619
005_Schoenberg_3,345.207619
006_Doric_3,347.52761899999996
009_Prazak_3,346.127619
010_Janacek_3,388.247619
011_Belcea_3,346.247619
012_AlbanBerg_3,314.927619
014_Panocha_3,348.547619
015_PavelHass_3,338.027619
016_Wallinger_3,353.287619
017_Excelsior_3,367.227619
019_Lindsay_3,311.667619
020_Artemis_3,314.00761900000003
021_NewHelsinki_3,326.06761900000004
022_Vlach_3,361.487619
023_Lyris_3,322.567619
024_Schumann_3,317.70761899999997
026_Smetana_3,345.036598
028_Taurus_3,303.327619
030_Austrian_3,372.347619
031_Voce_3,309.607619
032_Heine_3,321.20761899999997
034_Melos_3,331.727619
036_Brodsky_3,338.06897999999995
037_Janacek_3,357.367619
038_Mandelring_3,312.847619
039_Talich_3,330.127619
040_Zaide_3,337.207619
041_Hermes_3,323.556598
042_Medici_3,304.70761899999997
043_Juilliard_3,324.58761899999996
045_Janacek_3,350.167619
046_Gabrieli_3,346.247619
047_Merel_3,330.42897999999997
048_Wihan_3,377.047619
049_Skampa_3,328.32898
050_NewZealand_3,327.827619
051_Arianna_3,327.96761899999996
052_Martinu_3,347.907619
053_Smetana_3,363.727619
054_Kubin_3,345.967619
055_Mandelring_3,310.867619
056_Smetana_3,344.44761900000003
057_Penny_3,333.587619
058_Vanbrugh_3,338.247619
059_Amati_3,357.58761899999996
060_Alkyona_3,327.367619
061_Koeckert_3,333.44898
062_Petersen_3,308.187619
063_Janacek_3,378.987619
064_Zagrebacki_3,324.04761900000005
065_Amphion_3,322.147619
066_Smetana_3,353.487619
067_Talich_3,348.727619
068_Vaghy_3,322.807619
069_Pacifica_3,342.76761899999997
071_Janacek_3,343.20761899999997
