,mov1
001_Brodsky_1,595.3676869999999
002_Duke_1,559.519524
003_Skampa_1,620.807687
004_Prague_1,559.208163
005_AlbanBerg_1,577.3627889999999
006_Panocha_1,535.04
007_PavelHass_1,570.479524
008_Emerson_1,542.287687
009_Escher_1,546.467687
010_Talich_1,569.679524
011_Prazak_1,531.4876869999999
012_Modigliani_1,575.927687
014_Guarneri_1,554.287687
015_Tokyo_1,575.087687
016_Panocha_1,543.919524
017_Endellion_1,582.799524
024_Vlach_1,606.859524
027_Albion_1,572.287687
028_Alexander_1,565.427687
029_Varese_1,572.439524
031_Sacconi_1,615.339524
032_Lipkind_1,627.859524
033_Cypress_1,531.847687
035_Jupiter_1,566.099524
038_Takacs_1,551.487687
039_Jerusalem_1,577.819524
040_Keller_1,546.688163
041_Matangi_1,550.659524
042_Melos_1,603.839524
043_Tang_1,550.999524
044_Jade_1,607.587687
047_Miro_1,581.8676869999999
049_Serafin_1,554.259524
052_Masin_1,611.507687
053_Hagen_1,563.327687
054_Cavani_1,608.1076869999999
056_Skampa_1,563.319524
057_Stamic_1,568.079524
058_Schidlof_1,618.799524
059_Cleveland_1,540.9995240000001
060_NewYork_1,555.967687
062_Kallaci_1,550.827687
065_Lindsay_1,578.6999999999999
067_Bowman_1,593.687687
069_NewRussian_1,551.247687
070_Australian_1,565.859524
072_Orion_1,585.547687
074_Vogler_1,582.047687
076_Panocha_1,575.1276869999999
077_Carmina_1,546.127687
078_Borromeo_1,581.507687
