,mov2
001_Janacek_2,348.52412699999996
002_Takacs_2,325.864127
003_Koeckert_2,365.544127
004_PavelHass_2,336.984127
005_Travnicek_2,330.724127
006_Prazak_2,317.14412699999997
007_Jerusalem_2,325.924127
008_Dante_2,330.984127
009_AlbanBerg_2,351.224127
010_Skampa_2,332.284127
011_MoyzesQuartet_2,328.704127
012_Talich_2,321.344127
013_EnergieNove_2,336.604127
014_Hollywood_2,313.64412699999997
015_Vlach_2,337.06412700000004
016_Guarneri_2,307.724127
017_Amadeus_2,329.944127
018_Excelsior_2,361.02412699999996
019_Lindsay_2,326.82412700000003
020_Takacs_2,316.344127
021_Tokyo_2,318.944127
022_Talich_2,317.904127
023_Talich_2,314.624127
024_Smetana_2,319.70412699999997
025_Emerson_2,316.784127
026_Wihan_2,337.14412699999997
027_Endellion_2,316.12412700000004
028_Juilliard_2,309.664127
029_Panocha_2,317.484127
030_Sevcik-Lhotsky_2,322.304127
031_Medici_2,333.264127
032_Talich_2,325.74412700000005
033_Sacconi_2,380.00412700000004
034_Prazak_2,330.424127
035_Czech_2,328.804127
036_Koeckert_2,337.544127
