,mov2
002_Duke_2,428.62489800000003
003_Skampa_2,420.104898
004_Prague_2,470.880816
005_AlbanBerg_2,400.36489800000004
006_Panocha_2,493.984898
007_PavelHass_2,432.144898
008_Emerson_2,460.144898
009_Escher_2,432.844898
010_Talich_2,463.32489799999996
011_Prazak_2,457.024898
012_Modigliani_2,467.164898
013_Janacek_2,484.204898
014_Guarneri_2,452.184898
015_Tokyo_2,425.82489799999996
016_Panocha_2,462.460816
017_Endellion_2,410.904898
019_Sevcik-Lhotsky_2,464.284898
020_Amadeus_2,467.564898
021_Concord_2,561.044898
022_Griller_2,435.624898
023_Moyzes_2,452.724898
024_Vlach_2,472.744898
025_Stamic_2,508.384898
026_Amadeus_2,437.424898
027_Albion_2,446.90489799999995
028_Alexander_2,381.924898
029_Varese_2,419.244898
030_CzechPhil_2,502.42489800000004
031_Sacconi_2,455.784898
032_Lipkind_2,517.924898
033_Cypress_2,372.70489799999996
034_Excelsior_2,464.864898
035_Jupiter_2,447.864898
037_Orlando_2,432.344898
038_Takacs_2,453.324898
039_Jerusalem_2,447.10489800000005
040_Keller_2,377.624898
041_Matangi_2,410.904898
042_Melos_2,448.644898
043_Tang_2,460.144898
044_Jade_2,371.844898
046_Guarneri_2,471.32489799999996
047_Miro_2,457.844898
048_Wihan_2,481.964898
049_Serafin_2,416.704898
050_Bartok_2,360.704898
051_Hungarian_2,525.164898
052_Masin_2,433.384898
053_Hagen_2,423.924898
054_Cavani_2,412.24489800000003
055_KumhoAsiana_2,480.64489799999996
056_Skampa_2,411.404898
057_Stamic_2,493.264898
058_Schidlof_2,458.304898
059_Cleveland_2,418.364898
060_NewYork_2,477.604898
061_Smetana_2,470.984898
062_Kallaci_2,433.92489800000004
063_Novus_2,434.12489800000003
064_Crondes_2,435.004898
065_Lindsay_2,508.76489799999996
066_Kontras_2,397.32489799999996
068_Smetana_2,480.02081599999997
069_NewRussian_2,415.68489800000003
070_Australian_2,407.06489799999997
071_Koeckert_2,376.184898
072_Orion_2,451.904898
073_Montclaire_2,444.104898
074_Vogler_2,384.68489800000003
075_FineArts_2,439.28489800000006
076_Panocha_2,461.264898
077_Carmina_2,387.286531
078_Borromeo_2,421.944898
