CD,mov1,mov2,mov3,mov4
001_Brodsky_1,0.9607608950124522,-0.40976903223894817,-0.8595654644406371,-0.15263206954795286
002_Duke_1,-0.503171059253549,-0.6301656893594959,-1.0678866055784997,-0.8284305437747932
003_Skampa_1,1.9996545453377776,0.683313487803297,0.9536111787808624,0.36750495836820585
004_Prague_1,-0.5158861129429743,-1.1408030146599164,-1.681698319982125,1.043458397994233
005_AlbanBerg_1,0.22549461329251755,1.2809733984416771,0.18529065560209187,-1.2979459631346335
006_Panocha_1,-1.502841737185406,-0.31871313633938003,0.11055130509832024,-1.0625554833477564
007_PavelHass_1,-0.055597379710881474,0.4055951264980976,0.15987927643080715,0.42951642884969216
008_Emerson_1,-1.2068678376631798,-0.3006054297684434,-1.046413840700064,-0.6044299259130878
009_Escher_1,-1.0361691168157037,0.4878558506346384,-0.2988780319389908,-1.6371107404619607
010_Talich_1,-0.08826699135633004,0.32488649149620713,-0.39767627832732777,-0.3131748942947045
011_Prazak_1,-1.6479075948767632,0.5871895552523505,-0.4649416937807205,0.4421718309887743
012_Modigliani_1,0.1668893320280095,1.0279828694934443,0.07766599087665876,-1.5396641439910486
014_Guarneri_1,-0.7168236629814236,0.19968463463429945,0.1524053413804304,1.7709890555921042
015_Tokyo_1,0.13258623980028528,-0.4821998585226977,-0.9073986487630498,-1.3662851346856648
016_Panocha_1,-1.140228486339833,0.4655036459071709,0.8978057721582646,0.6043159437681802
017_Endellion_1,0.44751463962905697,-0.8681526900060954,-0.06433877508050778,-1.1524088385352242
024_Vlach_1,1.430053209865976,0.5126892767890672,-0.5736340848674504,0.8268960560167851
027_Albion_1,0.01824259904121069,0.5975368161500296,-2.5666122299467795,0.6395961043584122
028_Alexander_1,-0.2618993208185272,3.015691687937436,-0.5366914702643439,-0.9750524261685524
029_Varese_1,0.02444316882047353,-0.22869196652958024,0.2630195801260138,-1.800365428056083
031_Sacconi_1,1.776351093307751,0.21365343684616564,-1.554641424125714,1.0622865358036624
032_Lipkind_1,2.2876305155590493,0.7315338447749616,1.1827406519711832,0.6990764944120813
033_Cypress_1,-1.63320626963631,1.6534747907580951,0.5966417655589039,0.9850885827552768
035_Jupiter_1,-0.2344635034697223,-0.1821292924900278,0.3586859487708416,1.3685472675693806
038_Takacs_1,-0.8311673037404983,0.06310079078494576,0.0746764168565085,-0.3867570091209233
039_Jerusalem_1,0.2441463071361274,-1.6178117420428852,0.3033788293980499,-0.5689947999236654
040_Keller_1,-1.0271655351942726,-0.6524123002895045,0.3422432916600119,-0.4728137436666601
041_Matangi_1,-0.8649870082269129,1.4993006033826897,1.1703552952418004,-0.14630436847841533
042_Melos_1,1.3067254259044014,0.2928099827134043,2.195779184153547,1.1834168314997071
043_Tang_1,-0.8511024232775999,1.9002569631677204,-0.6846753842618111,2.177227464256552
044_Jade_1,1.4597892128967085,-1.8563161057343696,1.1310874647051723,-0.2576719073023129
047_Miro_1,0.4094611984954765,0.5276928050907003,-0.6577692180804523,1.2306033842534154
049_Serafin_1,-0.7179737558223851,0.08793421693937452,-0.8022178860597422,-0.5044522490143621
052_Masin_1,1.6198703099594185,-0.3135395058905412,0.24807171002525816,1.251032810095499
053_Hagen_1,-0.3476570513878354,0.2291743281926836,-0.5869685566088803,-0.4778759045222908
054_Cavani_1,1.4810244604662504,0.06827442123378755,0.3078631904282764,-0.37916376783747546
056_Skampa_1,-0.3479904039376614,-1.7290447966929268,-1.0992771327900843,-1.111911551690168
057_Stamic_1,-0.1536062146472318,-0.8681526900060954,0.8235647089043011,-0.7638879928654861
058_Schidlof_1,1.9176471636743255,0.10811137568984787,0.3452328656801621,0.35991171708475794
059_Cleveland_1,-1.2594725688457251,0.4055951264980976,-1.3349077336446236,1.5330674953774095
060_NewYork_1,-0.6482174785259798,-1.8785627166643768,1.3661723935616843,-0.7510518083068504
062_Kallaci_1,-0.8581197333479982,0.6948010685882035,-0.3891109992808952,1.2888182340931778
065_Lindsay_1,0.28010231836504906,0.34609837633644736,-0.293041187622047,-0.7740123145767476
067_Bowman_1,0.8921547105570083,0.970038208466446,0.9057779944584494,0.2536063391164912
069_NewRussian_1,-0.8409681872341337,-0.7181174069897605,0.9237154385793532,1.2090892006169822
070_Australian_1,-0.2442643869633578,-2.166733932664716,-1.9916649778051176,-0.05123388703612649
072_Orion_1,0.5597414120645511,2.0875423854156967,2.222305674434345,-0.8081819003522667
074_Vogler_1,0.4168118611157054,-0.2866366275565772,0.8788718282770928,-0.4183955144686217
076_Panocha_1,0.13421972038255633,-0.5313493477866688,-0.4051502133777066,2.3936348408348063
077_Carmina_1,-1.050053701765017,-0.8334893659988725,0.3123475514585028,-0.8372893252721443
078_Borromeo_1,0.3947598732550279,0.9358922475041066,2.292940339808452,0.3181488900257946
