,mov4
001_Belcea_4,1.4787897803348609
002_Tokyo_4,-0.6985724326955872
003_Takacs_4,0.6701380108013328
004_Schoenberg_4,0.21683883427728282
005_Doric_4,0.414329189024483
006_Emerson_4,-0.8488638347359101
007_Hagen_4,0.28887934104041035
008_Prazak_4,-0.9283568077159169
009_Belcea_4,0.8242148309526314
010_AlbanBerg_4,-0.5159870103821385
011_Jerusalem_4,-0.09492266912867649
012_Panocha_4,-0.38060054077556715
013_Wallinger_4,0.6552922633701227
014_Excelsior_4,0.630450709313869
016_Wihan_4,-0.03530293939367404
017_Lindsay_4,0.7509322464866924
018_NewHelsinki_4,0.11747261805227523
020_Vlach_4,0.19199728022102916
021_Navarra_4,0.26279570928134877
022_EnergieNove_4,0.5329180481937558
023_Hagen_4,-1.0078497806959166
024_Acies_4,0.47270684105667404
025_Taurus_4,1.6477123479173732
026_Austrian_4,0.8714137836595088
027_Calidore_4,-0.5048083110568249
028_Guarneri_4,-0.5110186995708856
029_PavelHaas_4,0.9571171451535764
030_Melos_4,0.9894111654267057
031_Diotima_4,0.16094533765071473
032_Brodsky_4,-0.11355383467086232
033_Janacek_4,-0.7904861827037155
034_Martinu_4,-0.11976422318492662
035_Casal_4,-1.0960372975956105
036_Talich_4,-2.049902296585397
037_Henschel_4,-0.5159363336118646
038_Cecilia_4,-1.1817406590896782
039_Gerhard_4,-0.5395864867355772
040_Zaide_4,1.4924526350657974
041_Medici_4,1.4725793918208
042_Juilliard_4,1.855139324287072
043_Nostitz_4,-0.14584785494399172
044_Janacek_4,-1.0103339361015464
045_Gabrieli_4,1.5433778208811126
046_Yokyo_4,-0.3011075677955639
047_Skampa_4,-1.1246050847603022
048_Vlach_4,1.3756973310014156
049_Smetana_4,-0.8873682435230967
050_NewZealand_4,-0.1644790204861811
051_Vanbrugh_4,-1.170561959764368
052_DITTO_4,0.6366610978279333
053_Janacek_4,-0.9805240712340435
054_Arianna_4,-0.2874447130646238
055_Janacek_4,-1.3717785476200062
056_Meccore_4,1.7508047972508152
057_PavelHaas_4,1.3968126519492277
058_Arete_4,-0.0713231927752378
059_Smetana_4,-1.8002953550903438
060_Kubin_4,-1.8152002875240953
061_Endress_4,0.31744712820510185
062_Stamitz_4,-1.4053146455959433
063_Mandelring_4,1.9967361824077077
064_Smetana_4,-1.3916517908650035
065_Sebastian_4,1.0179789525913938
066_Debussy_4,0.6569990023415553
067_Talich_4,-1.274896486800625
068_Arcadia_4,-0.5110186995708856
