,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8
046_Tokyo_1,26.209841,24.158775999999996,34.813241999999995,22.367982000000012,21.980407999999997,29.024171999999993,48.115148000000005,30.814558000000005
047_Skampa_1,19.659999999999997,18.718776,36.693242000000005,22.252200000000002,21.856189999999998,30.71959199999999,48.07972800000002,32.254558
048_Vlach_1,25.809841,26.838776,41.093242,22.752200000000002,21.836190000000002,32.00417200000001,60.51514799999998,32.554558000000014
049_Smetana_1,25.317596,24.671020999999996,42.35324200000001,20.95219999999999,19.476190000000017,31.199591999999996,55.07972799999999,30.414558
050_NewZealand_1,22.189840999999998,23.618776,32.993242,22.792199999999994,22.816190000000006,32.564171999999985,48.75514800000002,30.93455799999998
051_Vanbrugh_1,20.737596,20.991021000000003,38.75324199999999,22.3322,23.476190000000003,28.124172,51.85542000000001,30.974285999999978
053_Janacek_1,24.837595999999998,23.171021,42.913242000000004,19.932199999999995,25.71619000000001,34.084171999999995,59.05542,29.59428600000001
054_Arianna_1,26.157279,22.051021,33.413242,23.132199999999997,21.936189999999996,28.304172000000023,47.93541999999999,32.61428599999999
055_Janacek_1,26.817596,27.631021,43.133241999999996,20.71220000000001,27.596190000000007,37.52417199999999,63.41514799999999,30.23455800000002
056_Meccore_1,23.177596,23.471020999999997,39.353242,23.312200000000004,24.736189999999993,31.264172000000002,53.055148,29.21455800000001
057_PavelHaas_1,22.729841,22.618775999999997,38.63324200000001,24.652199999999993,29.25618999999999,35.66417200000001,48.595147999999995,34.594558000000035
058_Arete_1,25.257596,22.071021,40.093242000000004,22.012199999999993,26.716189999999997,31.764172000000002,51.47514800000002,29.314557999999977
059_Smetana_1,19.197596,18.611020999999997,35.133242,20.392200000000003,23.236189999999993,28.424172,45.51514800000001,30.794557999999995
060_Kubin_1,22.477596,20.391021000000002,35.633242,20.967981999999992,21.600408,32.204172,48.875147999999996,30.814558000000005
061_Endress_1,25.579048,25.898776,41.15324199999999,20.752200000000002,21.416190000000014,34.16417199999998,56.95514800000001,32.540272000000016
062_Stamitz_1,21.397596,20.731021,37.153242,21.232200000000006,24.376189999999994,28.564172000000013,48.17514799999998,31.054558000000014
063_Mandelring_1,21.489841000000002,22.958776,38.75324199999999,21.29220000000001,22.05619,27.33959200000001,54.479727999999994,31.074557999999996
064_Smetana_1,21.369840999999997,20.258776000000005,36.513242,21.812200000000004,22.61618999999999,30.55959200000001,47.29972799999999,28.754558000000003
065_Sebastian_1,23.117596,21.731021000000002,35.273242,21.04798199999999,22.080408000000006,30.884171999999992,50.95514800000001,30.074557999999996
066_Debussy_1,24.697596,23.871021000000002,36.15324199999999,22.812200000000004,25.455782000000013,31.004579999999976,49.69514800000002,34.054557999999986
067_Talich_1,23.269841,23.478776,40.813241999999995,23.312200000000004,23.49619,31.064172000000013,54.53514799999999,34.33455799999999
068_Arcadia_1,22.517596,20.951020999999997,40.553242000000004,23.272199999999998,23.716189999999997,32.364171999999996,54.335148000000004,32.39455799999999
