,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10,motif11,motif12,motif13
011_Prazak_3,12.949478999999998,9.372698000000002,9.656191,14.606485,19.661225,18.991835999999992,13.017325,9.473922000000002,9.669570000000007,19.470793,19.705895999999996,20.39038500000001,44.608799000000005
012_Modigliani_3,13.209479,9.672697999999999,10.116191000000004,14.286484999999999,20.681224999999998,20.693877,14.275284,9.713921999999997,9.749570000000006,18.13079300000001,20.925895999999995,21.070384999999987,46.30879899999999
013_Janacek_3,13.589478999999999,10.052698000000001,10.836191,13.948934000000001,19.458776,20.35183599999999,14.17732500000001,10.333922000000001,11.069569999999999,17.110792999999987,20.317778000000004,20.958503000000007,47.62879899999999
014_Guarneri_3,13.309479,9.192698000000002,9.336191,13.346485000000001,19.101225,18.911835999999994,13.797325,9.21392200000001,9.489569999999986,16.45079300000002,19.685895999999985,19.13038499999999,44.68879900000002
015_Tokyo_3,13.869479,9.812698000000001,10.436191,16.106485,20.601225,21.211836000000005,14.437324999999987,10.253922000000003,10.549570000000017,18.970792999999986,21.58589599999999,22.590384999999998,49.38213200000001
016_Panocha_3,13.409479000000001,9.512697999999999,10.156191000000003,14.708934,18.979999999999997,18.430611999999996,13.417325000000005,9.833922000000001,10.089569999999995,19.490792999999996,19.56589600000001,21.39038500000001,47.94879899999998
017_Endellion_3,13.395193,9.772697999999998,10.216191000000002,12.206485,20.202448999999994,19.950612000000007,13.697324999999992,9.833922000000001,10.48957,13.410793000000012,20.017777999999993,20.678503000000006,46.24879899999999
019_Sevcik-Lhotsky_3,10.929479,8.372697999999998,8.945125,11.697550999999997,16.161225,15.811836,12.217325000000002,8.953922000000006,8.869569999999996,16.470793,17.665896000000004,16.530384999999995,40.828799000000004
020_Amadeus_3,13.629479,9.312698,9.696191000000002,13.428933999999998,20.260000000000005,18.97061199999999,14.097325000000012,9.353921999999997,9.549570000000003,16.830793,20.325896,19.870385,45.28879899999998
021_Concord_3,12.589479,9.252698,10.176190999999996,17.228934000000002,20.158775999999996,18.19183600000001,13.037324999999996,9.373921999999993,9.98957,19.910793000000012,20.965895999999987,23.750384999999994,46.68879900000002
022_Griller_3,12.149479000000001,8.532698,9.085124999999998,11.117551000000002,19.061225,18.391836000000005,12.217324999999988,9.07392200000001,9.149569999999997,17.110793,19.02589599999999,18.490385000000003,43.588798999999995
023_Moyzes_3,14.835192999999999,10.332698,10.636190999999997,15.888934000000006,21.018775999999995,19.811836,15.257325000000009,10.733921999999993,10.769570000000002,19.170793000000003,21.285896000000008,22.430385,51.44879899999998
024_Vlach_3,13.673288000000001,10.052697999999998,10.456191,15.288933999999998,21.578776000000005,20.411835999999994,13.89732500000001,10.373921999999993,10.649569999999997,19.810793000000018,20.965895999999987,20.870385,47.74879899999999
025_Stamic_3,13.749479,9.892698,10.376191000000002,12.008933999999996,21.518776000000003,21.018366999999998,15.150794000000005,10.353921999999997,10.449569999999994,16.070792999999995,23.665896000000004,22.490385000000003,45.848799000000014
026_Amadeus_3,14.169478999999999,9.612698,10.316191,15.786484999999999,19.901224999999997,19.61183600000001,14.377324999999999,9.973922000000002,9.96956999999999,18.190793000000014,19.52589599999999,19.39038500000001,47.96879899999999
027_Albion_3,14.273833,10.088344000000001,10.576191000000001,12.966484999999999,20.381225,19.491835999999992,15.077325000000002,10.353922000000011,10.629569999999987,16.87079300000002,20.725895999999977,22.250384999999994,48.16879900000001
028_Alexander_3,13.389479,9.912697999999999,10.336191,13.868934000000003,20.598776,20.963673,14.285488,10.17392199999999,10.36957000000001,16.550793,20.745895999999988,22.710385000000002,48.46879900000002
030_CzechPhil_3,13.749479,10.352698000000002,10.516190999999996,15.966485000000006,21.081225000000003,20.411835999999994,15.537324999999996,10.313922000000005,10.809570000000008,21.170793000000003,21.625895999999983,22.430385,49.488799
031_Sacconi_3,14.449479,10.132698000000001,11.216190999999995,14.866485000000004,24.361225000000005,24.092243999999994,15.716916999999995,10.353922000000011,11.609570000000005,21.01079299999998,23.765895999999998,23.510385000000014,52.088798999999995
033_Cypress_3,13.069479000000001,9.392698,9.916191000000001,11.628934000000001,20.999999999999993,20.990612,13.337325000000007,9.473922000000002,9.789569999999998,15.150793000000007,20.745895999999988,20.210385000000002,43.928799
034_Excelsior_3,14.504082,10.152698000000001,10.756190999999998,14.406485000000004,20.881225,22.031836,15.397324999999995,10.393922000000003,10.889570000000006,18.81079299999999,21.84589600000001,23.270385000000005,49.588798999999995
035_Jupiter_3,12.929478999999999,9.292698000000001,9.576190999999998,13.008934000000004,20.077550999999993,19.79306100000001,13.957324999999997,9.473922000000002,9.48957,16.71079300000001,20.105895999999973,20.230385000000012,44.348799000000014
036_ProArte_3,12.736780000000001,9.352698,9.456191,13.486485000000002,20.502449,20.024897999999993,13.123039000000006,9.353921999999997,9.189570000000003,16.570792999999995,19.08589599999999,19.19038500000002,44.988799
037_Orlando_3,13.509479,10.112697999999998,10.596191000000001,14.028934,21.258775999999997,19.83183600000001,13.977324999999993,9.973922000000002,10.329570000000004,16.670793000000003,21.225895999999977,20.630385000000018,48.96879899999999
038_Takacs_3,13.33678,9.832698,10.336191000000003,9.728933999999995,19.938776000000004,20.511835999999995,13.537324999999996,10.233922000000007,10.20957,14.470793,21.105896,20.330385000000007,46.368798999999996
039_Jerusalem_3,12.949478999999998,9.332698,10.296191,17.366484999999997,20.181224999999998,19.411836000000008,13.77732499999999,9.533922000000004,9.84957,20.150793000000007,20.205895999999996,20.690384999999992,48.16879900000001
040_Keller_3,12.969479,9.472698000000001,9.736191000000002,12.366484999999997,18.841224999999994,18.852244,13.296917000000008,9.373921999999993,9.629570000000001,15.650793000000007,19.185895999999985,19.650385,44.061497
041_Matangi_3,14.429478999999999,10.392698,10.716191000000002,14.748933999999998,19.018776000000003,19.931836000000004,14.617324999999994,10.533922000000004,10.869569999999996,18.070792999999995,21.685896000000014,22.13038499999999,51.66879900000001
042_Melos_3,13.509478999999999,9.972698,10.316191,13.088934000000002,20.238775999999994,20.011836000000002,13.917325000000005,10.093921999999992,10.189570000000003,18.110793,23.145895999999993,22.830385000000007,46.988799
043_Tang_3,12.729479,9.332697999999999,9.796191000000004,11.928933999999998,19.358776,18.871836000000002,12.897324999999995,9.393922000000003,9.509569999999997,15.110793000000015,19.225895999999977,18.830385000000007,42.94879900000001
044_Jade_3,15.229479,10.852698,11.116191,15.746485,21.561224999999993,20.791836000000004,15.53732500000001,10.793921999999995,11.149570000000011,18.550793,22.425895999999995,22.570384999999987,49.74879900000002
046_Guarneri_3,14.051383,9.752698,9.936190999999997,12.426485,19.501224999999998,20.064081,14.045079999999999,9.653922000000009,10.069569999999999,16.070792999999995,21.08589599999999,20.97038500000002,44.96149699999998
047_Miro_3,12.929478999999999,9.532698,10.096191000000001,13.628934000000001,20.438775999999997,19.551835999999994,13.777325000000005,10.013922000000008,10.289569999999998,16.310793000000004,20.965895999999987,21.210385000000002,45.128799000000015
048_Wihan_3,14.189478999999999,9.812698000000001,10.236190999999998,14.768934000000002,21.595101999999997,20.635509999999996,15.097325000000012,10.013921999999994,10.369569999999996,19.990792999999996,21.114013999999997,22.222267000000016,49.868798999999996
049_Serafin_3,14.669479,10.607573999999998,11.021315000000001,14.568933999999999,21.558776,20.431836000000004,15.337324999999993,10.773921999999999,10.949569999999994,17.970793000000015,21.045896,22.190384999999992,49.02879899999999
050_Bartok_3,12.129479,8.992698,9.285125,10.119999999999997,19.458776,19.211836000000005,12.657325,8.89392199999999,8.858141000000003,12.302222,18.785895999999994,19.610385000000008,40.841497000000004
051_Hungarian_3,16.164399000000003,11.372698,11.896190999999998,16.646485,21.34122500000001,20.871835999999988,16.937325,11.373922000000007,11.749570000000006,19.690792999999985,21.56589600000001,21.610385000000008,56.30879899999999
052_Masin_3,14.629479,10.432697999999998,10.536191000000002,15.148933999999997,20.778776,20.431836000000004,14.877324999999999,10.453921999999991,10.469570000000019,18.890793000000002,22.225895999999977,20.610385000000008,50.06879900000001
053_Hagen_3,12.969479,9.312698000000001,9.896191000000002,13.568933999999999,18.998775999999992,18.023673000000002,13.265488000000005,9.593922000000006,10.009569999999997,21.190793,20.34589600000001,20.13038499999999,45.068798999999984
054_Cavani_3,13.209479,9.912697999999999,10.436191,14.846485000000001,21.642449,20.540408,13.847528999999994,10.333922000000001,10.749570000000006,16.57079300000001,21.06589599999998,21.790385000000015,47.02879899999999
055_KumhoAsiana_3,14.929479,11.272697999999998,12.176191000000003,16.428933999999998,23.078776000000005,22.607345999999993,15.549751,11.285986000000008,11.829570000000004,18.35079299999998,24.84589600000001,23.590384999999998,52.52879900000002
056_Skampa_3,13.929479,9.992698,10.196190999999995,16.048934000000003,20.078775999999998,20.391835999999998,14.03732500000001,9.853921999999997,10.069569999999999,19.110793,20.865895999999992,21.230385000000012,48.66879900000001
058_Schidlof_3,13.429479,10.052698,10.196191000000002,14.148933999999997,20.258775999999997,19.991836000000006,14.357325000000003,10.17392199999999,10.569569999999999,19.030793000000017,21.50589599999998,21.39038500000001,47.348799000000014
059_Cleveland_3,13.569479000000001,9.792698,10.216191000000002,12.968933999999997,20.038776,19.791836000000004,13.957324999999997,9.813922000000005,9.869569999999996,16.190793,20.12589600000001,20.450384999999983,46.46879900000002
060_NewYork_3,13.509479,9.712697999999998,10.296191,12.366485000000004,20.661224999999995,20.347346,14.041815,9.853921999999997,10.609570000000005,15.85079300000001,20.50589599999998,21.090384999999998,46.78879900000001
061_Smetana_3,12.169479,8.692697999999998,8.836191000000003,11.288933999999998,17.620000000000005,18.17061199999999,12.257325000000009,9.013921999999994,8.918141000000006,14.102221999999998,18.665896000000004,19.80589599999999,43.673288000000014
062_Kallaci_3,14.309479,10.112698,10.296190999999997,13.366485000000004,20.621224999999995,20.251835999999997,14.217325000000002,10.013922000000008,10.369569999999996,17.570792999999995,20.885896000000002,20.710385000000002,47.208799
063_Novus_3,13.929479,9.852697999999998,10.416191000000001,14.066485,20.061224999999993,20.291836000000004,13.993198000000007,9.978048999999999,10.529569999999993,18.010792999999993,20.105896,22.050385000000006,47.388799000000006
064_Crondes_3,13.069479,9.272697999999998,9.816191,14.286484999999999,19.201225,18.871836000000002,12.617324999999994,9.393922000000003,9.889570000000006,15.970793,20.245895999999988,20.210385000000002,47.72879900000001
065_Lindsay_3,12.949479,9.312698000000001,9.536190999999999,10.428933999999998,19.278776,17.911836000000008,12.757324999999994,8.973922000000002,9.20957,13.850792999999996,19.745896000000002,19.45038500000001,41.568798999999984
067_Bowman_3,14.229479,10.212698,10.916190999999998,14.446485000000003,22.701225,22.611835999999997,14.957324999999997,10.79392200000001,10.929569999999984,17.010793000000007,22.905896000000013,23.190384999999992,48.928799
068_Smetana_3,13.073288,9.052698,9.436190999999997,12.426485,17.962449000000007,19.401224999999997,12.786711999999994,9.153922000000009,9.249569999999991,16.290792999999994,20.045896,21.230385000000012,45.52879899999999
069_NewRussian_3,14.449479,10.672698,11.216191000000002,13.466484999999999,21.261224999999996,20.491836000000006,14.937325000000001,10.353921999999997,10.569570000000013,14.79079299999998,20.365895999999992,19.47038500000002,47.46879899999999
070_Australian_3,13.019002,9.772697999999998,10.316191,12.808934,19.618775999999997,19.291836000000004,13.817324999999997,9.833922000000001,10.20957,15.990792999999996,20.58589600000002,19.61038499999998,46.56879900000001
071_Koeckert_3,13.049479,9.532698,9.696190999999999,15.106485,19.201225000000008,18.21183599999999,12.89732500000001,9.473921999999988,9.809570000000008,16.17079299999999,19.58589600000002,18.090384999999998,46.44879899999998
072_Orion_3,12.849479,9.592698,9.905125000000002,13.097550999999996,20.661224999999995,20.391836000000012,13.27732499999999,9.653922000000009,9.929569999999998,18.99079300000001,20.925895999999995,21.510384999999985,45.848799000000014
073_Montclaire_3,14.249479000000001,10.232698000000001,11.636191,16.866484999999997,21.721225000000004,21.241631999999996,15.167529000000002,10.593922000000006,11.669570000000007,20.85079299999998,22.765895999999998,24.130385000000018,52.24879899999999
074_Vogler_3,14.229479000000001,9.972698,10.056190999999998,14.128934000000001,22.658775999999996,21.011836000000002,14.937325000000001,10.313922000000005,10.289569999999998,17.31079299999999,23.34589600000001,23.41038499999999,47.928799
075_FineArts_3,14.269479,10.152698000000001,10.736191000000002,14.948933999999994,20.820000000000007,20.690612,14.617324999999994,10.573921999999996,10.909570000000016,19.170792999999975,22.025896000000017,22.330385000000007,48.988799
076_Panocha_3,14.009479,9.812698000000001,9.876190999999995,12.668934,19.19877600000001,20.131835999999993,14.397324999999995,10.133922000000013,10.669569999999993,20.170793000000003,20.225896000000006,21.730384999999984,46.72879900000001
077_Carmina_3,12.689479,8.792697999999998,9.616191,12.386485000000004,19.601225,18.771836,12.697324999999992,9.013922000000008,9.249569999999991,16.030793000000003,18.965896000000015,18.91038499999999,42.94879900000001
078_Borromeo_3,13.909479000000001,10.152698000000001,10.856190999999995,15.868934000000003,22.258775999999997,21.651836000000003,14.637325000000004,10.113922000000002,10.46956999999999,20.030793000000017,22.125895999999983,22.810384999999997,49.72879900000001
