,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8
001_Belcea_3,32.389931999999995,58.850794,12.636598000000006,12.514648999999991,10.469841000000002,43.14009100000001,53.797731999999996,47.700771
002_Tokyo_3,27.949932,48.870794000000004,12.036597999999998,11.834648999999999,9.449841000000006,36.560091,46.39773199999999,46.38077100000001
003_Takacs_3,28.589931999999997,49.810794,11.016598000000002,11.294649000000007,9.02984099999999,40.120091,54.39773199999999,40.780771000000016
004_Schoenberg_3,24.789932,52.550794,12.336597999999995,12.354649000000009,9.189840999999987,37.44009100000001,59.777731999999986,44.46077100000002
005_Doric_3,32.549932,51.910794,11.616597999999996,11.114649,8.129840999999999,35.560091000000014,55.077732,43.54077099999998
006_Emerson_3,25.509932,48.290794000000005,12.976597999999996,12.994648999999995,9.210340000000002,29.539592000000013,47.37773199999998,38.38077100000001
007_Hagen_3,29.829932,51.15079399999999,11.696598000000009,11.394649000000001,7.2498410000000035,41.140091,54.037732000000005,50.800771
008_Prazak_3,24.069931999999998,41.99079400000001,12.396597999999997,12.294648999999993,9.369841000000008,35.700090999999986,49.33773200000002,42.580771
009_Belcea_3,32.289932,54.310794,11.936598000000004,11.114649,8.689841000000001,41.18009099999999,53.977732,48.580771
010_AlbanBerg_3,26.709932,46.21079399999999,12.33659800000001,12.114649,8.709840999999997,31.360090999999997,42.637732,39.240770999999995
011_Jerusalem_3,32.849932,54.090794,11.816597999999999,11.314649000000003,8.489840999999998,37.02009100000001,57.077732,50.34077099999999
012_Panocha_3,26.909932,48.230794,12.57659799999999,12.734649000000005,10.110340000000008,30.199591999999996,45.09773200000001,42.60077099999998
013_Wallinger_3,24.809932,48.050793999999996,12.996598000000006,13.114649,8.849840999999998,32.900091,61.15773199999998,42.240771000000024
014_Excelsior_3,26.009932000000003,46.650794000000005,13.756597999999997,13.414648999999997,9.209840999999997,35.78009100000001,51.469704999999976,42.02879800000002
016_Wihan_3,27.629932,47.490794,13.596643999999998,13.374602999999993,10.389841000000004,36.360091,56.33773200000002,44.32077099999998
017_Lindsay_3,23.529932,45.770793999999995,11.456598,11.674649000000002,8.630340000000004,28.859591999999992,46.777732000000015,39.640771
018_NewHelsinki_3,29.169932000000003,48.23079399999999,11.356598000000005,11.034649000000002,8.309841000000006,45.140091,52.017731999999995,52.500771000000015
020_Vlach_3,29.769932,52.270793999999995,13.436598000000004,13.074648999999994,8.689841000000001,35.74009100000001,49.297731999999996,44.300771
021_Navarra_3,30.049932000000002,50.090793999999995,13.696598000000009,13.314648999999989,7.78984100000001,38.560091,52.697732,44.960770999999994
022_EnergieNove_3,23.772245,53.410793999999996,12.056598000000008,12.334648999999999,8.569840999999997,32.62009099999999,50.61773200000002,37.38077099999998
023_Hagen_3,28.272244999999998,47.650794000000005,12.296598000000003,12.054648999999998,10.569840999999997,34.060091000000014,51.997731999999985,49.12077099999999
024_Acies_3,27.509932,48.89079399999999,12.676598000000013,11.914648999999997,8.629840999999999,37.580090999999996,42.21773200000001,41.140771
025_Taurus_3,24.489932,44.07079399999999,12.576598000000004,12.734649000000005,9.909841,30.480090999999987,44.297731999999996,33.68077100000002
026_Austrian_3,29.509932,50.310793999999994,13.316597999999999,13.354649000000009,10.189841000000001,41.38009100000001,61.89773199999999,42.94077100000001
027_Calidore_3,29.429932,49.39079399999999,12.656598000000002,12.63464900000001,9.269841,34.777641999999986,47.74018100000001,41.860771
028_Guarneri_3,28.249932,48.250794000000006,11.516597999999988,11.334648999999999,8.29034,26.159592000000018,42.31773199999998,43.860771
029_PavelHaas_3,27.949932,49.030794,11.796598000000003,11.674648999999988,9.669841000000005,38.820091000000005,57.757732000000004,44.300771
030_Melos_3,27.589932,49.470794,13.756597999999997,13.314649000000003,8.789840999999996,31.08009100000001,45.87773199999998,44.860771
031_Diotima_3,25.369932,44.39079400000001,10.956598,10.434648999999993,7.829841000000002,39.360091,47.93773200000001,41.740770999999995
032_Brodsky_3,27.029932000000002,53.230793999999996,12.436598000000004,12.134648999999996,8.709840999999997,36.280091,60.757732000000004,43.10077100000001
033_Janacek_3,25.829932,45.35079400000001,13.286620999999997,13.284626000000003,10.069840999999997,27.240091000000007,44.15773199999998,35.300771
034_Martinu_3,27.369932,50.430794000000006,12.356597999999991,12.27464900000001,10.469840999999988,39.620091,53.31773200000001,43.90077099999999
035_Casal_3,27.629932,49.390794,12.156598000000002,11.614649,9.02984099999999,34.72009100000001,52.39773199999999,46.54077100000001
036_Talich_3,26.169932,49.210794,11.616597999999996,11.074649000000008,7.929840999999996,30.240090999999993,44.87773200000001,37.12077099999999
037_Henschel_3,27.109931999999997,48.930794000000006,12.996597999999992,12.714649000000009,8.129840999999999,30.160090999999994,47.37773200000001,40.300771
038_Cecilia_3,28.129932,45.49079400000001,11.93659799999999,12.234649000000005,9.269841,37.08009100000001,54.777731999999986,47.44077100000001
039_Gerhard_3,27.789932,48.51079399999999,11.916598000000008,11.594649000000004,9.369840999999994,36.920091,48.277732000000015,49.34077099999999
040_Zaide_3,25.469932,45.970794,12.916598000000008,12.774648999999997,8.449840999999992,39.620091000000016,58.33773199999999,37.740770999999995
041_Medici_3,33.029932,64.330794,12.016598000000002,11.854649000000009,9.009841000000009,38.200090999999986,47.537732000000005,45.920770999999974
042_Juilliard_3,32.389932,50.650794000000005,12.496597999999992,12.714649000000009,8.310339999999997,30.179591999999985,46.39773200000002,50.720770999999985
043_Nostitz_3,25.029932000000002,46.57079400000001,11.57659799999999,11.314649000000003,8.629840999999999,31.540091000000004,46.71773200000001,43.06077099999999
044_Janacek_3,29.009932,48.950794,13.396597999999997,12.634648999999996,9.549841,31.380091000000007,46.077732,40.760771000000005
045_Gabrieli_3,24.629932,46.450793999999995,13.536597999999998,12.814649000000003,9.089841000000007,35.34009099999999,53.557732000000016,41.740770999999995
046_Tokyo_3,26.749931999999998,45.990794,12.156598000000002,11.894649000000001,10.349840999999998,36.24009099999999,54.93773200000001,42.82077100000001
047_Skampa_3,23.629932,42.550794,12.696597999999994,12.614649,9.329841000000002,30.40009099999999,47.637732,35.44077100000001
048_Vlach_3,27.789932,53.950793999999995,13.876598000000001,13.794649000000007,10.889841000000004,34.08009099999998,50.197732,42.780771000000016
049_Smetana_3,22.501497,44.910793999999996,13.396597999999997,13.114649,7.7698409999999996,26.820091000000005,42.71773200000001,36.68077099999999
050_NewZealand_3,27.949932,49.130793999999995,12.176597999999998,11.934649000000007,9.129840999999999,33.96009099999999,50.737731999999994,43.62077100000002
051_Vanbrugh_3,26.629932,45.870794000000004,11.736598,11.794649000000007,8.049840999999986,33.220091,51.93773200000001,39.360771
052_DITTO_3,29.429932,52.290794000000005,12.476597999999996,12.054648999999998,9.14984100000001,38.80009100000001,61.45773199999999,41.32077099999998
053_Janacek_3,28.469932,48.530794,13.256597999999997,12.954649000000003,10.489840999999998,33.520090999999994,43.59773200000001,39.000770999999986
054_Arianna_3,30.009932,51.010794000000004,11.136597999999992,10.894649000000001,9.069841000000011,35.24009100000001,49.53773199999998,51.12077100000002
055_Janacek_3,28.429931999999997,47.930794,13.116597999999996,12.374649000000005,9.349840999999998,30.720090999999996,45.11773200000002,39.90077099999999
056_Meccore_3,27.589932,48.410793999999996,12.276598000000007,11.774648999999997,9.78984100000001,38.060090999999986,55.67773200000002,48.66077099999998
057_PavelHaas_3,26.329932,48.350794,12.316597999999999,12.094649000000004,8.789840999999996,41.10009099999999,58.67773200000002,46.140771
058_Arete_3,32.10993199999999,56.490794,11.696598000000009,11.59464899999999,10.64984100000001,38.88009100000001,56.39773199999999,45.40077100000002
059_Smetana_3,25.749932,42.750794000000006,13.056597999999994,12.394649000000001,8.589840999999993,27.340091,46.297731999999996,37.18077100000002
060_Kubin_3,25.409931999999998,44.129206,12.998186000000004,13.074648999999994,8.709840999999997,31.620091000000002,46.87773200000001,37.800771
061_Endress_3,26.189932,51.910793999999996,13.176597999999998,13.174649000000002,10.849840999999998,29.780091,54.012381000000005,41.446122
062_Stamitz_3,27.589932,49.07079400000001,11.916597999999993,11.114649,8.369841000000008,31.060090999999986,44.21773200000001,42.500770999999986
063_Mandelring_3,28.069932,49.170793999999994,12.156598000000002,11.794649000000007,9.38984099999999,28.420091000000014,45.777731999999986,34.90077099999999
064_Smetana_3,25.229932,43.990794,11.936598000000004,11.714648999999994,7.889841000000004,27.860090999999997,43.477732,36.82077100000001
065_Sebastian_3,26.949932,57.470794,11.696597999999994,11.474649,8.989840999999998,28.220090999999996,45.697732,37.800771
066_Debussy_3,27.149932,48.830794,13.096598,13.054649000000012,8.769841,36.10009099999999,47.857732,46.04077100000001
067_Talich_3,27.909932,50.71079399999999,12.33659800000001,11.634648999999996,8.109841000000003,31.380091000000007,45.87773199999998,38.38077100000001
068_Arcadia_3,28.929932,47.370794,11.736598,11.454649000000003,8.329841000000002,35.920090999999985,54.71773200000001,47.920771
