,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9
053_Hagen_2,-0.6169560205833056,-0.19413909335375312,-0.2765483484307607,-0.25169728854333595,-0.6171370199093926,-0.8786183496173857,-0.7853932949068013,-0.8746715680953072,-0.21422811738988623
054_Cavani_2,-0.5940198274871668,-1.3827783553590651,-0.6486676845419659,-0.8156292520374783,-0.7611253587096375,-0.6401748900617956,-0.5443242144136441,-0.6915298863222613,-0.8720852847561773
055_KumhoAsiana_2,0.8188496672349695,1.2957052475936686,1.1886712045026762,1.0057185760044034,1.3117166795382555,1.2789204492677062,1.28682159087394,1.2463646533693724,-0.5323721573457213
056_Skampa_2,-1.0608883315783757,-0.8226993799727553,-1.0685358618477263,-0.975275152104224,-0.7587042639055468,-1.0606900126599792,-0.7424868401030627,-1.0748496853821343,0.012247300883758704
057_Stamic_2,1.1170201774847701,0.9876547259692009,1.5159670007423525,2.0307030231660455,1.5948511675305723,1.506275125459179,1.7543622435835653,1.3295765671710618,-0.3531799533629297
058_Schidlof_2,0.6685006278704702,0.26387882357536635,0.4541585454996809,0.6284938166400832,0.7041572573880718,0.08938397395254725,0.3842092316738952,0.2539922846921274,-0.13873631129867126
059_Cleveland_2,-0.8692541446408285,-1.125136100909508,-1.0330499568699603,-0.9642329451203906,-0.7174138177400049,-1.0468891248206282,-0.6432707766728748,-0.719315460823446,0.6512315167272555
060_NewYork_2,0.8188496672349695,0.32114541554535475,0.891821528843434,0.819011371874584,1.193743976208123,1.0738473064928702,0.9617117408259069,0.8758221809448172,0.4328445062490982
061_Smetana_2,0.8693092920464741,1.1556822832189126,0.2600645267994083,0.3084243238461062,0.3537166877601009,0.41329288167527495,0.389871020979318,0.39028376880229293,1.268646645116124
062_Kallaci_2,-0.057312909037523584,-0.3005565462785718,-0.044396679004943734,-0.2364558841245785,-0.04739050356234018,-0.267550918399336,-0.374470535251291,-0.2783963251132772,-0.5108030698910776
063_Novus_2,-0.12153424970671182,-0.11136983883626189,0.05159308880803859,-0.13738675540263337,-0.023795962896318672,-0.2997529900244966,-0.3857941138621043,-0.5211655311845333,-0.5081069339592509
064_Crondes_2,0.23168312397382185,-0.13812990760385116,0.294316412452399,0.0836136086693931,-0.10985439558982954,-0.0026219449764561696,-0.17630790956186432,-0.09951375221867063,-1.414008607053823
065_Lindsay_2,1.4518885966883934,1.278902491868699,1.4664920547991447,0.9866668204809539,1.8602897500233604,1.7684919944068318,1.533552460672496,1.5913524725232677,1.8375313267320592
066_Kontras_2,-1.3967865858520163,-1.410782948234013,-1.2347555057153454,-0.9070776785500366,-1.1681311851985883,-0.8537286784139174,-1.3176014896155113,-0.9470764190288473,-1.0769916155751937
068_Smetana_2,1.460126818524665,0.730012471519646,0.5987776182567456,0.7770975097229982,0.9140870285782249,1.0067310587673415,0.9646773860640768,0.8097046265376429,0.6296624292726194
069_NewRussian_2,-0.5435602026756622,-1.168698925402069,-0.6913767413391894,-0.5374736213950951,-0.6608485608790252,-0.4515627562573494,-0.7198396828814038,-0.3593193938036959,-0.9907152657566568
070_Australian_2,-0.6765901226332655,-0.7666773121101297,-0.8579847635324584,-0.8537327630843801,-0.8530824265696496,-0.8030734396587722,-0.7594722080192827,-0.6404205797809417,-1.4355776945084668
071_Koeckert_2,-2.01147656082853,-1.9136210958757818,-1.737962136291641,-1.6577168461739957,-1.687211079851162,-1.495829936101515,-1.6936674434122527,-1.5944609685521969,-1.2333674996212847
072_Orion_2,0.13076387435081108,0.06910407967079302,0.09641662867957004,-0.0992832443557343,0.1673814572359777,0.18865030995903567,0.13747836187533938,0.505279708520262,0.32230293304410623
073_Montclaire_2,-0.2270407379489494,-0.08772164042893643,-0.04439667900494103,0.5751489011744159,0.0435101187393438,0.34700054695376076,-0.0007924410941126125,0.20091271438362715,-0.5985283231593764
074_Vogler_2,-1.502293074094254,-1.2695154597518945,-1.6352064793326744,-1.9358724768163709,-1.398177956692344,-1.2842163225648129,-1.3935926102254255,-1.3474326536025016,-1.1282181982799382
075_FineArts_2,-0.19034282899512847,-0.4237767549283561,-0.13954080581880324,0.018837639889660363,0.20625080859743714,-0.019134937291033934,0.0728108198762546,0.04529594964839759,-0.44339967159535015
076_Panocha_2,0.49315572526980156,0.730012471519648,0.3932663043388121,0.4837004746618549,0.48348666142324437,0.41329288167527495,0.5370775429200202,0.22843763142145554,0.13896568967973355
077_Carmina_2,-1.1353139845560367,-1.3199237269268072,-1.304493296346097,-1.802121341821984,-1.6317022685485187,-1.442514576215337,-1.2746950348117567,-1.3877348972756598,-1.1294469622308783
078_Borromeo_2,-1.0160457804561154,-0.6198089050530179,-0.9044995854022329,-0.6517841545358004,-0.737530818043616,-0.8931911671165501,-0.7255014721868185,-0.8746715680953193,0.7213310509548173
