,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10,motif11,motif12,motif13
001_AlbanBerg_3,-0.28901052752164685,-0.1822460336543532,0.38097510459772915,0.09463878235576777,-0.27621097546348494,-0.9352535417892587,1.3370398266102557,0.8315248923077112,1.364095659399722,2.2002144019730134,-0.23092258712252076,0.1501757559223513,-0.6881854873659566
002_Ragazze_3,-1.802503242438556,-2.576950412455713,-1.0068046271563476,-1.4832817439433912,-2.300094377653909,-2.084275961941498,-1.0074238941374305,-0.891592583922006,-0.8955056662260833,-0.9720637721853701,-1.773928255021347,-2.3060060388653674,-2.3033517325477493
003_Prague_3,0.1285047041795663,0.2291771380033195,-0.40361882611143723,-0.6898794984846464,0.2927274513848862,-0.3864667142538438,-0.9465287325595719,-0.8021131897557723,-1.2709026915696713,-1.0410263411888285,0.40926061551637977,0.2860359363537827,0.33511085540961927
004_Chilingirian_3,-0.9500763110485734,-0.9785795277035373,-0.8903549683738549,-0.27263582290352234,-0.8667464208326173,-0.7170533267229241,-1.2933964027055032,-1.111456238159028,-0.39016351672510563,-0.3514006511544008,-0.9203506515028286,-1.6048799308142585,-0.9197676925213366
005_Panocha_3,-0.13244231563369116,0.5578227069760012,0.6635560526603317,1.0876404928716008,-0.1373170164896331,0.14517052492105656,0.9290422440385874,1.0155967888782407,0.6457878897519065,0.324432525079351,0.40926061551637977,0.5326081784956834,0.5666930605649535
006_PavelHass_3,-0.8499578981334204,-1.0923414554248516,0.6964876774519906,-0.33620765638311456,-0.26284838451049286,-1.175347778835998,-1.0074238941374305,-0.9555064368978856,-1.1481767409765746,-0.6686284685702235,-0.5428067114850466,-0.7762763485720995,-1.1128259306645218
007_Bennewitz_3,-0.010667039720839112,-0.5867328877745724,-0.05517462846551033,-0.5174855597430555,-1.1842183270585704,0.8099211539912231,-0.11835453510064811,-0.08372148230688829,-0.37572516959650903,-0.3376081373536856,-0.06677304798431004,-0.22387396041066004,-0.3888575376274513
008_Signum_3,-1.5415562226252957,-1.0222040669311172,-0.9975248456018091,-1.5376927965743954,-1.0698907410283605,-1.1067494253940866,-0.47763598841002775,-0.7612083238512102,0.3353634264870134,-1.066859719537486,-1.6939381845993051,-1.2861862453364818,-1.3541487283436064
009_Stamic_3,1.4463758762232644,1.8907490937117832,1.0583991580789414,1.1328907646540265,1.3641951348974655,1.997326067853036,0.7811263741869212,0.8424931486168975,0.6096920219304098,0.6830378838972408,1.4926475738283187,1.2633632384856113,2.0404586256747654
010_Martinu_3,-0.24108151856914778,-0.32128838975818075,-0.25932982266532556,0.026624966567005325,-0.4547889227155862,-0.40361630261433395,-1.0256924426107898,-1.0270899522308712,-1.4369436835485678,-0.9841046367333515,0.046046930265336794,-0.2876126975062154,0.19031717680219604
011_Emerson_3,0.511226999905682,0.5888070320123199,0.009783842416246363,0.9788183876096022,0.8595070692709575,-0.06470785239333286,-0.9361171823088021,-1.0161216959216777,-1.1265192202836747,-0.6117067641147856,0.32510114680021107,1.0084082901034503,0.10987624424250118
012_Cypress_3,0.2889784231307307,-0.346568818140694,-0.2871691673289379,-0.4902800334275486,-0.23180260838072525,0.6212756820259052,1.0508325671943046,0.8289683381886748,0.627739955841153,0.5037352044883351,0.6226550163959977,0.05232723367012006,-0.06709380738880916
013_Wihan_3,2.2682702666482983,1.5621035247391015,2.496765299032193,2.969263790950458,1.6618250469842868,1.705783065724875,0.9290422440385787,0.9925878018069267,0.5880345012375099,1.40024860153306,2.395470039088244,1.28460948418417,2.265693236841838
014_Artemis_3,0.2676764480799717,0.05791803597952748,-0.5191637061923687,-0.29984134921901956,-0.07779103407229422,-0.026325358683746882,0.4644715339820323,0.7146654426651454,1.0717191300455824,-0.4875741399085839,-0.21659233235573505,0.03108098797162174,0.3833754149453813
015_Guarneri_3,0.4938305319181317,1.1323362422363668,-0.8346762790466301,0.3711360278199491,0.9078292696976887,0.19661929000250244,-1.476316638286966,-1.5281745595617657,-1.5019162456272677,-1.316876617202584,0.8360494172756157,1.242116992787113,0.38337541494542704
016_Weithaas_3,-0.34119993148430083,0.0958386785532974,-0.8532358421557007,-0.7714960774311574,-0.00017808189739663293,-0.21905414763767056,-0.09576395253429978,-0.01650903537892101,-0.4370881448930522,0.15892235947108205,0.27794098420582053,0.2647896906552844,0.09378805773058052
018_Pacifica_3,-0.7065257592228662,-0.13168517688932663,-0.01805550224735941,-0.0777551563858424,-0.46126832590171174,0.4710127037701977,1.629336602183996,1.6445091021608982,1.0284040886597927,0.46235766308622867,-0.8875207436751771,-0.181381469013603,0.46381634750507617
020_Wister_3,0.5634164038683359,0.689928745542373,-0.5748423955195869,0.33032773834669354,1.4832470997321856,1.0883978847475486,0.8985946632496494,1.4144192314477373,1.2305409484601755,1.386456087732384,0.310770892033472,0.3285284277508398,0.25466992284992446
021_Audubon_3,0.7547775517313923,0.7278493881161452,-0.07373419157458744,0.08103601919800947,0.9539926611620356,0.7282565291774515,-0.3149865342146029,-0.5482722921382428,-0.13027326841031597,0.7933779943027666,0.8032195094480109,1.1146395185960023,0.02943531168280636
022_Vlach_3,0.8417598916691468,0.6267276745860876,2.700920493232008,1.0512741857075154,0.7094093283064558,0.882602824421765,1.1178172449299526,1.1357548324728977,1.7250543376147083,0.6692453700966041,-0.2637524949501722,0.2647896906552844,0.6246982126244658
023_Lindsay_3,-1.802503242438556,-1.3830663818237565,-1.0481112548009839,-1.374459638681383,-1.5659405945064007,-1.6040874878480311,-1.3788843797623886,-1.4029034077290394,-1.2167588898374315,-1.7306520312232172,-1.823173116762801,-1.8682175854368006,-1.1547428962121136
025_Vogler_3,1.1027069114824042,0.462404890099749,-0.1850915702290303,-0.27263582290352234,0.6563627490752284,0.07657217147912056,0.9412212763541574,0.7241496193082366,0.7035412782662928,0.9864731875124267,0.4913353850854385,0.7109608503241719,0.2476659308519868
