,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10,motif11,motif12,motif13
022_Griller_3,-1.6680421915779349,-2.2456361578863593,-1.7934909267305519,-1.6025608028381086,-0.9646058667815964,-1.2126253869637316,-1.8571025957942613,-1.5340819612494871,-1.5556107191783115,-0.14685195575200174,-1.3282248373101613,-1.6704209431871115,-1.2350993494406193
023_Moyzes_3,1.5860829260343536,1.0358243578390187,0.6909691865104332,1.26159708404807,0.5744279212887902,-0.07194174787214805,1.317871336027338,1.5291513141278132,0.8758090554636886,0.8877772873715398,0.40421312342507054,0.9251947101548798,1.5707748136882005
024_Vlach_3,0.17826949363637637,0.5253749442817325,0.4026495273963992,0.9014300775152198,1.0147019786795979,0.41003725456091267,-0.10251173873494628,0.8648356640459831,0.6957038869716823,1.2092154988274044,0.15891217323245688,-0.1025109800008346,0.24994346463265069
025_Stamic_3,0.27058574430044235,0.23368956510614644,0.2745074566790508,-1.0674828915310006,0.9675297582448675,0.897262598435465,1.206610432102701,0.8279292390414443,0.39552860615167884,-0.6691890493677728,2.228638940482508,0.9647218520839471,-0.4283212821796526
026_Amadeus_3,0.7794755774685169,-0.2767598484511332,0.1784009036410338,1.2000991679609265,-0.3041947806953988,-0.23260141534982734,0.39879993471055536,0.12670716395507525,-0.3248920678163251,0.3955750260797636,-0.9449421026342283,-1.0775138142511196,0.32847938268460214
027_Albion_3,0.9059153147314256,0.5903588006948203,0.5948626334724275,-0.49268576274344533,0.07318298278243321,-0.32899721583645547,1.1298794584852638,0.8279292390414705,0.665686358889667,-0.26739128504793847,-0.025063539411997928,0.8066132843676777,0.39987567182274625
028_Alexander_3,-0.16560554127219243,0.2701502375030943,0.2104364213203709,0.049034828720823063,0.24422237824569415,0.8533269991703433,0.30288543438927495,0.49577141400051605,0.2754584938237031,-0.4281103907758779,-0.009732230024952767,1.1096547058238546,0.5069701055299574
030_CzechPhil_3,0.27058574430044235,1.0722850302359699,0.49875608043440484,1.3081492699207842,0.6235255545209359,0.41003725456091267,1.6103031455372065,0.7541163890323666,0.9358441116276978,1.8922716981710936,0.6648453830046858,0.9251947101548798,0.8710911801344549
031_Sacconi_3,1.1187354662472349,0.6712176338695337,1.6199991992112261,0.647843091277234,3.2022736049527674,3.366502881872034,1.7978689081568444,0.8279292390414705,2.13654523490769,1.8119121453071168,2.3052954874176903,1.6366832648780738,1.7992429389302473
033_Cypress_3,-0.5533311284478666,-0.6778272448175693,-0.4623094499457196,-1.295588662335133,0.5596661611074137,0.8749670530812496,-0.687375357754713,-0.7959534611585792,-0.5950498205543132,-1.1312564783355612,-0.009732230024952767,-0.5373095412205571,-1.1137256579057835
034_Excelsior_3,1.1848947794864646,0.7076783062664815,0.8831822925864614,0.3717150529353857,0.46628481973850494,1.7113805611301924,1.464087240782265,0.9017420890505482,1.055914223955695,0.7069682934276132,0.8334897862621172,1.4785746971618043,0.9067893247035219
035_Jupiter_3,-0.7229610728372277,-0.8601306068023086,-1.0069132504944673,-0.4672045473095878,-0.16556663168916935,-0.08702367415660872,-0.039847779554269706,-0.7959534611585792,-1.0453127417843078,-0.3477508379119082,-0.5003341304101583,-0.524133827244195,-0.9637934507156879
036_ProArte_3,-0.9564433632221171,-0.7507485896114651,-1.19912635657049,-0.18054102374831105,0.16848973694875732,0.0992106024885031,-0.9111755103712665,-1.0173920111858648,-1.4955756630143022,-0.41806544666788437,-1.2822309091490476,-1.2092709540146651,-0.735325325473651
037_Orlando_3,-0.020208446081312725,0.6347569614725793,0.6268981511517646,0.14507936379624636,0.7631168030277062,-0.055875781124370985,-0.018959793160710853,0.12670716395507525,0.21542343765969385,-0.3678407261279024,0.35821919526393503,-0.2606195477170854,0.6854608283752923
038_Takacs_3,-0.22945788726772723,0.1243075479153029,0.2104364213203766,-2.436117516355812,-0.2746720465363179,0.490367088299758,-0.47849549381909473,0.606490689014185,0.03531826916768752,-1.472784578007413,0.2662313389417294,-0.4582552573624223,-0.24269093042050016
039_Jerusalem_3,-0.6987282236387484,-0.7872092620084129,0.1463653859616967,2.148538951830751,-0.08405775199999772,-0.39326108282751804,-0.22783965709634393,-0.6852341861449365,-0.5049972363083101,1.379979548663323,-0.42367758347495427,-0.2210924057880367,0.39987567182274625
040_Keller_3,-0.6744953744402671,-0.5319845552297714,-0.7506291090597592,-0.8528527692762912,-1.1375706750422727,-0.8427804060433985,-0.7295774454642671,-0.9804855861813259,-0.8351900452103075,-0.8801328756356729,-1.2055743622138653,-0.9062295325585067,-1.0663549340255185
041_Matangi_3,1.0945026170487535,1.1452063750298622,0.8191112572277929,0.5772797716356598,-0.9979794265354912,0.024454052614468657,0.6494557714333061,1.1600870640823724,1.0258966958736797,0.3353053614317809,0.7108393111658212,0.7275590005095429,1.649310731740162
042_Melos_3,-0.02020844608131488,0.3795322546939411,0.1784009036410338,-0.41918227977187617,-0.03881094436268265,0.08871791960554265,-0.08162375234138743,0.3481457139823345,0.005300741085693579,0.35539524964777514,1.8300248964195298,1.1887089896819893,-0.021362434092270614
043_Tang_3,-0.9652895648220242,-0.7872092620084161,-0.6545225560217423,-1.1155051590687122,-0.7306701774053653,-0.8270421850172818,-1.1469110584131117,-0.9435791611767608,-1.015295213702314,-1.1513463665515484,-1.1749117434397969,-1.4464338055890693,-1.4635674746826561
044_Jade_3,2.0638165849879444,1.9838018401596824,1.4598216108145463,1.1760880341920708,1.0009033179987568,0.7152906227685284,1.6103031455372214,1.639870589141456,1.4461420890217014,0.5763840200236758,1.2780977584861872,1.017424707989358,0.9639063560140413
046_Guarneri_3,0.6363854495213344,-0.021535141672491768,-0.4302739322663882,-0.8168360686230054,-0.6186762502602551,0.1306862412424012,0.05180348274408782,-0.463795636117651,-0.17480442740631275,-0.6691890493677728,0.25090002955468427,-0.03663241011904315,-0.7450716329039054
047_Miro_3,-0.7229610728372277,-0.4226025380389279,-0.17398979083168,-0.09503197389231616,0.11842979041974828,-0.2807993155931471,-0.2278396570963291,0.20052001396417915,0.15538838149568462,-0.5486497200718218,0.15891217323245688,0.12147615759720765,-0.6853479230769491
048_Wihan_3,0.8037084266669962,0.08784687551835503,0.050258832923679705,0.5892853385200898,1.0275375398598816,0.5897142068779372,1.1507674448788374,0.20052001396415292,0.2754584938236817,1.2996199957993535,0.2724543174219249,0.7880895480883343,1.0067441294969155
049_Serafin_3,1.3852968074305128,1.5369325471281963,1.3078515220473048,0.4692296696758064,0.9989779052013525,0.4261032213086897,1.4014232816015735,1.6029641641369172,1.1459668082016767,0.28508064089181323,0.22023741078061573,0.7670861424386103,0.7068797151167345
050_Bartok_3,-1.6922750407764162,-1.4070406927565393,-1.4731357499371696,-2.201369065394522,-0.6520498100141499,-0.5539207503052087,-1.3975668951358626,-1.8662397862904416,-1.9930096287487598,-2.5619433024684124,-1.5122005499546052,-0.9325809605112121,-2.2158351891495407
051_Hungarian_3,3.196605353620083,2.931779322480346,2.709206800308716,1.7163385439913375,0.8279385097380972,0.779554489759591,3.0724621930866234,2.7101569142733184,2.3466679314816905,1.1489458341794145,0.6188514548435938,0.38499043712431724,3.3057046397449596
052_Masin_3,1.3368311090335523,1.218127719823758,0.5307915981137533,0.8173911093242222,0.38573903954987976,0.4261032213086897,0.9209995945496307,1.0124613640641646,0.42554613423371546,0.7471480698596017,1.1247846646158008,-0.2737952616934474,1.0781404186350596
053_Hagen_3,-0.6744953744402671,-0.8236699344053607,-0.4943449676250567,-0.131048674545602,-1.0137035000137422,-1.5083701127516747,-0.7624018716824346,-0.5745149111312937,-0.2648570116523159,1.9023166422790871,-0.3163584177656817,-0.5900123971259864,-0.7067668098184015
054_Cavani_3,-0.3837011840585098,0.2701502375030943,0.3706140097170621,0.635837524392804,1.0647619252086014,0.5133189283956238,-0.15451864725765496,0.7910228140369054,0.8457915273816946,-0.41806544666787726,0.2355687201676391,0.5035718629115193,-0.007083176264645849
055_KumhoAsiana_3,1.7003238470107493,2.7494759604956003,3.1577040478194527,1.5857473899276258,2.194007489547813,2.17368678728061,1.6232808514835324,2.547886744813331,2.4667380438096873,0.4759345789437119,3.133186194317715,1.6893861207834846,1.9563147750341605
056_Skampa_3,0.4886813870867619,0.4159929270908922,-0.013812202435000188,1.3576416191234932,-0.16460353218862292,0.393971287813147,0.043704166019995404,-0.09473138607221021,-0.17480442740631275,0.857642455047552,0.08225562629727463,0.13465187157356967,0.5783663946680914
058_Schidlof_3,-0.1171398428752318,0.5253749442817358,-0.013812202434988808,0.21711276510281383,-0.023086870884437317,0.07265195285777701,0.3779119483169965,0.49577141400051605,0.5756337746436851,0.8174626786155779,0.5728575266824584,0.24005758338440977,0.10715088635638273
059_Cleveland_3,0.05249010151412712,0.05138620312140394,0.018223315244348295,-0.49121568107844793,-0.196051679145108,-0.08800771461991369,-0.039847779554269706,-0.16854423608128788,-0.4749797082263162,-0.6089193847197973,-0.48500282102309134,-0.37920097350430626,-0.20699278585142303
060_NewYork_3,-0.020208446081312725,-0.09445648646639396,0.1463653859616967,-0.852852769276287,0.2933200114778287,0.3582325447827383,0.04839351896533974,-0.09473138607221021,0.6356688308076943,-0.7796834345557161,-0.19370794266940755,0.042421873739072885,-0.0927587232304046
061_Smetana_3,-1.6438093423794558,-1.9539507787107735,-2.1922274046299575,-1.499683299370414,-2.097702256715622,-1.3903342583541631,-1.815326623007114,-1.644801236263156,-1.9029570445027566,-1.6578983327488157,-1.6041884062768217,-0.803781109749664,-1.2049383440756518
062_Kallaci_3,0.9491055218578759,0.6347569614725825,0.14636538596169102,-0.25257442505487854,0.26187186452134364,0.28150952057876466,0.2316960435620548,0.20052001396417915,0.2754584938236817,0.08418175873189249,0.0975869356843198,-0.2079166918116747,0.057173483959680825
063_Novus_3,0.4886813870867619,0.1607682203122475,0.338578492037725,0.1676204159001048,-0.17840219286945852,0.3136414540743074,-0.0023820427594456258,0.1343228047547576,0.515598718479676,0.3051705291077932,-0.5003341304101365,0.6748561446041322,0.1214301441840075
064_Crondes_3,-0.5533311284478687,-0.896591279199263,-0.6224870383424108,0.299681651628814,-0.854537352433896,-0.8270421850172818,-1.4393428679229952,-0.9435791611767608,-0.4449621801443009,-0.7194137699077476,-0.3930149647008857,-0.5373095412205571,0.24280383571884337
065_Lindsay_3,-0.6987282236387463,-0.8236699344053607,-1.0709842858531415,-2.015922675400825,-0.7935664713183355,-1.5982085889101811,-1.2931269631680535,-1.7186140862722337,-1.4655581349323084,-1.784177845355277,-0.7762976993768078,-1.037986672322052,-1.9562018697358172
067_Bowman_3,0.8521741250639568,0.817060323457325,1.139466434021164,0.39572618670424153,1.8971755062586064,2.1772935968154874,1.004551540123881,1.6398705891414822,1.1159492801196615,-0.19707667629197656,1.6460491837750968,1.425871841256375,0.6711815705476676
068_Smetana_3,-0.5487159823180178,-1.2976586755656958,-1.231161874249833,-0.8168360686230054,-1.8284675947880809,-0.401784881485556,-1.2624352003606718,-1.3864562612313056,-1.4055230787683204,-0.5586946641798225,-0.5463280585712502,0.13465187157356967,-0.5425553448006811
069_NewRussian_3,1.1187354662472349,1.6556557885871452,1.6199991992112375,-0.1925465906327411,0.7650422158251159,0.47430112155199805,0.9836635537303221,0.8279292390414443,0.5756337746437065,-1.3120654722794949,-0.3010271083786583,-1.0248109583456901,0.14998865983925702
070_Australian_3,-0.6144912048974506,0.01492553072445285,0.1784009036410338,-0.5872602161538713,-0.5262572221882096,-0.48965688331413476,-0.18606368430921139,-0.13163781107674905,0.03531826916768752,-0.7093688257997541,-0.1323827051212269,-0.9325809605112308,-0.17129464128235602
071_Koeckert_3,-0.5775639776463479,-0.4226025380389279,-0.8147001444184391,0.791909893890369,-0.8545373524338903,-1.3572190876936623,-1.1469110584130968,-0.7959534611586054,-0.565032292472298,-0.618964328827798,-0.8989481744730928,-1.933935222714221,-0.21413241476525063
072_Orion_3,-0.8198924696311446,-0.3132205208480811,-0.48003470187769653,-0.414009681279724,0.2933200114778287,0.39397128781315843,-0.7500393169354193,-0.463795636117651,-0.384927123980313,0.7973727903995836,0.12824955445838832,0.3191118672425258,-0.4283212821796526
073_Montclaire_3,0.8764069742624382,0.8535209958542762,2.292745070477328,1.8483997797200467,1.1266959058247081,1.0766110017324937,1.2240884547175115,1.2708063390960151,2.2265978191536933,1.731552592443154,1.5387300180658243,2.045130398145091,1.8563599702407567
074_Vogler_3,0.852174125063959,0.3795322546939411,-0.2380608261903599,0.20510719821838805,1.863801946504706,0.8920162569939848,0.9836635537303221,0.7541163890323666,0.15538838149568462,-0.04640251467205207,1.983337990289916,1.5708046949962824,0.31420012485697735
075_FineArts_3,0.9006398234609174,0.7076783062664815,0.85114677490713,0.6973354404799389,0.41814949980323934,0.6339775518647192,0.6494557714333061,1.2338999140914502,1.08593175203771,0.8877772873715255,0.9714715707454583,0.8593161402731071,0.6926004572891098
076_Panocha_3,0.5856127838806809,0.08784687551835503,-0.5263804853044052,-0.6712991843448688,-0.8564627652313,0.18511372009214794,0.4196879211041142,0.42195856399146464,0.7257214150536762,1.3900244927713166,-0.4083462740879091,0.46404472098243327,-0.11417760997184682
077_Carmina_3,-1.0137552632189828,-1.771647416726031,-0.9428422151357876,-0.8408472023918591,-0.5400558828690396,-0.9073720187561272,-1.3557909223487448,-1.64480123626313,-1.4055230787683204,-0.6892789375837599,-1.3742187654712532,-1.3937309496836585,-1.4635674746826561
078_Borromeo_3,0.46444853788828266,0.7076783062664815,1.043359880983147,1.2495915171636398,1.5493204769398496,1.4061271929225883,0.6703437578268798,0.38505213898689955,0.42554613423367277,1.3197098840153547,1.0481281176806188,1.1755332757056274,0.9567667271002238
