,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10
026_Wihan_3,0.5483706038587424,0.5903866509072938,0.29260911256895444,1.5666844789480192,1.2416862934742383,-0.047152572103538785,1.7329942790864903,0.8379096385536979,0.31075541320171063,0.3283657126518087
027_Endellion_3,2.623522029086111,-0.16659386809586543,0.853978319127602,-0.4598966932559237,-0.7965886320325637,0.3296620338755147,1.0430480256813637,0.668823278342174,0.06324266748945716,0.4080022996093428
028_Juilliard_3,0.40964023378916714,1.5411541827752522,0.853978319127602,-0.7657957381169026,-0.48244590157810446,0.08328325304306616,0.9558969199880596,1.520758400946422,0.14140458718806156,0.7155642906177903
029_Panocha_3,-1.1809082323420088,-1.467611744223473,-1.9294773300589807,0.4004443704155651,-0.9573128197069348,-0.7210710020276437,-0.22790559901230553,1.2476188959893248,-1.3111044205442752,-0.6657185797147854
030_Sevcik-Lhotsky_3,1.1270912550782946,0.5237723652350121,-0.22197932677644944,1.002683114985599,1.1394072649541933,0.09777612250378631,-0.8161755624419691,-1.3211931149166014,-0.3015129577706659,-2.4561687416568065
031_Medici_3,-1.4060446837773481,-1.2445341271563544,-0.18299535409877957,0.03718925464316536,0.1896734286965327,1.3514093308572226,-1.4044455258715913,0.5062402396772415,2.0172906599544933,-0.1769147011477824
032_Talich_3,-1.2469979433149578,-0.5723354262815489,-0.8067389169417077,0.18057943192173775,-0.6723926688296387,-0.17758839725014372,-0.9323770366996734,-1.5553126905940946,-1.0766186614484805,-1.451100092468492
033_Sacconi_3,0.503675035950225,0.3723762614343812,1.1658501005490716,-0.15399764839495836,0.021643596127878608,0.3948799464488172,-0.3513696654111307,-0.10069199864127526,0.4757194014722624,-0.12199291703913444
034_Prazak_3,-0.43260995537580044,-0.44516269908902695,-1.3759049180358738,-0.010607471116372363,-0.12446930175791614,-0.945710478669012,-0.489358916092156,-0.501774600045329,-1.0961591413731318,0.5672754735244344
036_Koeckert_3,-0.42448348848334144,-0.0030860759911820732,-0.09723061420786601,-1.5209840051174193,-1.3225950644214164,0.6557515967420271,-1.4334958944360328,-1.0610602530527058,0.6559705585371826,1.4114394972007154
