,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10
001_Janacek_3,1.280913693137198,1.280752884238167,2.3431660754150956,1.8152274528975503,2.1183636807889963,1.2064806362499076,1.7693072397920113,2.015010838487811,2.4146137517557262,0.850122661683988
002_Takacs_3,-1.159928742250769,-0.675284776865979,0.058705276502857735,0.792377521643682,-1.271455550161394,-0.7428103062187342,-0.5256718767976977,-1.6008359414202897,-1.4869687398661167,-0.6959255609745394
003_Koeckert_3,0.39628966765489004,2.019565870785254,1.6960321289655456,0.2570541931369791,0.4307597102080998,2.452867409872953,0.7598069321781924,0.4802269534908574,1.9651827134887694,2.3851865275207795
004_PavelHass_3,1.5228833080935755,0.5005376051847339,1.1112725388002984,1.8126263550817225,0.21357822935514464,-0.3659957002396705,0.7525443400370924,0.16806751925417518,-0.7965384491951543,0.14163164668239306
005_Travnicek_3,-2.248875305840108,-1.1052497116597715,-0.9626748076524426,-1.0334574023702405,0.22620165316798918,-0.9167247397475512,-1.070366287380678,-2.2446647745334287,-1.180834554379947,-0.1988834147912463
006_Prazak_3,0.5396637040684913,0.3542087289783048,-0.6819902043731133,-0.3738625868887721,-0.22674833027797142,-0.3007777876663886,0.49109102295726254,-0.4757613138589635,-0.9984567417498762,0.6743729525363004
007_Jerusalem_3,-0.42158112083270044,-0.25743153037623884,0.1600636054648304,-0.24959109991400663,0.47459357957382886,1.474598721273457,-0.9904777738285153,-0.774914105002426,1.1379690633452306,-2.0195405579930292
008_Dante_3,-0.8778243357675924,-1.6078847762778696,0.4095610306020083,-0.30694717082544104,-0.38747251795234255,-0.025413267912448256,-0.881538891711911,1.676838118064763,1.2421849562766971,0.05650288131397541
009_AlbanBerg_3,-0.3333510539729245,1.413981455582726,0.3549834688532572,-0.7849144284207096,0.0289492410221616,-2.2718080343261007,-0.30646033751777757,0.7911920527254912,-0.07354069198310055,-0.28401218015964835
010_Skampa_3,1.4538912294699886,-0.4814977640011798,-1.1497978765053067,1.2799041243908473,0.1312282695422169,-0.5599240618502674,2.631826481394918,0.7793797446343199,-0.7639709826540629,1.5174223386041008
011_MoyzesQuartet_3,0.4821980029234918,-0.2695432186802869,0.12887642732269006,-0.9569826411550127,-0.31441606900945035,0.4890835979436011,-0.22790559901232618,-0.027032127143732737,0.6885380250782739,-0.325203518241146
012_Talich_3,0.8960673815410435,0.8810671702045033,0.9241494699474233,-0.09664157748351038,-0.8185055667154438,-1.1051320427370779,-0.5910352060676396,0.3306505579191077,-0.8812138622019695,-0.003911081205532685
013_EnergieNove_3,-0.29271871951063516,-1.8380068540548302,-0.8379260950838481,1.203429363175606,-0.6066418647810294,2.0035884565902164,1.565954659841044,-0.07361704521240955,0.4746560736896963,-0.6904333825636793
014_Hollywood_3,0.6580779069069205,1.5411541827752608,-0.09723061420787708,-0.8900672250916681,2.227948354203345,0.6702444662027678,0.4910910229572419,-0.4367413845793782,1.2096174897356242,-0.36364876711720584
015_Vlach_3,0.7573370114714681,0.5540515859951409,0.1054860437160793,0.07542663525077924,1.5777459586115672,-0.532663699038117,0.6799184186260296,0.3761738087452844,0.6755110384618521,1.8387147756397062
016_Guarneri_3,-1.0362904401705189,0.07563989798514759,0.2770155234978843,-1.626136801788378,-1.1837878114299152,-0.213820570901975,-0.9686899974051945,-1.243153256357431,-0.490404263708966,-0.1988834147912463
017_Amadeus_3,0.38293910152061583,-1.4625445166292583,-1.258953000002831,0.9262083537703442,0.9275435630197895,0.4745907284828604,0.27321325872405383,0.35016052255890034,-0.040973225442009216,-0.2592973773107622
018_Excelsior_3,-0.4999436252683071,0.20886846932969785,-0.9470812185813614,0.9835644246817922,0.9932943670683883,0.4745907284828604,0.27321325872405383,0.35016052255890034,-0.040973225442009216,-0.2043755932021142
019_Lindsay_3,-0.4999436252683071,0.20886846932969785,-0.9470812185813614,0.9835644246817922,0.9932943670683883,0.4745907284828604,0.27321325872405383,0.35016052255890034,-0.040973225442009216,1.2922430237586253
021_Tokyo_3,-1.0171351387349628,-1.7713925683825487,-1.1108139038276368,-1.2055256151045437,-1.7901563376559535,-1.039914130163765,-0.23516819115342627,-0.9114838574809745,-0.7509439960376412,-0.18240687955865034
022_Talich_3,-0.4935584570692301,-0.40882763417686985,-0.2843536830607522,-1.0908134732816885,-0.5408910607324203,-1.9602113409203494,-1.7385247643625044,-1.5488093690475033,-1.3436718870853666,-1.3302721674294604
023_Talich_3,0.6633022093104074,1.159636001197665,1.6570481562878758,-1.033457402370254,-1.110731362487023,-0.09063118048574043,-0.13349190117792198,0.3306505579191077,-0.7835114625787141,0.3832874967604489
024_Smetana_3,-0.4999436252683071,0.20886846932969785,-0.9470812185813614,0.9835644246817922,0.9932943670683883,0.4745907284828604,0.27321325872405383,0.35016052255890034,-0.040973225442009216,-0.2592973773107622
025_Emerson_3,-0.17372388061273633,0.3420970406742567,1.446534703828379,-1.7408489436112466,-1.3225950644214164,-1.0906391732763372,-0.6418733510554021,0.7468631369013445,0.026687314670426263,-0.6821452734283037
