,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10,motif11,motif12,motif13,motif14,motif15
001_Takacs_4,-0.002146898193407586,-0.4032552969952569,-0.2623406073519767,-0.08334975106247301,-0.18361343808737426,-0.35628526158224827,-0.36114107485997393,-0.28604876571104315,-0.3205167040309098,-0.2584480724953917,-0.07878963612833649,-0.17117890657219234,-0.342568024043066,-0.04500990077347502,1.433229806781206
002_Prague_4,0.24063468767928048,-0.4032552969952601,0.042369185739908236,-0.4255904325822287,-0.10671748512307425,-0.26097947767624513,-0.16177297359657747,-0.24869939319331438,-0.4231232650501682,0.2691149733477601,-0.6956295505541555,0.03072441912834909,0.20816334475339193,-0.122395344208553,0.554260671342477
003_Panocha_4,0.4625145476159106,-0.42091949656487254,-0.7864414514700226,-0.263245493912604,-0.3319127759470929,-0.4357067481705861,-0.7439278292857096,-0.13665127564018115,-0.34250382424934167,0.28010587013616456,-0.20215761901350857,-0.2940765830855638,-0.43435658550912604,-0.5535428147755775,-0.9427336374515395
004_Janacek_4,0.38855459430370015,-0.5622330931218036,-0.8351950183647189,-0.3509995148151073,-0.15615059774297527,-0.38805385621759014,0.30076102133450094,-0.4292213603622571,-0.4377813451957616,-1.4729421676134749,-0.5359768668203986,-0.04389202732620452,-0.25077946257697337,0.18714642953182173,-0.13243396571897517
008_Martinu_4,0.8387456144649768,0.2326558875109201,1.1088534615615053,0.7678642516917966,1.892577291948718,0.8509213345605631,0.037595127666796326,0.7348340831063811,0.27313554186614614,1.0055050581704885,1.2637442952689943,1.7381242821176623,0.8965775557490703,0.20925655622754483,0.8358054725377055
009_Takacs_4,0.29208508998342697,-0.4739120952737193,-0.7925356473318591,-0.8734841032629217,-0.8917188836964449,-0.8725249244064666,-0.7200036571341011,-0.7342412359235406,-0.2985295838125196,-1.137719815567301,-0.216671499352926,-0.9129541683850373,-0.583512997891498,-0.3269140161442116,0.5405267786012596
010_Guarneri_4,-2.5087461854485147,-1.7192381649316453,-1.365390058344599,-1.6102697147660148,-1.315082460276349,-1.3172852493011853,-1.3181079609242905,-1.811148143517505,-1.7130343178635592,-0.9288927765877242,-1.697087293974867,-1.3211500225187365,-1.29487434925361,-1.8027649730850481,-1.9521747539319698
011_Vogler_4,0.6699239819044985,1.5486387554473053,1.6878020684360884,0.5440914983904139,0.19537375866525222,0.24731803648915743,0.4921543985473575,1.2763999846131564,1.225910751330596,1.0164959549588775,0.5090225176186064,0.5837639634385142,0.7015268626335704,1.16551953581848,0.10790915725252331
012_Emerson_4,0.08306783062283421,-0.5710651929066066,-0.29281158666116774,-0.526507556620111,-0.5076749541512028,-0.26097947767623386,-0.4727872115674764,-0.634642909209668,-0.6210073470158466,-0.6046613213299546,-0.5867754480084215,-0.39941744866845713,-0.4114094451425947,-0.43746464962292136,-0.7710599781861667
013_Cleveland_4,-0.24041121913504596,-0.844860286235653,-0.3554949617470642,-0.8982083598820991,-0.5571080667711116,-0.554838978053104,-0.5605091761233704,-1.1388594381987498,-0.9654722304376053,-0.3298889016199821,-0.818997533439307,-0.7637212754759425,-0.8015108313734313,-0.8022817401026824,-1.018270047528352
