,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10,motif11,motif12,motif13,motif14,motif15
001_Belcea_3,0.6253219639403248,0.5540871774733578,-0.9734864445054953,-1.247222261537002,-0.9684762531875182,-0.40577944305165453,-0.6258674777229423,-0.47602135511372495,-0.9178177991998852,-0.7658935472559576,-1.1203683475796504,-0.5460580718645534,0.2475429206787048,-0.2913405039772474,0.28851772681402305
002_Tokyo_3,-0.5627981195316554,-0.4493582095799563,0.6195480785641748,0.9070556138974166,0.29841455492872043,-1.4142850363813022,-0.13700665776576249,-1.1721451582040536,0.49226164981544807,0.3073406087126858,-0.26874589260497933,-0.010098796691293781,-0.657061684097073,-0.2389424794438778,2.0313880473940036
003_Avalon_3,-1.1662672107149425,-1.162626005298458,-0.33627263527763623,-0.8993961462324843,-0.9246613156709903,-2.5371020786428353,-1.299409051886153,-1.1721451582040536,-0.5793987314361924,-0.48991905000687413,-0.43281994356341,-0.29721983696266535,-1.4447888651311798,-1.2601075974159517,0.12253007723515698
004_Takacs_3,-1.7962662977926431,-0.9896749564548204,-0.36323872716688904,-0.2520721103055667,-0.3287781654462092,0.04769345813797669,0.5908527852815914,0.5604296405985383,1.33830931922468,1.2579194325705674,-1.03442479707763,1.406365001980904,-2.881858722423193,-0.6532437558782435,0.869474500340526
005_Schoenberg_3,1.3100781952543317,1.335616757774496,0.20535910256606085,-0.33838628283810496,-0.6179567530552917,-0.6174001302734753,1.101440752792419,0.17369419443724704,1.9587442767914236,1.6565492619303255,1.1688553157926473,1.444647807350442,-0.9870555031789396,-0.2914595426538713,0.70348685076166
006_Doric_3,1.3508914805644379,1.7215572912565422,0.906294292716717,-0.113982337480358,0.32844589730171786,1.0755653675010906,-0.4737774448473756,1.2410840258424074,-0.5793987314361924,-0.33659988486850895,-1.7297862511395135,-0.5269166691798116,1.1525818399002647,-0.11056743604167697,0.28851772681402305
009_Prazak_3,0.8883409137165673,0.7760029842255336,0.492105316718603,0.4582477231819067,0.579651539063146,0.06280922151095007,-0.5063681661778553,-0.35226601234211435,-0.8050114432786007,-1.4711617068924898,-0.17498929205731575,-0.1249472127997989,0.18389030646637883,0.5021316347415641,0.20552390202459
010_Janacek_3,1.7272806673131929,2.252225524794354,3.0887515893221877,2.7696083603667603,2.945658164955667,0.8034816267873119,0.10199196532441154,-0.6307155335782326,0.21024576001239745,-1.0418680445049975,-0.44844604365468543,0.35358785431912654,2.3128826876397266,2.1826776574612734,-0.45842669629134597
011_Belcea_3,1.8406509042857118,2.387304711513063,-0.7823223017371376,-0.024220759337251246,-0.04836256534042851,-0.7383262372573698,-0.7236396417143659,-0.15116358033822797,0.09743940409111308,-0.30593605184081846,-0.09685879160092759,0.10474961941732014,1.3016113065823824,-0.40816412756497356,0.3715115516036919
012_AlbanBerg_3,-0.11838679059938739,-1.5492887300037828,-1.1327898968124657,-0.9442769353040417,-0.43977600715474596,-2.159207994318157,-2.038132068710339,-0.8163485477356595,-0.35378601959370376,-0.858719102597324,-0.7295033303364495,-0.5269166691798116,0.7906531351007973,-0.6007266926682665,-0.37543287150191296
014_Panocha_3,-0.20035279170909556,-0.6512547984347552,-0.9367311554719735,1.2177737317877098,1.1959816601289759,2.0429742233722465,1.6337558678569104,-1.156675740357594,-0.5229955534756303,-0.1526168867024533,-0.026541341190160474,-1.2160071658311142,0.5564639731717336,0.4729554885137844,0.537499201182558
015_PavelHass_3,0.19451506344476094,0.7084633908661756,-0.01766573066369545,-0.5179094391243105,-0.14767642371122466,-0.45112673317059615,0.37358130974506526,0.23557186582304132,0.09743940409119324,1.6258854289026787,0.33285896090925177,-1.1585829577768345,1.0674221446533187,-0.40816412756497356,-1.2053711193969507
016_Wallinger_3,0.7613662483073474,0.6602208241809228,-0.42696010808968626,1.5319392552885636,0.8308571808245742,1.3778806349608161,1.6989373105178698,-0.25944950526340094,-0.12817330775129535,-0.8885488793666759,0.8250811137845105,-0.3737854477016597,-0.4548074078856103,-0.14557881151500598,0.45450537639312494
017_Excelsior_3,1.2103123867185153,1.1812405443816782,-0.3681333257390235,1.4905058718275668,0.85714614333449,1.1360284209930487,0.44962632618284093,2.2775350215546926,1.9023410988307012,0.8899534362384997,1.223546666112128,0.009042605993448005,0.7693632112890532,1.1148307055247886,0.9524683251304308
019_Lindsay_3,0.10347944337725158,0.09168072851818285,0.5288606057521361,-1.1844676982177107,-1.7656167466538464,-1.0557572680900902,-0.39773242840959994,-0.8008791298892,1.481043201371811,0.720364041295593,0.3797372611830891,-1.226511010554405,-0.8002497279333303,-2.2170851936869003,-0.2924390467124799
020_Artemis_3,-1.111510066478638,-0.14060578279432068,-0.17696918297066586,-0.7759739762857215,-0.4573019821613579,-0.04300112209994955,-0.10441593643528281,-0.24398008741694138,-1.8202686465697593,-0.6125743821175489,-1.5969644003636558,-1.1203001524072966,-0.47609733169735435,-1.2542723681703694,-0.8733958202389829
021_NewHelsinki_3,-0.8122126408711938,-0.2370909161648331,-1.3876754205036093,-0.5740104254637532,-1.0911580782337955,0.9546392605171746,0.601716359058423,0.46761313351982486,-0.5793987314361924,-0.09128922064711595,1.0985378653819025,1.655203236882765,0.3222748112426396,-1.0908859492948395,0.20552390202459
022_Vlach_3,-0.7351208797298813,-1.0089719831289221,-0.46371539712320803,1.9954147488825114,2.691531527359802,0.5162821227005813,-1.2125004616715611,-1.5434111865188853,1.8459379208702194,1.1046002674322022,-1.1984988480360608,1.2340923778180648,0.5245290874541326,3.5072746962021766,0.6204930259722269
023_Lyris_3,-1.5468517764531047,-0.7484621230285462,0.2531501382581644,-0.921836540768271,-0.04836256534042436,0.7430185732953754,-0.6150039039461106,0.9626345046062672,0.32305211593360167,0.4299959408233605,-0.7922202456628111,-0.7374720987121345,-0.32706786501520646,-0.44901073228383526,-0.6244143458704479
024_Schumann_3,-0.4539626920380395,-0.44935820957995287,-0.8301133374292298,-0.6862123981426307,-0.9217403198365557,0.2744299087327708,0.1997641293158506,0.5758990584449979,-2.10228453637273,-0.7037318249422816,-0.8393110608978863,0.4301534650582025,-0.18868336023894564,-1.458505391764794,-0.8733958202389829
026_Smetana_3,0.4550351064576522,0.31871603644699886,-1.3127741232979282,-0.061328756751475776,0.01589934301714792,-0.466242496543591,0.12371911287805952,1.581411218464342,-0.29738284163314177,0.0926937775189397,0.27816761058977113,-0.06752300474557354,0.0029259540666601697,1.610825191396944,0.12253007723515698
028_Taurus_3,-0.9848748315589155,-0.8056310118275662,0.030125305028396804,-1.5277271932341918,-1.281022807472086,-0.7232104738843964,-0.19132452664989016,-0.8936956369679133,-0.9178177991998852,-1.7164723711138392,-1.276629348492449,-0.20151282353884764,-2.285740855694662,-1.160908700241514,1.0354621499198637
030_Austrian_3,1.6229800492984783,0.6312752841697684,1.6231598280980781,2.332020666919136,2.0313864687774466,0.21396685524081283,0.764669965710806,-1.0019815618930643,0.09743940409111308,0.2460129426573049,0.6297548626435512,-0.35464404501697233,0.8864577922536002,1.1556773102436668,0.45450537639312494
031_Voce_3,-1.5060384911430003,-1.1633481965217365,-0.5592974685073813,-0.6637720036068521,-0.8136634739624515,-1.1615676117010112,-1.6687705602982459,0.5913684762914354,-0.12817330775129535,-0.9498765454220133,-1.4797686496790625,0.8512643241229026,-0.4548074078856103,-0.44317550303828596,-1.2883649441866198
032_Heine_3,-0.09571274320488361,-0.20814537615368212,0.7788515308711565,-0.7871941735536149,-0.8633204031478527,0.28954567210576565,0.10199196532441154,0.034469433819176894,-0.18457648571185736,0.36866827476802316,-1.3781989990857557,0.20045663284108348,-1.7641377223071895,-0.49569256624829605,-1.122377294607518
034_Melos_3,0.2353283487548655,-0.5361948296134161,0.8903639474860234,0.020660029734298146,-0.20901733623436233,0.5011663593275649,-1.494953379869031,0.29744953720887957,1.1023353435907763,0.8342587163103301,-0.7765941455715246,-0.6609064879731129,0.18389030646640908,-0.2389424794438944,-0.873395820238747
036_Brodsky_3,0.8928757231954672,1.0558098710000148,-0.9575560992748016,0.2675043696278158,-0.3200151779428991,-0.3604321529326914,-0.006643772443843767,-0.05834707325953653,-0.6358019093968346,-0.12195305367476283,-0.3390633430157354,-0.6226236826035749,0.7693632112890532,-0.02303899735835446,-1.3657110391992329
037_Janacek_3,1.7862331905389046,1.1908890577187308,1.8143239708664358,0.5592294985928988,0.6117824932419332,-0.16392722908386553,0.1563098342085392,-1.2185534117433883,-0.8050114432786809,-0.7352297142283107,1.0282204149711465,0.4492948677429443,0.7693632112890532,0.23335368165476378,1.1235393464775576
038_Mandelring_3,-1.542316966974205,-0.989674956454817,0.6244426771363093,0.050873215927393724,-0.4368550113203093,-0.8894838709872325,-0.7019124941607179,-0.6771237871176113,-0.8050114432786007,-0.9192127123943228,-0.9406681965299665,-1.330855581939674,-1.6470431413426425,-0.320635688881651,-0.7074081706598809
039_Talich_3,0.03126192220433628,-0.632679962983932,0.03012530502840812,-0.7423133844820654,-0.2820422320952447,-1.252262191938916,-1.1038647239032904,0.22010244797660375,-0.6358019093968346,2.024515258262437,1.1376031156100965,-1.3499969846244155,0.03486083978426114,-0.3381413766183155,0.8694745003407619
040_Zaide_3,-0.3360576455866208,0.4865475841140032,0.1894287573353672,0.6826516685396616,0.175732729882441,-0.06898209618544653,0.6777613754961986,-0.8163485477356595,1.281906141264038,-0.30593605184081846,-0.2609328425593361,-0.20151282353887484,-1.1147950460493434,0.42043842530379083,-0.04345757234370907
041_Hermes_3,-0.8422598349974413,-0.6743586460459841,0.3709478725838033,-1.2023414724654526,-1.0531851323861412,0.8790604436522648,0.18890055553901888,1.5968806363108015,0.15384258205175527,0.951281102293837,-0.8859768462104858,-0.45035105844073564,-0.19932832214480256,-0.011368538867255846,1.0354621499198637
042_Medici_3,-0.8352261187551918,-1.3170022186912758,-1.3080236943501409,-0.9330567380361484,-1.1495779949225027,-1.4034198256688002,-1.9294963309420678,-0.5224296086530816,-0.18457648571193752,0.06202994449129281,-0.11407953520651118,-1.7097768753469205,-1.0615702365199682,-0.9670098676409795,-1.7223396540109537
043_Juilliard_3,-1.0843012096052345,-0.36252158954649993,-0.5592974685073813,-0.4169276637133184,-0.4894329363401451,0.18373532849484456,1.0579864576851232,0.5913684762914354,0.3794552938942439,-0.24460838578548114,-1.0344247970776188,0.04732541136298598,-1.2744694746373484,0.27589396166216706,-0.726413756536814
045_Janacek_3,-0.8983740209703075,-0.6423284763209778,2.98827491936588,1.7968986036710874,1.599079085281034,0.5162821227005598,0.5582620639511117,-0.8008791298892,-0.29738284163314177,-1.2565148756987436,0.3406720109548728,0.4684362704277405,-1.0402803127082847,0.6305066781437649,0.12253007723515698
046_Gabrieli_3,-0.2272222180930049,-0.5168978029393143,-0.4318547066618094,0.660211274003883,0.7636742766325632,1.3325333448418746,1.0471228839082916,1.148267518763694,0.49226164981544807,0.3073406087126858,-1.2610032484011624,-1.1585829577768345,0.5458190112658464,1.3307341876103118,-1.8693217177131227
047_Merel_3,-0.8847695925336033,-0.5554918562875214,-0.3791690723975827,0.18551558314204988,0.08892423887802825,1.4988067419447322,0.9602142936936842,0.2974495372088576,1.5075188531064463,0.6446427720171066,-1.425077299359593,-0.35464404501697233,0.0455058016901483,-0.5468733619610481,-1.965673398602433
048_Wihan_3,2.0583217592729435,2.5706264649170385,0.4124535905651235,1.5578270554348947,1.8940996645589918,-0.10346417559190754,-0.8105482319289887,-0.1666329981847095,-0.18457648571185736,0.215349109629658,1.7626471192612352,0.23873943821056703,1.5996702399466483,0.9689499743859232,3.5252768936049774
049_Skampa_3,-0.7218558817826761,-0.4100419650084742,-0.6708098851222594,-0.29350549376655555,-0.18564936955888112,1.4988067419447322,0.6017163590584076,-1.1102674868182374,-1.763865468609117,-0.8578850463389418,-0.7062766951607797,-0.3737854477017141,0.30098488743092583,0.035313295097188356,-0.7017604408830611
050_NewZealand_3,0.044866350641037264,-0.3142790228612369,-0.7455670127036158,-0.8243021709678394,-0.2732792445919367,-0.10346417559190754,-0.006643772443843767,-0.7699402941963028,-0.18457648571193752,-0.5197488267761824,-0.12051045669907294,1.4829306127199255,-1.0509252746141415,-0.40816412756495696,0.12253007723515698
051_Arianna_3,-0.4584975015169393,0.08715171635777044,-0.6645245674114874,-0.06910154840880861,0.11229220555351153,-0.9045996343602274,-0.799684658152157,-0.584307280038876,-0.8614146212393231,-1.869791536252248,-0.7453419453889738,-0.9288861255597155,-0.18868336023894564,0.5779896149337714,-0.043457572343944956
052_Martinu_3,0.5210213459256102,0.43830501742874356,-0.3999940162004108,0.07676101607372492,0.6380714557518491,0.9244077337712279,0.3518541621914173,-0.7854097120427623,-1.1434305110423737,-0.6739020481729298,0.7313245132368469,-0.45035105844073564,0.6948484779479943,0.4904611762504489,0.3715115516036919
053_Smetana_3,0.4756732511366043,-0.13095726945727493,-0.11324780204786863,0.11042160787739694,0.6818863932683747,2.299942200713052,2.8178854095309487,1.8443913218540446,-0.24097966367257972,0.4606597738510074,0.8563333139670836,0.4684362704276861,0.9822624494064031,1.6049899621513781,0.45450537639312494
054_Kubin_3,1.1831035298451118,0.42865650409169437,0.1257073764125813,0.11042160787738896,0.10060822221576884,-0.16392722908384405,-0.2890966906413292,-0.24398008741694138,-1.3126400449242202,-1.2258510426710532,1.161042265747004,-2.4793397430252146,1.024842297029861,0.694694199844857,1.035462149919628
055_Mandelring_3,-0.9754657821116185,-1.2501848165551963,0.030125305028396804,-0.27106509923078487,-0.23822729457871486,-0.45112673317061763,-0.6258674777229268,-1.698105364983415,-1.0306241551210893,-0.9192127123943228,-1.2297510482186116,-1.2734313738853942,-1.0404974699311305,-1.3650226851593148,-1.4543525937654858
056_Smetana_3,-0.6897727849408737,-0.7774076630396938,-1.1487202420431706,0.41336693411035735,0.4452857306791239,0.606976702938486,0.8298514083717808,1.9990855003185304,1.8459379208701392,0.1846852766019675,0.11409355963135155,0.908688532177128,0.03486083978429139,1.0097965791048016,0.3715115516036919
057_Penny_3,-0.9709309726327187,-0.6654323239322169,-0.3937086984896388,-0.4281478609812117,-0.6763766697439968,0.5616294128195229,0.4930806212901523,0.15822477659080944,-1.1434305110423737,1.748540761013397,1.895468970037104,3.0142428275006283,0.08808564931360617,-0.5073630247393947,-0.37543287150191296
058_Vanbrugh_3,0.638926392377029,1.1137009510223201,-1.1278952982403312,-0.3867144775202228,-0.6596720787660277,0.9588898131776674,0.04767409644028389,1.5968806363108015,1.5639220310670885,0.7672981041277813,1.1141639654731779,-0.6226236826035749,1.024842297029861,-1.499351996483689,0.2885177268142589
059_Amati_3,-0.17280450434619615,0.3128743440470836,0.9859460188702079,0.5704496958607842,1.1404827392747032,0.19885109186783942,0.7212156706035101,0.3593272085946739,1.451115675145804,0.3380044417403763,0.9735290646516547,1.1192439617095051,1.0993570303709197,0.799728326264844,0.70348685076166
060_Alkyona_3,-0.11838679059938739,0.19709218400246592,0.36466255487303123,-1.1574606833939034,-1.0327381615450926,-0.9952942145981536,0.48221704751333605,1.1327981009172345,1.1126966073821916,0.36866827476802316,0.16878490995080994,-0.010098796691239377,0.10937557312531998,-0.7874540285260101,1.450431273867265
061_Koeckert_3,0.7659010577862473,1.0944039243482218,-0.0654567663557877,-0.630111411803188,-0.8057218704877883,-1.6561372503490912,-1.2342276092252091,1.3184311150746613,0.435858471854886,0.6139789389894161,0.9813421146972868,-0.3929268503864559,1.1951616875237228,-0.9961860138687426,-1.716691924233898
062_Petersen_3,0.11288849282454701,-0.08652152370914575,-0.21847490095198607,-1.6735897577167254,-1.9419892500830906,-1.565442670111165,-2.0598592162639866,-1.4041864259008152,-0.18457648571193752,-1.1645233766157157,-0.5187634940654414,0.8129815187533919,-0.3377128269210936,-0.6824199021060231,0.70348685076166
063_Janacek_3,2.2759926142601787,1.6443691845601316,1.8302543160971407,1.726130014453207,1.2982165143342066,-0.1790429924568389,0.4278991786291929,-0.6307155335782546,0.7178743616579367,-0.09128922064707237,2.856474125650714,1.7509102503065825,1.6316051256642492,0.8814215357026006,-0.37543287150191296
064_Zagrebacki_3,-0.8031430219133926,-2.2670855378827004,-0.8348637663770169,-1.2843302589512267,-1.0970000699026667,1.2720702913499164,1.4164843923203843,0.8852874153740133,-0.12817330775129535,3.680362241756894,0.1765979599964643,1.8849000690998838,-0.17803839833308874,-0.7874540285260101,-1.0393834698178488
065_Amphion_3,0.09928406438784602,0.27047346976173925,-0.6596299688393529,-0.7906415791641753,-0.9392662948431635,-1.3127252454308955,-1.4840898060921994,-0.7544708763498432,-1.256236866963578,-0.2752722188131716,0.7156984131455604,0.7364159080143431,0.4180794683954728,-1.0266984275937638,-0.790401995449314
066_Smetana_3,0.9745022938156779,0.22223090307648988,-0.5640478974551797,-0.745760790092618,0.042188305527063756,-0.1790429924568389,1.470802261204512,2.277535021554671,-0.41018919755434596,-0.09295886635548425,1.411485287782443,-0.06752300474557354,0.4606593160189307,1.272381895154769,1.2014497994987299
067_Talich_3,0.4938124890522067,0.29357731737297493,0.10977703118188767,0.5928900903965628,0.2875519556196206,-0.11857993896488092,-0.24564239553403325,0.6841849833701709,0.15384258205175527,1.0739364344045117,0.9969682147885733,0.2770222435801594,0.35420969696024057,0.5254725517237778,0.9524683251301949
068_Vaghy_3,-1.1568581612676472,-1.558937243340832,0.2850108287195517,-0.3159458883023343,-0.8049004864591456,-0.16392722908386553,1.521794246976863,-0.362999467914859,-0.3537860195937839,0.000702278435911877,-0.112484891692203,1.5977790288285394,-0.8593159603085357,-0.2914595426538713,-0.45842669629158184
069_Pacifica_3,0.2489327771915697,0.1006070506319535,-1.037207825428281,0.00943983246640482,0.28088857992210853,0.8228479428207995,-1.0604104287959943,-0.8008791298892,1.9587442767914236,0.12335761054658659,0.661007062826102,-0.23979562890841283,0.43936939220718657,1.0273022668414826,-0.20944522192304688
071_Janacek_3,-1.1205796854364407,-0.8738927964102062,2.7701446847082583,1.5914876472385509,1.3770834018639562,0.2139668552408343,0.27580914575362625,-1.0329203975859835,-0.5229955534755502,-1.4404978738647993,0.07502830940315747,0.21959803552582527,-1.2105997032021465,0.4496145715315706,-0.043457572343944956
