,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10,motif11,motif12
001_Janacek_2,0.32602831041931923,0.8960586856221187,0.021297020405467354,0.2648652312054928,1.0698627597801895,0.8940652949166201,0.4934208011001042,0.4953989860955237,-0.21477025246651976,0.036377220523364936,0.8819795020551892,2.9846641167226613
002_Takacs_2,-0.38530618504100994,-0.22436306125219127,1.4396785794100488,0.6316017051823345,0.7862542068902055,-1.0360784640667657,-1.0437057058449988,-0.4543075332601154,0.7588350828640626,0.7791307373035211,-0.45784173962483676,0.08735783627223756
003_Koeckert_2,-0.08654569694766796,-0.07385864749295623,-0.17037616324379673,0.3259879768682853,0.8593053467098577,3.2586752995037034,2.8709389029637666,2.675711136165513,-0.06661291882924414,-0.09970633832319685,2.5955441263775896,1.713328797356435
004_PavelHass_2,0.9662293563336171,0.5114362949040723,-0.7837303509214554,-0.7130986993993821,0.5961085803719398,-0.21480461406676002,-0.18176560849260845,0.6291604676949112,0.31436308195226587,0.5206004750980289,0.9267148221180396,0.7230254959553696
005_Travnicek_2,0.8808692168783794,2.049925857776249,-0.7262283958266728,0.11205836704846824,0.5610156781935574,-0.17074355808066893,-0.9072318570975286,-0.9759773114977202,0.5260164157197982,1.5316252547512212,-0.5892010516460178,0.5624357714038383
006_Prazak_2,-0.5987065336791066,-1.1608349690874338,-2.163777273196184,-1.3548875288588333,-0.9479791154771976,-0.6186976272726307,-0.02374325731132278,0.0004815041777907577,-0.9132262538993132,-1.0890250567142192,-0.5475156405927422,-0.280660282491682
007_Jerusalem_2,-0.4848930144054539,-0.2578084865320206,0.44297802443385514,-0.3463622254225404,-1.228722332904319,0.4901722817107548,0.29948427919581977,-0.5345644222197499,0.7376697494873004,-0.9971895178385195,0.9596565296385917,-1.1371388134331315
008_Dante_2,1.236536464608544,1.481353628019141,1.209670759030925,0.9677768063277582,0.6312014825503222,0.13034032449098046,0.155827596303753,-0.6014451630194388,0.1450404149382581,0.31884033115277965,-0.4104630322367642,-1.2241249142318713
009_AlbanBerg_2,1.421483433428228,2.200430271535484,2.1297020405474267,1.4261973987987668,2.0173711185967136,0.4093936790695817,0.22765593774978127,1.0237568384130915,1.817101751701634,1.8836608052994108,-0.039363535107892915,0.7297167344783437
010_Skampa_2,0.08417458196280993,-0.20764034861227956,-0.7837303509214554,-1.049273800544806,0.3504582651232131,-0.17808706741168323,-0.3110566230954614,0.5823439491351213,-0.7015729201317809,0.21503904987381053,0.8610351661074349,0.6694955877715195
011_MoyzesQuartet_2,0.12685465169042878,0.29404103058517256,-0.22787811833857935,-0.3158008525911442,0.017075694428505463,-0.03121688079136049,-0.39725063283070344,-0.307169903500792,-0.34176225272700306,0.48915341316827615,0.4216131238311026,-0.09330560384821615
012_Talich_2,-0.043865627220049115,-0.2076403486122766,0.021297020405467354,-0.13243261560274505,-0.24612107190939994,-0.4718274406523131,-0.7779408424946656,-0.43424331102021635,0.2931977485755337,-0.5115746917399234,-0.9196319401209317,-0.2271303743078319
013_EnergieNove_2,0.027267822325982283,0.4278227317044929,2.3597098609265434,2.7708978033804836,0.4908298738367676,-0.06059091811543339,0.20610743531598094,-1.0094176818975742,1.076315083515346,1.420030900214713,0.05031036586002666,0.2947862304846258
014_Hollywood_2,-0.8690136419540311,-1.1441122564475221,-0.707061077461743,-1.4160102745216367,-0.9655255665663888,-0.5966670992795825,-0.49781031085513894,-1.0027296078176013,-1.4000289215646045,-0.9935718409614782,-0.8962474776902024,-0.053158172710352336
015_Vlach_2,0.7812823875139303,0.16025932946585514,-1.032905489665509,0.9983381791591545,-0.33385332735538087,-0.08262144610847633,0.4144096255094691,0.8565549864138595,-0.5807241578838795,0.3467310789870466,-0.039363535107892915,1.1579559999490876
016_Guarneri_2,-1.2246808896841983,-2.0136933137230972,-0.24704543670350917,-0.8659055635563958,-1.5621049035990018,-0.7141632485758376,-0.21767977921561238,-0.9826653855776929,-1.1460449210435777,-2.01294536794962,-0.001948594494052549,-1.9267049591448018
017_Amadeus_2,0.48252189942059337,0.17698204210576982,1.3246746692204971,0.3871107225310995,0.15744730314206,0.6811035243171634,0.24920444018359178,-0.4208671628602709,0.9069924165013382,-0.9117547988877251,-0.29842147123741947,-0.9096367036518209
018_Excelsior_2,1.19385639488092,0.7957224097826276,0.5388146162584974,1.854056618438401,1.8731796474810358,1.5051752513722874,1.9156219617315478,0.8057804656135478,0.5808727267656717,1.8895052693381853,2.6366192567159703,1.432296779391255
019_Lindsay_2,0.38293507005614685,0.026477628346534787,0.3088067958793737,0.5093562138567062,-0.95084445094006,-0.2356359469860546,-0.39725063283069323,0.35494943041616345,0.9281577498780704,0.15576328470004788,-0.30126861759315543,-0.963166611835652
020_Takacs_2,-1.0397339208645116,-0.491926463490832,0.3088067958793737,-1.0798351733762237,-0.07065656101745053,-0.7875983418859911,-1.0580713741342023,-0.608133237099402,0.5683470824732926,-0.4890334148399136,-1.3446169825298002,-0.3676463832904028
