,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10,motif11,motif12,motif13,motif14,motif15,motif16,motif17
031_Voce_1,16.249433,25.034218000000003,19.243967999999995,8.373923000000005,18.014308,14.542289999999994,17.994014000000007,4.284762000000001,11.349840999999998,31.43458100000001,17.824148999999977,22.72403700000001,13.988072000000017,26.850112999999993,21.442131999999987,42.40968300000003,45.853264999999965
032_Heine_1,19.109433,25.654218000000004,17.883968000000003,9.300725,17.707505999999995,12.402289999999994,19.33401400000001,4.724761999999998,12.029841000000005,34.77458099999998,18.604149000000007,26.50403700000001,17.208071999999987,28.130113000000023,24.593424999999968,41.07839000000001,53.27326499999998
033_Guarneri_1,10.389433,16.254218,14.263968000000002,5.762222000000001,11.046008999999998,10.40229,16.894014,3.5247619999999955,10.069841000000011,33.354580999999996,17.544149000000004,23.004036999999983,17.728071999999997,28.79011300000002,26.122131999999993,39.30968300000001,40.57326499999999
034_Melos_1,18.409433,24.434218,16.743967999999995,8.813923000000003,17.414308000000005,10.662289999999999,19.534014,4.724761999999998,12.14984100000001,39.074580999999995,20.464148999999992,26.324037000000004,15.588072000000011,25.23011299999999,25.362131999999974,40.30968300000001,51.83326500000004
035_Diotima_1,12.349841000000001,15.593810000000001,11.523967999999996,7.593923000000004,12.748298999999996,8.488298999999998,21.814014,4.677687000000006,10.456915999999993,36.254581,14.024148999999994,20.144036999999997,16.268072000000018,31.01011299999999,29.573424999999986,39.97838999999999,43.173265000000015
036_Brodsky_1,12.829841,17.0,11.957778000000005,8.113923,13.048299,7.748299000000003,20.614013999999997,4.824761999999993,10.969841000000002,37.614581000000015,18.924149,23.94403699999998,17.408072000000004,27.950112999999988,24.84213200000002,37.32968299999999,45.45326499999999
037_Janacek_1,15.629433000000002,24.954218,18.743967999999995,7.933923,16.274308000000005,14.201881999999998,22.094421999999994,4.644762,11.28984100000001,40.054580999999985,19.704149,22.74403700000002,18.568072,30.690112999999997,24.793425000000013,41.43838999999997,37.57326499999999
038_Mandelring_1,14.809433,22.534218,17.063968000000003,7.253923,13.814308000000004,11.362289999999987,19.074014000000005,4.244761999999994,9.78984100000001,37.254581,18.744148999999993,22.72403700000001,13.24807199999998,26.33011300000001,22.21342500000003,44.95838999999995,47.51326500000005
040_Zaide_1,13.089433,19.454218,13.523967999999996,8.113923,14.248299000000003,9.148298999999994,21.294014000000004,4.904762000000005,11.569840999999997,36.95458099999999,19.68414900000002,22.524036999999993,18.188072000000005,38.79011299999999,32.69342500000002,37.058389999999974,49.61326500000001
041_Hermes_1,15.939592,25.994218000000004,18.003968,8.973923,17.394307999999995,13.247188000000008,19.489115999999996,4.5447619999999915,10.729841000000008,37.474581,17.18142800000001,27.186757999999998,15.668071999999995,32.07011300000002,21.933425,44.858389999999986,43.53326499999997
042_Medici_1,18.149433000000002,28.894218,21.963967999999994,7.733923000000004,19.494308000000004,16.36229,20.354014000000006,4.924761999999987,12.049841000000015,35.59458099999998,18.384149000000008,24.104037000000005,15.468072000000006,27.370113000000003,25.293425000000013,46.43838999999997,39.53326500000003
043_Juilliard_1,17.109433000000003,23.774217999999998,18.083968,10.813922999999996,18.414308000000005,11.58229,19.354014000000006,4.664761999999996,11.186756999999986,36.49766500000001,20.364148999999998,27.904037000000017,19.188071999999977,33.619456000000014,31.864081999999996,42.23838999999998,55.51326499999999
044_Petersen_1,12.349433,20.914218000000005,15.723968,8.133922999999996,14.994308000000004,10.982289999999992,16.954014,3.8376870000000025,9.776916,31.394581000000002,17.244148999999993,22.924037,13.548072000000019,29.430112999999977,19.662132000000014,34.12968299999997,37.29326500000002
045_Janacek_1,15.489433,23.674217999999996,18.283968,8.433922999999993,15.614308000000008,11.982289999999992,21.774014000000008,5.204762000000002,11.909840999999986,38.05458100000001,20.12414899999999,24.94403700000001,19.168071999999995,28.650113000000033,26.63342499999999,41.71839,39.03326499999997
046_Gabrieli_1,12.629432999999999,21.994217999999996,15.066189999999999,6.991701000000006,14.834307999999993,11.882289999999998,20.894014000000013,5.0247619999999955,11.709840999999997,39.01458099999999,19.864148999999998,24.324037000000004,16.768072000000018,26.430112999999977,23.982132000000007,39.02968299999998,36.39326500000004
047_Merel_1,15.829433000000002,24.154218,17.463968,9.05392299999999,16.128299000000013,10.748298999999989,19.234014000000002,4.4847620000000035,11.189841000000001,37.55458100000001,18.324148999999977,23.364036999999996,17.08807200000001,33.75011300000003,25.062131999999963,42.86968300000001,48.393264999999985
048_Wihan_1,14.409433,20.340408000000004,15.277777999999998,8.033923000000001,14.434307999999994,11.270589999999999,20.22571400000001,3.9647619999999932,9.949841000000006,36.63458099999998,20.264149000000003,21.544037000000003,19.128072000000003,26.630112999999994,24.67342500000001,39.49838999999997,43.39326500000004
050_NewZealand_1,13.179592,20.634218000000004,15.303967999999998,8.273923000000003,15.634307999999997,10.222290000000001,20.254013999999998,4.664761999999996,11.249841000000004,37.694581,20.804148999999995,23.084036999999995,16.568072,31.07011300000002,25.033424999999966,34.35839000000004,43.873265
051_Arianna_1,14.329433,25.194218000000003,17.783967999999994,7.373922999999998,15.654308,13.842290000000006,20.994013999999993,4.804762000000011,10.88984099999999,35.614581000000015,17.064148999999986,24.44403700000001,17.04807199999999,27.150113000000005,23.19342500000002,47.63838999999996,48.59326500000003
052_Martinu_1,15.189433,20.520408000000003,17.817777999999997,9.373923000000005,16.674308000000003,12.258888999999996,22.617414999999994,4.177687000000006,9.256916000000004,35.834580999999986,18.68414900000002,24.824036999999976,16.10807200000002,26.930112999999977,22.073425000000015,37.15839,46.093264999999974
053_Smetana_1,16.609433,19.374218,15.063968000000003,9.193922999999998,15.894307999999995,10.282290000000003,19.711701000000005,4.280000000000001,9.716915999999998,32.234581000000006,18.644149,25.024036999999993,16.728071999999997,24.310113,21.162131999999986,35.189683,48.893264999999985
054_Kubin_1,13.449433,19.614218,14.363968,8.713923000000001,13.794307999999994,9.96229000000001,21.391700999999998,4.527074999999996,10.129840999999999,35.93458100000001,18.704149,23.584036999999995,16.30807200000001,27.850112999999993,22.013424999999984,42.098389999999995,48.753265
055_Mandelring_1,15.969433,22.814218,16.503968,7.813923000000003,15.214308000000003,11.882289999999998,18.914013999999995,4.3376870000000025,10.136916,35.37458099999999,19.764149000000003,20.56435400000001,14.42775499999999,24.77011300000001,23.60213200000001,41.58968299999998,45.85326500000002
056_Smetana_1,17.629433000000002,22.560408,16.997777999999997,9.392426,16.495805000000004,11.402289999999994,18.354014000000006,4.037687000000005,8.936915999999997,32.814581000000004,17.90414899999999,23.844037000000014,16.74807199999998,24.370113000000003,21.793425000000013,38.51839000000001,55.33326499999998
057_Penny_1,14.909432999999998,24.654218,20.663968000000004,7.473922999999992,17.17430800000001,14.722290000000001,18.71401399999999,4.444761999999997,11.709841000000011,35.914581,18.324149000000006,25.064036999999985,16.668071999999995,29.650113000000033,22.553425000000004,47.89838999999995,45.73326500000002
058_Vanbrugh_1,14.089841,16.1,13.457778000000005,8.273922999999996,13.288298999999995,9.128298999999998,21.294014000000004,4.824762000000007,10.75292499999999,32.37149700000002,17.88414899999998,24.624037000000015,17.04807199999999,25.670112999999986,23.97342500000002,34.078389999999985,49.413265000000024
059_Amati_1,16.389433,25.114218,18.043968,10.233923000000004,17.35430799999999,12.44229,19.994014000000007,4.5047619999999995,11.989840999999998,41.663084,17.75999999999999,24.69968300000002,18.508072,30.370113000000003,29.333424999999977,43.95839000000001,45.673265000000015
060_Alkyona_1,12.849433000000001,20.360408,13.517778,7.253923,14.354307999999996,11.562290000000004,21.07401399999999,4.624762000000004,11.352924999999999,35.93149700000001,16.188502999999997,21.07968299999999,17.268072000000018,31.99011299999998,21.78213199999999,34.529683000000034,45.33326499999998
061_Koeckert_1,15.229433,22.674218,17.083968,8.793923000000007,15.99430799999999,12.396984000000003,20.319320000000005,4.644762,11.192924999999988,36.671497000000016,17.68414899999999,25.18403699999999,16.32807200000002,28.01011299999999,28.773425000000003,47.47838999999999,45.49326500000001
062_Petersen_1,14.279592000000001,22.474218,15.683968,7.993922999999995,15.314307999999997,11.30229,18.274014000000008,4.404761999999991,10.949841000000006,38.754581,19.304148999999995,24.124037000000015,15.368071999999984,31.83011300000001,21.033424999999966,42.178390000000036,37.55031700000001
063_Janacek_1,14.049433,23.734218000000002,18.263968,7.793923000000007,15.874308,13.58229,21.314014,4.584761999999998,11.229840999999993,43.834581000000014,21.26850299999998,24.979682999999994,19.54807200000002,29.012245000000007,25.83129299999996,41.53839000000005,38.99326499999995
064_Zagrebacki_1,18.809433,36.674217999999996,27.083968,9.233923000000004,20.574308000000002,24.16229,21.534013999999985,5.144762000000014,12.629840999999999,41.55458100000001,18.62414899999999,25.644037000000026,16.068071999999972,31.71011299999998,21.71342500000003,40.138390000000015,51.093264999999974
065_Amphion_1,14.289432999999999,25.520408000000003,15.797778000000001,7.173923000000002,15.434308000000001,13.30229,20.474013999999997,4.444761999999997,10.489841000000013,40.554580999999985,17.744148999999993,21.584037000000023,16.188071999999977,27.990113000000008,24.47342499999999,54.61839000000003,44.51326499999999
066_Smetana_1,15.369432999999999,22.614218000000005,16.783967999999994,7.7939229999999995,14.394308000000002,11.922290000000004,17.474013999999997,4.164761999999996,10.129840999999999,33.003084000000015,18.235646000000003,27.344036999999986,16.208071999999987,25.390113000000014,22.053424999999976,41.95839000000001,43.29326500000002
067_Talich_1,18.189433,22.194218000000003,17.303967999999998,9.713923000000001,16.674307999999996,12.08229,22.274014000000008,5.12476199999999,11.669840999999991,34.17458100000002,18.94414899999998,23.984037,15.588072000000011,31.450113000000016,26.73342500000001,39.63838999999996,49.313265
068_Vaghy_1,13.489433,21.714218000000002,15.063967999999996,7.133923000000003,14.554308000000006,11.08229,21.594013999999987,5.16476200000001,12.88984099999999,36.554581,19.044149000000004,17.084036999999995,16.688072000000005,32.55011300000001,28.713424999999972,37.29839000000004,45.813265
069_Pacifica_1,11.469433,21.740408,16.317778000000004,7.0539229999999975,14.134308000000004,10.462289999999996,20.234014000000002,4.884761999999995,10.849840999999998,39.194581000000014,16.584148999999996,26.22403699999998,18.848072000000002,35.61011300000001,23.402131999999995,42.189683,38.33326499999998
070_Arcadia_1,12.849433,20.154218,15.683968,8.773922999999996,17.408299000000007,12.068298999999996,19.194013999999996,4.424762000000001,11.089841000000007,38.774581,18.144149,25.68403699999999,15.32807200000002,31.810113,27.23342500000001,43.03838999999999,47.83326499999998
071_Janacek_1,15.209432999999999,23.214218000000002,17.903968,8.273923000000003,15.314307999999997,11.94229,21.354013999999992,5.104762000000008,11.669841000000005,37.314581000000004,19.724148999999983,24.46403700000002,18.76807199999999,28.110113000000013,26.093424999999968,40.898390000000006,38.29326500000002
