,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10,motif11,motif12,motif13,motif14,motif15,motif16
042_Melos_4,18.003538,16.374012999999998,13.755646000000006,26.465715000000003,9.446484999999996,9.397052000000002,17.544082000000003,27.770612,28.293559999999985,24.621406000000007,12.36381,40.34734599999999,28.742448999999993,22.368164000000036,14.587346999999966,33.61346900000001
043_Tang_4,17.326395,16.274012999999997,13.455646000000002,26.125715000000007,9.166484999999994,9.377052000000006,17.844082,27.01061199999998,16.893560000000008,19.40140600000001,11.243809999999996,36.10734600000001,18.062448999999987,21.44979600000002,13.745714999999961,34.11346900000001
044_Jade_4,18.503538000000002,16.874012999999998,14.015646000000004,27.20571499999999,9.666485000000009,9.977052,18.164081999999993,28.430611999999996,25.253559999999993,24.361406000000017,13.36381,38.96734599999999,22.742449000000022,22.10979599999996,14.705714999999998,35.493469000000005
046_Guarneri_4,16.983538,15.394013000000001,12.655645999999997,26.045714999999994,9.046485000000004,9.017052000000007,16.924082,26.977959,21.766212999999993,21.241406000000012,10.923809000000006,35.067346999999984,21.002449000000013,20.129796,12.865714999999966,31.19346900000005
047_Miro_4,17.403537999999998,15.234013000000001,12.955646000000002,25.865715,9.026484999999994,9.057051999999999,16.884082000000006,27.170612000000006,23.19355999999999,21.46140600000001,11.243809999999996,36.62734599999999,26.702449,21.729795999999993,13.425715000000025,35.493469000000005
048_Wihan_4,17.543538,15.954013,13.695645999999996,27.825714999999995,9.166485000000009,9.797051999999994,17.304082000000008,30.857958999999994,30.126213000000007,24.761405999999994,11.403808999999995,38.28734700000001,24.922448999999972,20.529796000000033,13.365714999999966,33.033469000000025
049_Serafin_4,17.803538,16.494013,13.295645999999998,26.045715,9.446484999999996,9.477052,17.50408200000001,27.490611999999985,22.97356000000002,22.64140599999999,11.623808999999994,36.56734700000001,19.38244899999998,20.98979600000004,13.921632999999986,33.0
050_Bartok_4,17.063538,15.554012999999998,12.955646000000002,26.445714999999993,9.166485000000009,8.937051999999994,17.184082000000004,26.650611999999995,20.313559999999995,16.261406000000022,11.323808999999983,37.407347000000016,24.202449,19.729795999999965,12.885715000000005,30.61346900000001
051_Hungarian_4,17.697143,16.020408,13.335646000000004,26.20571499999999,9.386485000000008,9.297051999999994,17.244082000000006,26.817959000000002,20.066213000000005,18.261405999999994,10.463808999999998,36.367346999999995,25.002449000000013,20.14979600000001,14.089795999999978,32.449388
052_Masin_4,18.943538,17.334013,14.575645999999999,29.625715000000007,9.846484999999987,9.957052000000004,18.744082000000006,30.03061199999999,27.06068000000002,23.354285999999973,11.623809000000023,40.74734699999999,28.962448999999992,22.809796000000006,15.265715,38.41346900000002
053_Hagen_4,17.083538,15.734012999999997,12.915646000000002,26.085715,8.846485000000001,8.837052,16.944081999999995,27.53061199999999,20.773560000000003,17.761406000000022,11.043808999999982,36.207347,19.68244900000002,20.36979599999998,13.425715000000025,32.993469000000005
054_Cavani_4,17.583538,16.554012999999998,13.675646,26.885714999999998,9.44648500000001,9.617051999999987,18.244082000000006,28.29061200000001,21.67355999999998,19.40140600000001,12.163809000000015,38.707347,20.042448999999976,21.809796000000006,14.825715000000002,35.57346899999999
055_KumhoAsiana_4,16.606395,15.514013000000002,13.595645999999995,27.325715000000002,9.406485000000004,10.037052000000003,18.304081999999994,30.03061199999999,27.72,23.574966000000018,11.403809999999993,38.18734599999999,21.742449000000022,20.689796,14.48571499999997,35.85346900000002
056_Skampa_4,17.663538,16.054013,13.395646,26.945714999999993,9.026485000000008,9.017051999999993,17.014694000000006,27.819999999999993,22.23356000000001,21.42140599999999,11.383810000000011,36.207346,19.582448999999997,20.569795999999997,13.845714999999984,33.67346900000001
057_Stamic_4,18.503538,16.914012999999997,14.095646000000002,27.345715,9.426485,9.71705200000001,18.444081999999995,27.990612000000013,25.553559999999976,26.581406000000015,11.943808999999987,38.22734700000001,19.40244900000002,21.069795999999997,15.145714999999996,36.013468999999986
058_Schidlof_4,17.643538,16.014013,13.435646000000006,27.685715000000002,9.726484999999997,9.537052000000003,17.664081999999993,29.210611999999998,23.353560000000016,21.161406,11.863809000000003,37.547346999999974,24.44244900000004,21.14979599999998,14.385715000000005,33.433469
