,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10,motif11,motif12
001_Janacek_2,25.253605999999998,22.583265000000004,17.570566999999997,13.140816000000001,22.434467999999995,36.562585,33.947619,41.87623500000001,18.50045399999999,29.56848099999999,30.820816000000036,56.265214999999955
002_Takacs_2,24.253605999999998,21.243265,19.050566999999994,13.38081600000001,22.11120199999999,31.30585100000002,29.667618999999974,39.036235000000005,19.420454000000007,30.657868000000008,28.131428999999997,47.60521499999999
003_Koeckert_2,24.673606000000003,21.423265,17.370567,13.180815999999993,22.194468,43.00258500000001,40.56761899999998,48.39623500000002,18.640454000000005,29.368888999999996,34.260407999999984,52.465215
004_PavelHass_2,26.153606,22.123265000000004,16.730567,12.500816,21.894468000000003,33.542585,32.06761899999998,42.276235000000014,19.00045399999999,30.278684999999996,30.910612000000015,49.50521500000002
005_Travnicek_2,26.033606000000002,23.963264999999996,16.790567000000003,13.040815999999992,21.85446800000001,33.66258499999999,30.047618999999997,37.476235,19.200454000000008,31.76154199999999,27.867755000000017,49.025215
006_Prazak_2,23.953606,20.123265,15.290567000000003,12.080815999999999,20.134468,32.442584999999994,32.50761900000002,40.39623499999999,17.840453999999994,27.917868,27.95142900000002,46.505214999999964
007_Jerusalem_2,24.113606,21.203265000000002,18.010566999999995,12.74081600000001,19.81446799999999,35.462585000000004,33.40761900000001,38.796234999999996,19.400453999999996,28.052561999999995,30.97673499999999,43.94521500000002
008_Dante_2,26.533606000000002,23.283265,18.810566999999992,13.600816000000009,21.934467999999995,34.482585,33.007619000000005,38.59623500000001,18.840453999999994,29.98276599999997,28.226531000000023,43.68521500000003
009_AlbanBerg_2,26.793606,24.143264999999996,19.770567000000007,13.900815999999992,23.514468000000008,35.242585000000005,33.207618999999994,43.45623499999999,20.420454000000007,32.27786800000001,28.971429,49.525215
010_Skampa_2,24.913606,21.263264999999997,16.730567,12.280816000000002,21.614468000000002,33.642585,31.707618999999994,42.136235,18.04045400000001,29.830522000000002,30.778774999999996,49.345214999999996
011_MoyzesQuartet_2,24.973606,21.863265,17.310567,12.760816000000005,21.234467999999993,34.04258500000002,31.467618999999985,39.476235,18.380454000000015,30.232561999999973,29.896735000000007,47.06521500000002
012_Talich_2,24.733606,21.263265,17.570566999999997,12.880815999999996,20.93446800000001,32.842585,30.40761900000001,39.09623499999998,18.98045400000001,28.76480699999999,27.20449000000002,46.66521499999999
013_EnergieNove_2,24.833606,22.023265,20.010567,14.780816000000002,21.774468,33.96258499999999,33.14761900000002,37.37623499999998,19.720454000000018,31.597868000000005,29.151429000000007,48.22521499999999
014_Hollywood_2,23.573606,20.143264999999996,16.810567000000006,12.040816,20.114468000000002,32.502584999999996,31.187619000000012,37.39623499999999,17.380453999999986,28.057868000000013,27.251429,47.18521499999997
015_Vlach_2,25.893606,21.703265000000002,16.470566999999996,13.620816000000005,20.834468,33.902585,33.727619000000004,42.95623499999999,18.154649000000006,30.023672999999974,28.971429,50.80521500000003
016_Guarneri_2,23.073605999999998,19.103265000000004,17.290566999999996,12.400815999999999,19.43446800000001,32.18258499999999,31.967619000000013,37.45623499999999,17.620453999999995,26.56276600000001,29.046530999999987,41.585215000000005
017_Amadeus_2,25.473606,21.723265,18.930567000000003,13.220816,21.39446799999999,35.982585,33.267618999999996,39.136235,19.56045400000002,28.17786799999999,28.45142900000002,44.62521499999997
018_Excelsior_2,26.473605999999997,22.463265000000003,18.110567000000003,14.180815999999993,23.350114000000005,38.22693899999999,37.90761900000001,42.80439899999999,19.252290000000016,32.28643999999997,34.34285700000004,51.62521499999997
019_Lindsay_2,25.333606,21.543265,17.870567,13.300815999999998,20.131202000000002,33.485851,31.467619000000013,41.45623499999999,19.580454000000003,29.743583,28.44571400000001,44.465215
020_Takacs_2,23.333606,20.923265,17.870567,12.260815999999991,21.134468000000012,31.982585,29.62761899999998,38.576235000000025,19.240454,28.797867999999994,26.351428999999968,46.24521500000003
021_Tokyo_2,23.833606,21.063264999999998,17.170567,12.340816000000004,20.474468,32.36258500000001,32.56761899999998,39.01623500000002,17.620453999999995,28.637867999999997,28.371429000000006,45.48521499999998
