,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10,motif11,motif12
022_Talich_2,22.753606,20.363265000000002,16.770567,12.600816000000002,19.53446799999999,33.622585,32.167619000000016,37.37623499999998,17.440454000000017,28.195010999999994,30.05428600000002,47.025215
023_Talich_2,24.513606,20.463264999999996,17.490567000000006,12.920816000000002,20.81446799999999,30.762585,29.64761899999999,38.136235,17.76045400000001,27.888889000000006,26.600408000000016,47.62521499999997
024_Smetana_2,23.693606000000003,21.283265,16.470566999999996,12.600816000000009,20.514467999999994,33.26258499999999,30.567619000000008,38.136235,18.200454000000008,28.93786800000001,29.531429000000003,46.505214999999964
025_Emerson_2,24.693606,20.543264999999998,17.050567,12.260816000000005,18.974468,33.40258499999999,31.767618999999996,38.37623500000001,18.740454,28.21786800000001,28.311428999999976,44.44521500000002
026_Wihan_2,26.013606,21.623265000000004,18.470567000000003,13.180815999999993,21.594468000000006,34.66258500000001,32.80761899999999,40.516234999999995,20.180453999999997,30.39868500000003,28.590611999999965,49.10521499999999
027_Endellion_2,24.073605999999998,21.563264999999998,18.550567000000008,13.300815999999998,21.594467999999992,30.022584999999992,29.467619000000013,38.43623500000001,18.78045399999999,29.592971000000006,26.536326000000003,44.20521500000001
028_Juilliard_2,23.433606,21.043265,17.410567,12.680816,20.912290999999996,31.464762000000007,29.607618999999985,36.296234999999996,18.400454000000025,29.337867999999986,25.791429000000022,43.285214999999994
029_Panocha_2,24.913606,22.143264999999996,17.230567000000008,12.700815999999989,20.374468000000007,30.662584999999993,28.807619000000017,37.67623499999999,18.98045400000001,28.73541899999998,27.013878000000005,48.24521500000003
030_Sevcik-Lhotsky_2,21.053606000000002,19.083264999999997,15.850567000000005,11.440815999999998,20.134468,37.962585000000004,37.167619,44.476235,16.360454000000004,27.317867999999976,28.211429000000038,43.24521499999997
031_Medici_2,26.153606,22.463265000000003,18.150567000000002,13.540815999999992,23.114468000000002,33.142585,31.427618999999993,41.11623500000002,19.640454000000005,31.857460000000003,28.091836999999998,44.56521499999997
032_Talich_2,25.013606,22.143265000000003,17.330566999999995,13.300815999999998,21.694468,32.822585000000004,30.707618999999994,37.276235000000014,18.680453999999997,30.017867999999993,27.73142900000002,49.025215
033_Sacconi_2,29.093605999999998,24.363265,19.170567,13.960816000000008,23.727936999999997,41.50911599999999,41.047619,48.17623500000002,20.920454000000007,32.817867999999976,33.531429,51.68521500000003
034_Prazak_2,25.513606000000003,21.003265,16.030566999999998,12.760815999999998,20.534468000000004,33.902585,33.207618999999994,42.65623500000001,18.560453999999993,28.797867999999994,29.131428999999997,48.325215000000014
035_Czech_2,23.353606,19.983265,16.910567,13.000815999999993,20.314468000000005,33.362584999999996,33.047619,44.99623500000001,17.120453999999995,28.987663999999995,31.061633,46.66521499999999
036_Koeckert_2,24.153606,21.183265000000002,17.310567,12.940815999999991,21.593379000000013,37.20367399999999,34.327619,43.37623500000001,18.76045399999998,28.863175000000012,29.246122000000014,48.585215000000005
