,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8
001_Belcea_1,-0.48457175345215026,-0.16616999328626342,-0.5310983758012353,0.7632660137263887,1.2933864359133063,0.331143890867644,-0.41765164800704424,1.498611281722563
002_Tokyo_1,0.1432300978413133,-0.6567852552173612,-0.22302104163399955,-0.12416786258248402,-0.6068225088589633,-1.4309047652701952,-1.2764435904180074,-0.20349463246215133
003_Takacs_1,0.2548302584604544,-0.30522323531357,0.5325019445380351,1.2703710859028903,0.12223724954346357,-0.33312048347003276,-0.6429782467584425,0.3449617176640471
004_Schoenberg_1,1.9467826004514799,0.021227211739953778,-1.2206047903660076,-0.26503038263151446,0.3704278055953525,-0.17229858231460285,-0.08603891776914649,-0.7870739381275383
005_Doric_1,2.6538133923327702,2.1524652332220953,1.229343533725833,0.7350935097165886,0.32389207633561606,-0.9764080880917821,2.0864496098150265,0.5529968849532757
006_Emerson_1,-1.1672724182819867,-0.35869205180500824,-1.1985992664969185,-1.0116017388913667,0.153261069049949,-0.9973848578077145,-1.3359638240504506,-0.36424907991293176
007_Hagen_1,-0.38662713456393255,-1.0250883236880053,0.06305076866414963,0.7069210057067785,2.239612930861142,0.7157180023262859,0.6452096668580112,1.3473129782394937
008_Prazak_1,-0.4375749453721282,-1.2176103822067488,-0.41373558183276654,0.6787485016969784,0.3238920763356216,0.15633747656824598,-0.46016610060164403,0.6002776047917509
009_Belcea_1,0.8400713275609661,0.37791408513627417,-0.8978571069527107,0.12938467350576677,0.5953504970173704,1.184199192648657,-0.3368163684217733,0.8270964564584166
010_AlbanBerg_1,-1.415772912889507,-0.907900983720072,-0.6924722175078851,-0.08190910656777389,-1.4599775452873318,-1.5497731269937753,-0.25609672814755774,0.2882248538578877
011_Jerusalem_1,0.4019201546104725,-0.6265488288745661,0.10706181640232802,2.9325488224814253,2.44902371252992,0.40805871315936443,0.02449865897682145,1.2365408709587504
012_Panocha_1,0.14323009784131513,-1.2924328246714174,-0.876300495770551,-1.1806367629501973,0.029165791024001787,-0.577849463489182,-0.37513719541244445,0.13692655037480497
013_Wallinger_1,-0.3968166967255717,-1.0836819936719713,0.9506068980507117,0.6083172416724683,0.6573981360303468,-0.86613320969516,0.24229594817370617,1.4891551377548786
014_Excelsior_1,-0.18283589133114442,-0.4977452938323148,-0.19368034314188234,0.08712591749105662,-0.7541856515147703,-0.4659733583375661,0.2923397103228074,-0.10893319278521454
016_Wihan_1,-0.20321501565442268,-0.3721874295809564,0.07038594328717762,0.7210072577116786,-0.14922117113828529,0.12836845028034943,0.024498658976815406,-1.205845893037598
017_Lindsay_1,-0.056610142663295775,0.8215518721577283,-0.7438184398690915,-1.1665505109452972,-0.6766261027485596,-1.5497731269937702,-0.8215389476557665,-2.851214943416153
018_NewHelsinki_1,0.6934664545698392,0.11330297885761371,0.385798452077444,1.3830611019421206,0.12999320442007806,1.0932998572129784,-0.03927301991509033,1.035260227305617
020_Vlach_1,0.48967521133705294,0.5234586687453754,1.1486566128725066,1.21402607788329,-0.8551712863903326,-0.2420785060002882,1.1086172001391708,0.5529968849532891
021_Navarra_1,-0.4947613156137894,-0.5595846346071766,0.01903972092597123,0.875956029765619,3.123791786795985,0.06543814113257727,0.6494611121174675,-0.9505300059098941
022_EnergieNove_1,1.0744312572786716,1.8929789804359594,1.5300856932700406,-0.5608416747344754,-1.1730072148523374,0.953454725773466,0.9980796233932088,-1.555723219842225
023_Hagen_1,0.061713600548200236,-0.8660483623029546,0.8332441040822404,1.0027322978097395,0.8668089176991248,0.030476858272691712,-0.12005047984482753,0.18420727021326663
024_Acies_1,0.1369915384078514,0.3193204151523097,0.4298094998156198,0.08712591749105662,-1.6306085525730043,0.6388031800345655,0.7770044699012729,0.7421197643071493
025_Taurus_1,1.003104322147194,0.8550339692914238,0.3197818804701816,-0.5890141787442855,-1.1032036209627412,0.275205838291841,0.164796352539002,-2.1703725777422673
026_Austrian_1,1.6042884896839176,1.926461077569655,2.5570101404941634,1.7633899060744918,1.029683970108183,3.0231626710782167,2.894224209112459,1.564804289496447
027_Calidore_1,0.49362621406522833,0.16865097805068383,-0.7144777413769716,0.10121216949595667,-0.5680427344758578,-0.347104996613981,-0.23483950185025787,-0.14675776865599197
028_Guarneri_1,-0.821312327945142,0.5285835222379015,0.03371007017203243,0.7491797617214887,-0.3198521784239634,-0.5498804372012756,-1.6973366711045732,1.3662252661748622
029_PavelHaas_1,-0.8501712058993363,-0.3135937595969934,0.4122116823775133,1.1210441370241153,1.6966960894976333,1.2750985280843357,-0.6047152394232991,0.3071371417932697
030_Melos_1,-0.9634811750491986,-0.8860350816607003,-0.6411259951466761,-2.2089331593081103,0.370427805595347,-0.913477778944,-0.25184528288810143,1.1771023868210155
031_Diotima_1,-0.48457175345215026,0.7885820511101801,1.3770783517384189,-0.04249295620765264,-0.6766261027485596,0.617826410318638,0.3646142797336319,0.6191898927271463
032_Brodsky_1,-1.0387591129088498,0.13841455170788716,-0.25969691474914736,0.7914385177361988,-0.9093047490471975,1.3799823766639625,0.9385593897607655,-0.6952141187821769
033_Janacek_1,-0.7228826858980312,-1.150646187939358,-0.89052193232968,-0.22277162661680433,0.7582255494264231,-0.7736326475044975,-0.6897441446124987,-1.253126612876046
034_Martinu_1,-0.12793707779477154,-1.120409761596564,1.2440138829718914,-0.20868537461190428,0.2851123019525162,1.3240443240881596,0.8832906013877845,0.05182125466556589
035_Casal_1,-0.5966569372301825,-0.17454051756968542,-2.0304014670912967,0.06457523665640212,-0.7464296966381504,0.3591129171555405,-0.9278250791422721,0.08018968656864559
036_Talich_1,-0.7942096210295051,-0.02899593396058719,0.327117055093207,-0.5749279267393754,-0.6456022832420686,-1.1861757852510457,0.3476084986957944,-0.42098594371909115
037_Henschel_1,-0.4273853832104891,-0.4056695267146534,0.12173216564838663,0.7914385177361988,1.091573387641668,-0.018326295697066303,-0.5154348889746311,0.7232074763717539
038_Cecilia_1,0.28983497083244203,0.4616193279705106,-0.9418681546908865,-0.39180665067563486,-0.06390566749546,-0.7176945949286846,-1.1701574589315078,0.21257570211634633
039_Gerhard_1,-1.5748549047475593,0.3276909394357317,-1.161923393381768,-1.2651542749796176,-1.0411559819497702,-0.6128107463490576,-0.2901082902232388,-1.555723219842225
040_Zaide_1,-0.6781734345232975,-0.032241604751484514,0.7232164847368021,-0.039650350553073775,0.362671850718727,1.1282611400728542,1.6613050838689982,0.0707335426009613
041_Medici_1,-0.590418377796717,0.414641853060867,0.3784632774544134,-2.2652781673277107,-0.6068225088589687,-0.9834003446637513,-0.1625071127839057,-1.7260624148186616
042_Juilliard_1,1.186516441056704,1.5414169605321653,0.7598923578519473,1.8619936701088122,-0.5913105991057177,0.0498524012336352,-0.18284857777231597,2.2267343672349105
043_Nostitz_1,0.7953620761862323,-1.1004230422388168,-0.89052193232968,-0.22277162661680433,0.30062421170575615,-0.06741473373496602,-1.3954840576829,0.3071371417932697
044_Janacek_1,1.9201649166947379,2.160835757505517,1.9555258214057505,-0.8425667148325363,1.5493329468418262,2.2330376784449757,2.507342690501586,-0.3075122161067724
