,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10,motif11,motif12,motif13,motif14,motif15,motif16,motif17
001_Belcea_2,-0.5639807138790742,-0.42810724739166883,0.8798539859747078,1.557321207154,0.4181030214140855,-0.2536040063184839,0.026925955659728502,0.1675234277478045,0.5560185612917984,-0.001290858606811885,0.7332401468713504,-0.5400136807359788,-1.7073281933463471,0.38893599866548495,0.34253704897894977,-0.4744960304823155,1.9552205135226906
002_Tokyo_2,-0.5190969372659365,-0.8520304174447404,0.14111761002376957,1.1139430996675015,-1.2530774972960093,-0.25360400631853064,-0.5103220318525497,-0.9343904542496098,-1.525727437800679,-1.5267615967875448,0.20257731699932885,-0.32922539107390375,1.6173885946421525,-0.5161252730866557,1.0479319332063646,0.8828651834903886,-0.8287017711325124
003_Avalon_2,-0.7164818535887395,-1.0034315496065478,0.44139846597524024,-0.663130923276202,-0.8327806003749045,0.27312847294987325,-0.8146590201300168,-0.4093741541521308,-0.21262611529620132,-0.8080248014812592,-0.9561655880359561,-0.8775141889041502,-1.444519538719638,-0.09210050403743135,-0.33218849245591003,-0.13515572698916076,-0.5404024605531789
004_Takacs_2,-1.0214536327801285,-1.2658601786870212,0.10309441420276523,1.6713327205076658,-0.912837152169413,1.1290687517609888,1.543952639020003,0.4472313881120903,-0.5328947305411803,-1.2753741201119744,0.29471355185286763,-0.39246187797254123,0.18834365945414663,-0.6087693402738893,0.1738556636202457,-0.7240109595214181,-0.2313905380997696
005_Schoenberg_2,0.0011705685743919698,0.5862803380924633,1.4284743828206203,0.8206845852110899,-0.5410780422478576,1.3924349913951204,1.0874471566039101,-0.6028012120827893,0.25176337680905464,0.2880206243550561,-0.48169419014709686,0.26098181998005615,0.04252274770019237,0.959053335202263,-0.6235472489846163,0.5335442828356504,0.9352159298886717
006_Doric_2,0.4855859535345045,0.20273080328254217,1.3050681996237659,0.2996329672659116,0.3080252626966472,-0.08900010654712812,-0.24402716710983335,-0.547536338388293,-0.06850523843594711,0.8499525431848453,-0.402615623832287,-0.39246187797251125,-1.7948207403986367,1.7536543730003966,0.5725571199226768,-0.6441661822289212,-0.2074959720772118
008_Hagen_2,0.1088184318988609,1.2221650931720687,0.966764147851287,-0.29219889836110174,1.278710953204908,0.3060492529041631,-0.3961956612485129,-1.1830823858747253,-0.741069330450444,0.7164241664332157,-0.10067927972119194,-0.5821713386684237,-1.153208728681611,0.38180953195877154,-0.9302406769096002,-0.5743020020979509,1.76349032862908
009_Prazak_2,-0.1782120367384503,-0.009230781743991799,-1.597085627507852,-2.0403754364507205,0.3480535385939085,-0.2206832263642408,-0.20598504357513645,-0.6028012120827893,-1.0180904732358416,-0.6237798435822894,0.12349875068451899,0.15558767514900365,0.21750784180489605,-0.754861907761438,-0.05616440732348126,-0.5743020020979509,-0.06178103155809114
010_Janacek_2,4.540322138756195,4.093739899841077,-1.9936132410697511,-0.3428706820738522,0.8984423321810573,1.3595142114408774,1.2015735272079469,0.9998801250567783,0.9083140380612935,3.5205200782174915,-0.5535837958878396,0.40853362274352367,-0.599089264016792,0.827213701128131,-1.880990303476976,0.7331562260669496,1.9322128913354566
011_Belcea_2,0.3599967796559561,0.8133820363351807,1.2926772548884626,0.02449974984353875,0.45813129731133256,-2.590979383071848,-2.2222175909131,-1.5699365017359637,-1.6698483146609333,0.14892856523877235,0.7332401468713606,-0.7929596283305587,-0.5407608993152517,0.9590533352022529,0.0818476352427985,-0.5343796134517024,0.3370177530206053
012_AlbanBerg_2,-0.765789957384513,-1.0841788200928486,-0.3586158207665721,-0.9636000325549411,-1.0829573247327111,0.3718908128126961,0.5548574271183695,-0.9974255691854859,-0.7846066460068415,-1.0138810489733616,-0.8779834851047276,-1.443774796311026,-1.036551999278489,0.6989373004073506,-0.36285783524837795,-0.2549228929279346,-1.4192307406048414
013_Jerusalem_2,-0.2993463832064198,-0.11521157425725968,0.6625785812832522,0.8352482892474192,-0.18232111704463458,-0.5828118058611954,-0.9668275142686964,-1.2936121332636785,-0.4047872844431842,-1.1028999668077812,0.2587687489825014,-0.6875654834995062,-1.503178916890894,1.7536543730004017,-0.6695512631734053,-0.9336034999142724,1.0579232482206018
014_Panocha_2,-0.2634332618703226,-0.7510963293368652,-1.0973521967175104,-1.090279491836799,-0.32242008268500283,-0.6157325858154853,0.21247831530631342,1.027512561903987,0.39588425366930885,-0.21827447082821483,-0.7548746919618927,-1.4466425709918578,-0.36544479174095645,-0.8795750751288566,1.2166133185651122,-0.843778125460192,-1.0511087856091166
015_PavelHass_2,-0.8869243038524842,-0.40287372536470006,-0.14134041607512038,-1.446877735934144,-0.5410780422478576,-0.7144949256783081,-0.5864062789219434,1.0275125619040264,0.059602207662049045,-0.11812818826449466,1.0926881755750437,0.26098181998002623,1.3257467711344098,-0.13842253763104817,-0.792228634343364,1.0126129465907459,-0.05411182416235368
016_Wallinger_2,0.328629986414262,0.37936545747132017,-0.8800767920260586,-0.1294113594028407,0.18943799287692073,-0.6486533657697752,-0.8527011436646597,-0.6304336489300374,-1.5577542993251723,-0.4296944006849715,-2.1495330433321818,0.1134300172165587,-0.6865818110691645,-2.379696316891262,-0.6388819203808503,-0.6341855850673662,-1.564945681123984
017_Excelsior_2,0.49455660881154345,1.0427494525206968,1.0498684594204417,-0.13699502523275647,0.7883645734636261,0.4048115927669859,0.364646809444993,-0.7685958331661995,0.1556827922355746,0.6051505191401793,-0.3307260180915442,-0.0973582724455463,-0.21995489345675953,0.9341107017287712,1.4926374036975847,1.5914875819614482,-0.3455417052006386
019_Lindsay_2,0.28823153743964297,-0.2110989579597404,2.210665839709852,1.4306417478721418,0.7783575044893233,-0.5828118058612421,-0.35815353771387004,-0.3817417173049219,-0.10053209996044046,1.45083023856719,-0.3091591363693224,-0.2659889041752662,0.42165711826034913,0.3129204725683573,1.4210750926926938,-1.3527885806999809,0.3063409234376555
020_Artemis_2,-0.01677074197968751,0.6064671557140358,0.8255351348018438,0.556553478827337,1.248689746281985,-1.7350391042607793,-1.8037542320316502,-0.4093741541521308,2.1253347759922914,0.5773321073169241,0.6110278171121072,1.778657505547266,0.13001529475260637,0.9911224353824479,-1.0529180480795588,-0.5543408077748408,1.7251442916503708
021_NewHelsinki_2,-0.362140970145694,0.6014204513086449,1.025664794120581,1.7727630633627536,0.34955109646590893,-0.3523663461813067,0.06030982116757982,-0.7685958331661995,-0.612961884352425,-0.023545588065420762,0.6757284622787624,-0.2449100752090138,-0.6282534463676243,2.9865331132611863,0.863915876451383,0.044495021919028384,1.4183759958205893
022_Vlach_2,-0.42942088472348694,0.20777750768793665,-0.8148941706186242,-1.2422948429750234,-0.3024059447363757,0.2402076929955834,0.6689837977224602,0.36433407757038516,0.09162906918656516,0.5884594720462245,0.7476180680195051,-0.24491007520904376,-1.2115370933831098,-0.34509007212563036,-1.8043169464957192,-0.6840885708751697,-0.04644261676659443
023_Lyris_2,-1.061852081754746,-0.6249287192020248,0.043343677912616105,0.022603991735383508,-0.22085183506988115,-0.05607932659283825,0.32660468591035013,0.08800970909806084,-0.19661268453394326,-0.9081710840449873,0.5894609353898853,-0.37138304900631874,-1.2383200202449625,0.09289669233371965,-0.22484579268218532,0.3039905481196861,-0.09245786114106276
024_Schumann_2,-0.9676602013458347,-1.407167902038045,-0.08702156490225647,-0.6849052221348588,-0.5926109449914222,-0.7803364855868878,-1.042911761338036,-0.8791255805551136,-1.3015394071291801,-0.78122815992427,-1.414938812167245,-1.1512997207561313,-1.8531491051002185,0.06468176351018744,-0.6695512631734053,-0.5743020020979509,0.3370177530206271
026_Smetana_2,0.40485005604115243,0.10179671517466876,-1.3309232567608216,-0.49488603321207636,1.1786402634617938,-0.6815741457240182,-0.6624905259912832,-0.2988444067632168,-0.21262611529620132,0.7275515311625161,-0.596717559332273,0.8722678600001786,1.0049407652758346,-0.4127915058393722,1.845334845811314,-0.5942631964211177,0.4367174491653012
027_Dissonances_2,-0.7478791470583767,-1.069038706876669,0.7223293175734051,0.8732521270319775,-0.4725261172996811,0.3718908128126961,0.022267697632882895,-0.547536338388293,0.17169622299778714,-1.1028999668077735,0.007155128889906863,3.296333191114536,0.8882840358727542,-2.037625914969196,0.03584362105405311,-0.27488408725104463,-2.4392353242388602
028_Taurus_2,-0.47427416110868165,-1.6796899399293055,0.7603525133944095,-1.6476691126769636,-0.5425756001198723,-3.4798404418372066,-2.4885124556558162,0.8539476995791578,0.528494676497659,-0.5242770008840454,-0.5032610718693085,-0.5400136807360087,0.16156073259229406,-0.7088308121711223,-0.10216842151222666,-0.2549228929279062,-0.41456457176234107
029_Acies_2,-0.007800086702648568,0.013450621865167238,0.49150516183390597,0.037167695771721854,-0.4725261172996811,-0.2865247862727737,-0.015774425901759963,-0.4922714646938359,0.8602737457745421,-0.017981905700766566,1.027987530408368,-0.8983537731615813,-0.8032385404722865,0.8949151348418728,-0.4241965208334008,0.7531174203900597,1.2803302626971842
030_Austrian_2,1.351254187768781,1.2019782755504926,-0.8203260557359094,0.3918701817609297,1.7490431949975698,0.27312847294987325,-0.32011141417917316,2.132810035793363,2.205401929803536,2.3632741463700118,0.8123187131861603,1.1673714655271736,1.413239318186658,1.3723884041914274,0.20866306748904717,2.6267764226200514,1.218976603531241
031_Voce_2,-0.9452335631532381,-0.6955825808775331,-0.08158967978497125,-0.3555386280020353,0.6582726767975678,-0.8790988254496638,-1.042911761338036,-0.3264768436104649,-1.2534991148424286,-0.8135884838459133,0.4313038027602656,-0.37138304900631874,-1.2115370933831098,1.593308872099421,-0.9149060055133227,-1.302885594892149,0.5287479379142379
032_Heine_2,0.0774211384292238,0.13207694160703026,1.162312012073594,1.6333288827231256,-0.6026180139657393,-0.5828118058612421,-0.8146590201299628,-0.7409633963189907,0.6681125766275593,0.20456538888529058,-0.8555201399989346,0.23990299101383367,-0.4241041699121712,0.8129607677147093,0.20452500641275717,-0.5047547059268828,0.45229936129158654
033_Guarneri_2,-1.6808272958704467,-1.7301569839832396,0.5213495682338092,0.40453812768910374,-1.8635087047290466,0.07560379322422764,0.022267697632936956,-1.708098685972165,-1.4616737147516696,-0.9693715900561518,-0.7189298890915264,0.5771642544732436,1.2090900417312462,-0.9365868087825334,0.05117829245028705,0.5734666714818989,-1.0281011634218824
034_Melos_2,-0.9093509420450808,0.031142853499156846,-0.26084188865541863,0.556553478827328,-0.7727381865290447,1.0632271918524558,0.8972365389304795,2.105177598946154,1.9171601760830275,0.1317835216638698,0.8200942929430823,0.13450884618275122,-0.4532683522629206,0.3604301318386364,0.048257037549311634,0.9845724588652955,0.16062598291851304
036_Brodsky_2,0.06396515551366617,-0.2565192976082835,0.20697758750532919,1.049023677169324,-0.8628018072978416,-0.4511286860441295,-0.2820692906445303,0.5577611355010436,2.0933079144677977,-0.19704151163587988,-0.9836011777228193,0.1134300172165587,-0.8324027228230774,-0.4127915058393671,0.7412385052814244,-0.22498110144321276,-1.31186183706443
037_Janacek_2,1.1538997716739194,1.0051568037401404,-2.1511379094710574,-0.31753479021747694,1.2586968152562878,1.9191674706635244,2.0765423685055433,2.7130912095852597,1.2766229455930467,1.2004645321578777,-0.23726953062858988,0.1766665041151962,0.6841347594173425,-0.6301487403940144,-1.0835873908720703,1.1922636954988781,-1.097124029983585
038_Mandelring_2,-0.92280692496064,-0.9428710967418267,0.6028278449931069,-0.16551943907924377,-1.7234097390886853,-0.48404946599837256,-0.5483641553872465,-1.2383472595691822,-0.6449887458769412,-1.5034850970626779,-0.28759225464710064,0.47177010964213123,1.471567682888281,-0.4234812058994321,-0.28618447826716464,0.6433308516128409,-1.4422383627920756
039_Talich_2,0.7143681633269446,-0.3170797504730083,0.4724626021782343,0.20185099283813815,0.6983009526948148,1.1949103116695217,0.7070259212571031,0.11564214594530899,0.18291683393292085,1.0129645418914721,-0.6110954804804277,-0.2659889041752363,0.21750784180489605,-0.9864720757295019,0.8332465336589152,-0.6741079737136146,-1.2372569378997254
