start;measure
0.280272109;1
1.203265306;2
1.986938776;3
2.801632653;4
3.823673469;5
4.705306122;6
5.497142857;7
6.264489796;8
7.240816327;9
8.124081633;10
9.005714286;11
9.871020408;12
10.706938776;13
11.559183673;14
12.451700680;15
13.280362812;16
14.095963719;17
14.979773243;18
15.836009070;19
16.695147392;20
17.570249433;21
18.430839002;22
19.304489796;23
20.143310658;24
21.413151927;25
22.358276644;26
23.234467120;27
24.146938776;28
25.055782313;29
25.948299320;30
26.833560091;31
27.736961451;32
28.613151927;33
29.518367347;34
30.358276644;35
31.239909297;36
32.232199546;37
33.237188209;38
34.204081633;39
35.232970522;40
36.177777778;41
37.157369615;42
38.131519274;43
39.107482993;44
40.039909297;45
41.037641723;46
42.011791383;47
42.951473923;48
43.914739229;49
44.894331066;50
45.884807256;51
46.875283447;52
47.773242630;53
48.727437642;54
49.697959184;55
50.650340136;56
51.564625850;57
52.527891156;58
53.489342404;59
54.448979592;60
55.343310658;61
56.272108844;62
57.224489796;63
58.138775510;64
59.127437642;65
60.054421769;66
61.017687075;67
61.950113379;68
62.891609977;69
63.829478458;70
64.783673469;71
65.756009070;72
66.771882086;73
67.744217687;74
68.649433107;75
69.603628118;76
70.534240363;77
71.455782313;78
72.366439909;79
73.278911565;80
74.175056689;81
75.049433107;82
75.902040816;83
76.783673469;84
77.676190476;85
78.577777778;86
79.477551020;87
80.344671202;88
81.208163265;89
82.080725624;90
82.976870748;91
83.849433107;92
84.745578231;93
85.670748299;94
86.586848073;95
87.486621315;96
88.359183673;97
89.333333333;98
90.325623583;99
91.265306122;100
92.197732426;101
93.155555556;102
94.084353741;103
95.045804989;104
96.036281179;105
96.950566893;106
97.884807256;107
98.844444444;108
99.834920635;109
100.852607710;110
101.830385488;111
102.739229025;112
103.646258503;113
104.584126984;114
105.456689342;115
106.372789116;116
107.274376417;117
108.192290249;118
109.090249433;119
110.004535147;120
110.929705215;121
111.896598639;122
112.878004535;123
113.821315193;124
114.799455782;125
115.799365079;126
117.373242630;127
118.262131519;128
119.196371882;129
120.105215420;130
120.995918367;131
121.882993197;132
122.766439909;133
123.635374150;134
124.524263039;135
125.469387755;136
126.340136054;137
127.158276644;138
128.034467120;139
128.946938776;140
129.737868481;141
130.512471655;142
131.541043084;143
132.424489796;144
133.224489796;145
133.991836735;146
134.991383220;147
135.898412698;148
136.789115646;149
137.674376417;150
138.568707483;151
139.443083900;152
140.330158730;153
141.202721088;154
142.035374150;155
142.942403628;156
143.818594104;157
144.721995465;158
145.614512472;159
146.507029478;160
147.459410431;161
148.444444444;162
149.509297052;163
150.550566893;164
151.521088435;165
152.573242630;166
153.541950113;167
154.552380952;168
155.553741497;169
156.573242630;170
157.558276644;171
158.572335601;172
159.550113379;173
160.527891156;174
161.496598639;175
162.512471655;176
163.501133787;177
164.480725624;178
165.436734694;179
166.467120181;180
167.455782313;181
168.422675737;182
169.378684807;183
170.383673469;184
171.375963719;185
172.330158730;186
173.244444444;187
174.229478458;188
175.203628118;189
176.190476190;190
177.193650794;191
178.140589569;192
179.069387755;193
180.058049887;194
181.133786848;195
181.970068027;196
182.757369615;197
183.502947846;198
184.252154195;199
185.004988662;200
185.759637188;201
186.634013605;202
187.386848073;203
188.125170068;204
188.861678005;205
189.625396825;206
190.343764172;207
191.160090703;208
191.936507937;209
192.747392290;210
193.523809524;211
194.309297052;212
195.129251701;213
195.936507937;214
196.709297052;215
197.558276644;216
198.432653061;217
199.283446712;218
200.360997732;219
201.282176871;220
202.100680272;221
202.846258503;222
204.085986395;223
205.262040816;224
206.454421769;225
207.652063492;226
208.901224490;227
209.783582766;228
211.092970522;229
212.716190476;230
214.099591837;231
215.504761905;232
216.571428571;233
217.653333333;234
219.034920635;235
220.307301587;236
221.483537415;237
222.575238095;238
224.026122449;239
225.239365079;240
226.313650794;241
227.382857143;242
228.573968254;243
229.781768707;244
230.907936508;245
231.935419501;246
233.218321995;247
234.321269841;248
235.589659864;249
236.683900227;250
237.891337868;251
239.119092971;252
240.297505669;253
241.351111111;254
242.703673469;255
243.612154195;256
247.083537415;257
251.637551020;258
255.242448980;259
258.638367347;260
261.886258503;261
265.465034014;262
271.346938776;263
273.741496599;264
276.458231293;265
282.331428571;266
285.968253968;267
289.105850340;268
292.236190476;269
295.292517007;270
297.856870748;271
300.712925170;272
303.194557823;273
305.502040816;274
309.141768707;275
312.981768707;276
316.808707483;277
320.892517007;278
325.024217687;279
328.903401361;280
332.813061224;281
336.936054422;282
341.398639456;283
345.373605442;284
350.783129252;285
353.292312925;285.999
