start;measure
0.411428571;1
6.871655329;2
13.239002268;3
18.946031746;4
24.032653061;5
30.098866213;6
38.693877551;7
44.555102041;8
50.478367347;9
56.274285714;10
62.148571429;11
67.457959184;12
72.728163265;13
78.214965986;14
84.323265306;15
90.856780045;16
97.390294785;17
104.202448980;18
110.248344671;19
114.700770975;20
118.976145125;21
125.672199546;22
132.316009070;23
137.781405896;24
143.484807256;25
148.805079365;26
154.520090703;27
159.695238095;28
164.397278912;29
169.090612245;30
174.240000000;31
178.589387755;32
181.488979592;33
185.359092971;34
189.193287982;35
192.978140590;36
196.112834467;37
200.077641723;38
203.810249433;39
207.455782313;40
210.828480726;41
216.154557823;42
220.525714286;43
224.899773243;44
229.462494331;45
235.778321995;46
241.603628118;47
247.388299320;48
253.268752834;49
258.478730159;50
263.587120181;51
268.495238095;52
272.999909297;53
277.533605442;54
280.769886621;55
285.257142857;56
290.008526077;57
296.335963719;58
300.390748299;59
304.152380952;60
309.330430839;61
315.373424036;62
320.638548753;63
326.815056689;64
332.152743764;65
338.291519274;66
344.514467120;67
351.375963719;68
357.276734694;69
362.853877551;70
368.653061224;71
374.285714286;72
379.735510204;73
385.493333333;74
391.742040816;75
398.158367347;76
403.572244898;77
408.946938776;78
414.373877551;79
419.291428571;80
424.078367347;81
428.695510204;82
433.201632653;83
438.693877551;84
444.013061224;85
449.462857143;86
455.066122449;87
460.933877551;88
466.699319728;89
473.092063492;90
478.780952381;91
484.694784580;92
490.858956916;93
497.095691610;94
503.576961451;95
510.455873016;96
517.343492063;97
522.151882086;97.999
