start;measure
0.597551020;1.666
1.483174603;2
2.983764172;3
4.041723356;4
5.348571429;5
7.987664399;6
10.849523810;7
14.158367347;8
17.153741497;9
20.930612245;10
23.986938776;11
27.245714286;12
33.541224490;13
36.520634921;14
39.161904762;15
42.277732426;16
48.452063492;17
50.378775510;18
52.327619048;19
54.089795918;20
55.880272109;21
57.521632653;22
59.047619048;23
60.687528345;24
62.775510204;25
65.921451247;26
69.292698413;27
73.095691610;28
80.843174603;29
82.069841270;30
83.192380952;31
84.304761905;32
85.437823129;33
86.595918367;34
87.780317460;35
88.946938776;36
90.179047619;37
91.342585034;38
92.560816327;39
93.844897959;40
95.146666667;41
96.374421769;42
97.625396825;43
98.895238095;44
100.109931973;45
101.363809524;46
102.617687075;47
103.892244898;48
105.164625850;49
106.483809524;50
108.289591837;51
111.046530612;52
113.493333333;53
115.905306122;54
118.713242630;55
121.273469388;56
124.444444444;57
127.555918367;58
130.321995465;59
132.642539683;60
135.047256236;61
137.201632653;62
139.461224490;63
141.322448980;64
143.700317460;65
146.390204082;66
148.195555556;67
149.849977324;68
151.690158730;69
153.371428571;70
155.672380952;71
157.840544218;72
160.377324263;73
162.791836735;74
166.678639456;75
168.893968254;76
171.203628118;77
173.276734694;78
175.603809524;79
178.285714286;80
179.626666667;81
180.871836735;82
181.993650794;83
183.314285714;84
184.614603175;85
185.828571429;86
187.123809524;87
188.403809524;88
189.663492063;89
190.947845805;90
192.307664399;91
193.596371882;92
194.850249433;93
196.092517007;94
197.373242630;95
198.602448980;96
199.854149660;97
201.151564626;98
202.390929705;99
203.663673469;100
205.008979592;101
206.251247166;102
207.539954649;103
208.851882086;104
210.175419501;105
211.423492063;106
212.619319728;107
214.034285714;108
215.353469388;109
216.675555556;110
217.913469388;111
219.280544218;112
221.221587302;113
224.812698413;114
227.957551020;115
231.282358277;116
234.514285714;117
237.830385488;118
240.982358277;119
243.951020408;120
248.186485261;121
252.499591837;122
256.744489796;123
261.607619048;124
268.538775510;125
272.123356009;126
275.866122449;127
279.022585034;128
282.412698413;129
285.846349206;130
289.088435374;131
292.524988662;132
295.543582766;133
299.206530612;134
302.544399093;135
305.854693878;136
309.106938776;137
312.497052154;138
315.631746032;139
318.834807256;140
321.886621315;140.999
