,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,measure11,measure12,measure13,measure14,measure15,measure16,measure17,measure18,measure19,measure20,measure21,measure22,measure23,measure24,measure25,measure26,measure27,measure28,measure29,measure30,measure31,measure32,measure33,measure34,measure35,measure36,measure37,measure38,measure39,measure40,measure41,measure42,measure43,measure44,measure45,measure46,measure47,measure48,measure49,measure50,measure51,measure52,measure53,measure54,measure55,measure56,measure57,measure58,measure59,measure60,measure61,measure62,measure63,measure64,measure65,measure66,measure67,measure68,measure69,measure70,measure71,measure72,measure73,measure74,measure75,measure76,measure77,measure78,measure79,measure80,measure81,measure82,measure83,measure84,measure85,measure86,measure87,measure88,measure89,measure90,measure91,measure92,measure93,measure94,measure95,measure96,measure97,measure98,measure99,measure100,measure101,measure102,measure103
001_Belcea_3,1.6797066076737384,0.9533628829129844,2.1672038005350953,1.335133844526167,-0.3688403460096441,-0.33885836404764447,1.625332262108519,1.83706139817157,2.02851130355652,1.9269046572117008,1.8646454256654308,-0.47806866461721415,-0.7605558298504252,1.9067403375851677,0.7609711783770277,2.0411438021667387,0.27382486751300844,0.8016294204406186,2.3437522422815267,0.3819313732847931,0.41145439235424264,-0.10206264417738142,0.7968851136125163,0.8437320315222931,2.4966885839566735,0.9942022034570365,3.926240694274628,4.863309829013595,1.9885714928465903,1.1837004148078567,-0.4892557213395057,4.021384054355811,-0.502447785744443,0.18006438111927842,-1.9258083834166222,0.9727222370198879,1.3321824733835452,-0.1998283031142798,0.5059050255395097,0.6595593193067115,0.17373810365869388,0.8998988388743148,0.6294513857728623,0.14726533871252648,0.5389117562707989,0.5535428064334563,0.35446321639804473,0.3742405942825313,0.3012549024143406,0.2892552889684625,0.8304107497991075,0.12423944033783704,-0.9355870375217683,0.4033132885291449,1.0094926070092891,-0.29015928862295637,1.2134108877247785,0.9556666600862166,1.9202695171312383,1.3344389314841023,0.44007093027073396,0.456912321825639,0.9761215913730699,0.42665661100329605,2.224301338542663,2.822162508790065,2.70210899836305,1.7766681934722577,1.554565532530039,1.3544899562209267,-0.2981987641350256,-1.3967751107986126,-1.0193181355402647,-0.4376512237641211,-1.37294715723656,-0.371377180184103,0.06868319009428564,0.22448022174368376,0.6071096305324927,0.2924615182665116,0.19012501268199283,0.7258010903203272,1.1902149340048624,1.3530513887340807,-0.00446338917664894,0.6397889632768212,0.18982990327537214,0.7631009216412056,-0.41517618095890113,-0.4927476411434842,2.7955986171667773,0.6396183854501505,0.7396613790561959,1.1740098180117151,1.1750895264675953,1.3991658519362844,0.2088506105307729,1.656270703999607,0.7272027846247873,0.5441014569132064,1.68914894026894,1.160575587599831,-0.4072279301479803
002_Tokyo_3,1.1983955781942461,-0.3265012452615057,-0.12673151342002423,-0.24828556077135497,-0.0267791584134815,0.5267090341849487,-0.3127444917607282,0.7729960051273144,0.4086072159853877,-0.2678091937361248,-0.26812424848163285,-0.47806866461719355,1.1253149641616493,0.4510075893267475,1.1570659350371109,0.5999344460106434,-0.3509751770107499,0.6261121467666771,-0.29481901549545697,-0.1476266760157655,0.12399630783204527,0.11815307254599118,-0.23451091717629477,-0.1641815445732614,-0.430656113568682,-0.7228200692314816,-0.6581118819212387,-0.6855760205355864,-0.23112721616327256,-1.2985659099491522,-0.6752863346616526,-1.239855658932542,-0.25208191756633735,-0.3727423352611391,-0.015006549754282745,-0.6016896347171762,0.15130392370401857,-0.38383855523033283,0.5059050255396452,-1.586083124999542,0.4931634424725101,-0.9554850790509504,-1.124408152504084,-0.638742880016503,-0.2975849820917645,-0.42329744021375293,-0.37661716742297796,-0.6549210399944527,-1.307022000035025,0.47321010373482153,-0.8250897371229643,0.30249602864885744,-0.3779763825037764,0.18991488193818654,-1.163257471668085,0.6605743229117834,1.2134108877247785,1.224291778279844,-0.12855190331522792,-0.6105366623759191,-0.17450110885939013,0.13316699795655074,0.07769788848081327,-0.20245666771387816,1.084444503900038,1.6687814487323072,1.1822933675034362,-0.020677687432246846,-0.0008629023433561908,-0.15443148117301767,0.8606737700183718,0.9105042412128811,0.625931898736136,0.1802804556644081,-0.8222372731837916,-1.1287394522543006,-1.431716038279506,-1.6483840408979193,-1.7931516615490688,-2.079750054265158,-1.7100594479174143,-1.0516489555865842,-0.6298064504579449,0.23519981270009235,-0.41353434864728794,-0.012436800628520981,-0.13859799471976636,-0.11747194674636953,-0.3764765388694057,-0.5364917894997439,-0.5927229121538913,0.4618858465347914,1.5493922013906871,0.13058657472984214,0.7084501975526183,-0.25699323103388827,1.3810029802019463,1.2321888143008453,0.19439542740696894,0.6032186866197131,-0.48186478104746094,-0.1389007527213615,0.5653189836722845
003_Takacs_3,1.6078525176261165,0.2234453714880937,0.5510221020667129,0.4114725247692787,1.1134248002404243,-0.42129335435550475,-0.25489145433179666,0.5449819923321225,0.46860366367319556,0.028773759094667332,0.026050878986931692,1.0283116440991678,-0.9914787842192602,-1.034433990528788,0.584929064305883,0.024234721437953077,1.0218854648203717,-0.5720489443405964,-0.03563470600364178,0.8628624407550055,0.12399630783206568,0.5674041454474588,0.356090877854117,1.4639865398887797,0.7935062144873765,-0.10469205106361602,-0.06408838504582981,0.1087730692938546,0.2911548330155023,-0.22291716922108368,1.1850197985594861,0.05063710093067877,1.1249303574135106,-0.5800448539038079,-1.7665748972781223,-2.4909801022207008,-1.4589923272056737,-1.3038898158100751,-1.2112811754346218,-1.7588248514846005,-3.0205152844801493,-0.9554850790510969,-0.9051757102193684,-0.8352449346987255,-1.134081720454625,-0.6186654895433058,-1.473237743153733,-1.2724180205607016,-1.6644168672460657,-0.4465639700964511,-1.3769232327634806,-0.945300089527652,-0.6567817100128714,0.4033132885291449,-2.179087266406954,-3.8576730778732053,-0.2955003425570296,1.2242917782799039,0.7462348620028509,-0.4961263333253201,0.7473569498357839,1.1853393005311308,1.1652634235609045,1.4441042496197385,1.8826183828067777,0.25134807749568094,0.7810834366905529,1.4066263944624713,1.1428344762400588,0.7398056077763081,2.665969292493291,2.110289504258816,2.877326682482861,1.879592574092589,2.108101820787274,2.2476194247484895,2.4292190973662877,2.331452517215501,1.1124277972865009,0.4110720968931541,1.3845266736302049,-0.1629239326331285,-0.02313265563700916,-0.8028052221886274,-0.2966569316556886,-0.5016061235574504,0.002156818706740609,0.13412030136431513,0.2040180924735761,-0.011562009224129765,0.2873606019553741,0.007680469306660855,0.3078049404778261,-0.011698412990351983,-0.26072379327070927,0.15704653970854987,-0.0255798634034485,0.5253856648029093,0.3085684325250767,0.4554256123534254,0.05064801852076558,-1.4189819237840187,-0.8202273045100383
004_Schoenberg_3,-0.8351865439930249,-0.9444226467917333,-1.1172944899006438,-0.7101162206498021,0.42930242504807875,-0.5037283446633724,-1.7590704274840498,-0.7470974135073248,0.5286001113610248,-0.38644237486843735,-0.194580466614495,0.5648100106479923,-0.4526585573586704,0.5104252525209677,-2.1877342323146998,1.3493633112118073,0.7736649031319973,-0.09424777398191657,0.666372657347586,0.4137561666346717,0.23897954164092014,1.0812408178020034,0.13895487137224888,1.8516456076178476,-0.27098276643092944,2.1617773488852405,-0.18289308442092425,0.17496882677962958,0.6828663698996066,1.2664426256331334,2.5802493984754227,1.241861186958148,2.752308500571642,0.7328710974996959,0.4626939086613304,-0.6016896347171762,0.47336317388591126,-0.015818050998357463,-0.8296842418848751,0.14133413985141285,-0.4651125739689385,-0.33702377307595965,0.19098650120358676,-0.24573877065191846,-0.2975849820917645,-0.03256134155492476,-0.3766171674227182,-0.037424059428350025,0.4799523360197975,0.47321010373482153,1.0143552483459461,0.12423944033796369,0.7372449275318111,0.8301101017109099,1.0094926070091488,0.48853907590456397,-0.41072618630039925,-0.37883579205640533,-0.0035823654126663665,-0.6105366623759029,0.6449282766474258,1.4281482934329615,0.5978379269973669,0.3324759859113258,0.583949521709753,0.6782531988852848,-0.3166454556937666,2.3581624490590003,1.0055907908100439,0.2520399228948367,1.106850432174053,0.9105042412128811,1.6650371835423357,1.647868194306808,1.5379479441855348,3.3299090455935976,1.67497778275797,2.2534165062721705,1.9967345891060377,0.8262091220861499,1.2216537198645325,1.2590361040924132,1.35567142350141,0.512760362865812,2.438435332396672,1.6314384499331174,1.9727242066777715,0.16556933237821775,0.0492195241154293,2.000668815165621,1.9155151030575117,-0.5452652073188821,-0.6638720463234867,-0.10655507147057126,0.8879268625198935,1.2808687745812901,-1.0101878539272382,-0.04005685479537256,-0.6048156084197855,-0.2835397589780554,0.2554606337392874,2.1303340505260913,0.08570680699379175
005_Doric_3,0.027062536578435742,0.46675120862972325,0.9159663565595744,2.075679307641258,3.710296326272605,0.5679265293388843,2.6666869358293073,0.8490006760590585,1.1333253063632405,1.2103987989563985,0.17313844272119436,-0.9415702980683484,2.472365531313127,2.2929551483476147,0.27685536468137206,-0.03419767069803537,-0.8508152126297831,0.15196615536124303,-0.10726817554849406,-1.045839224256473,0.18148792473649292,0.3383687892693377,0.19976109578742227,1.5415183534345769,0.04836392784455663,-0.3107347237862216,1.1286751552701095,-0.2274616612794799,1.3357189313731448,-1.8777613857257953,-0.48925572133957174,-0.7435122897544182,-1.0031795221007431,-0.5800448539038079,-0.8111739804470091,-0.0349024944661054,-0.4928145766597668,-1.3038898158100751,-1.4020796422096309,-0.7223744925740031,-0.7845379127829817,-1.161638847709427,-1.5628730370732038,-0.44224082533428055,-0.7158333512730461,-1.9862418348494821,-2.5698583188847475,-1.478250347416069,-0.5922322656130706,-1.3663380439278545,-1.1929787342166418,-1.4800698544604598,-0.9355870375217683,-0.4502803378342336,-1.3889963287059628,-0.45314355164838427,-0.7454284559143066,-0.4632109273372448,-0.8367126180965581,0.32762803583892164,-1.0622162764918104,-0.9190053046179718,-1.2935803948810132,0.33958103783570637,-0.2623444896303581,1.2036748867494198,0.7311866688548778,0.930858367164282,0.9598428956666838,0.08945136126771805,-0.12403287860423705,0.07988367448871192,0.36615557753458605,0.3347633755214855,0.34304910690383744,0.6274473314676059,0.25623309364095964,-0.08766382202986131,-0.02453807791008491,-0.06337021761316296,0.919912571168976,1.283824866795136,-0.18858914513363514,-0.5632655987527646,-0.41353434864728794,0.09626749335567697,-0.27935280814620667,0.1026712703505019,4.306180153963834,1.60697147995891,2.2235443329957203,-0.17005206960867017,0.14585877601092784,1.458579793452238,0.7084501975526183,2.404691009453946,-0.6585421430258729,-0.7468600042933086,0.42274143764313044,0.5441014569132064,1.1566361407008299,-0.11950558346282635,-0.8335498649733366
006_Emerson_3,-1.0918098338936044,-0.04071420895494579,-0.5438106614118668,-0.31426136932541715,0.5433228209134663,-0.17398838343190928,-1.527658277768316,-0.5671677557770943,-0.45338274670221157,-0.32712578430228106,-0.4152118122159086,0.5648100106479718,-0.10627412580541798,-0.14316904261547517,-2.4077868749036386,-0.09184604494426772,0.39878487641773347,0.20437795749226892,0.34727840127882753,0.30147959810460817,0.6989124768764197,0.2649635503615642,0.6340331087511393,-0.24171335811911354,0.048363927844575536,-0.03601116015608897,0.2923257130793902,-0.15600996064931594,-0.5575534968999952,-0.5538860125220143,0.2548667319488837,-0.44570626824751564,0.12346688470099901,-0.30364149571359916,0.6219273947998304,-0.0349024944661054,1.4395409244318182,0.9042332095813849,0.5059050255395097,0.1413341398515356,0.4931634424725101,1.1060526075326451,0.8486838280574222,1.522779721488363,1.3754084946336593,1.7257511024102186,1.8166239840390512,0.9917375748487802,1.1473336413063018,-0.02985112820646308,0.646466251252138,0.12423944033783704,1.573660910058898,-0.6636787444251919,1.4045380758597845,0.48853907590456397,-0.7564037175309176,0.6336658313138479,-0.2524821112275857,-1.4348619390821127,-1.4377880781824406,-1.4470177405823366,-0.8905286075803198,-1.1959030244463882,-1.0447963176279966,-0.8651730092156409,-0.3329379978112938,-0.3033341156057968,-0.3210981683467462,-0.6421971660544891,0.6144971078628071,0.8182130671323742,1.232076648206337,0.6437292152357501,0.12183681376382714,0.8404024551283639,-0.21264166522579198,-0.08766382202997221,-0.7193505571967677,-0.4192019534929218,-0.5699487715578626,-0.7405951975527831,-0.46434996096139736,-0.48341905760749593,-0.5888504741347284,0.041915346363616615,-0.3731893504305891,-1.1238409391893316,-0.8021726018541857,-0.798956679637551,0.3313647776607967,-0.6835016264752537,-0.825818210790385,-0.4859817053912462,0.10734515647752073,0.9109567711190847,-1.0101878539272382,-0.6054993743937214,-0.5667579400470649,-0.253981144124781,-0.7686024423533798,-1.4981462163880885,-0.48607550586592463
007_Hagen_3,0.07154381102241751,1.0692226895014576,1.2287757175534524,0.14756929055302992,-0.36884034600965426,0.6503615196467446,0.06330025152733702,0.5589440503822825,0.9975503454233199,1.4523719326824505,-0.12103668474734405,-0.9415702980683895,2.472365531313141,1.22343721085162,0.8049817068948216,1.6952535566892835,-1.1007352304392777,-0.33314835916125646,1.4321988719125245,-0.9335626557263697,-0.910852796447849,-1.7169779001487109,-1.0487709414832378,1.308922912797158,-0.37743166452275817,0.5821168580117766,-0.12349073473337703,0.5721433716943736,0.6175811137522714,0.6872471498564902,-0.11719449469534403,-0.644243615918737,-0.25208191756633735,-1.2019524098318144,-0.8111739804468959,-0.9795477282178006,-0.8148738268418884,-0.9358693115782306,-1.592878108984504,-0.20414931311870446,0.4931634424725101,-1.161638847709427,-1.1244081525039282,-1.22824904406331,0.12066338708951718,-0.618665489543167,-1.1076975512434812,-1.2724180205607016,-0.5922322656131975,-1.552380745841637,-0.6390574685175309,-1.1235566778385457,-1.49319769253976,-1.0174079431900445,-0.8358437870849743,-2.9522134009198764,-0.9021989776195386,-1.8671667720862506,-1.2949342570727058,2.5471884194203356,3.2397879974190826,1.1853393005311308,2.158258042547028,2.663253976706873,2.036997893798523,0.7365602287532566,0.007683535237943976,-0.4964457147304362,-0.4125939586334662,-1.33319855296983,-0.9446217524565471,-0.6584457181549503,-0.6729497072716136,-1.2873072829781018,-0.6648915920258738,-1.0530032250472379,-0.21264166522579198,0.5366242655172289,0.4807800888440131,0.5296826755197123,0.7330348585675157,0.548056085729674,-0.1334369819681454,3.309291646793532,-0.13565244587886416,0.2182826281383122,0.5182578012705773,0.8574480146827347,0.5523148712793102,0.6883443644766476,0.11134389913355854,0.5211300261732444,1.4954101465683622,0.37278408082728975,0.2020890931470831,-0.6710330017764945,1.2169016484479982,1.185068604334294,-0.07200825120196723,1.2535082133914548,1.525298848094204,0.9278335564975195,2.257284162510298
008_Prazak_3,-1.1226029041835124,-0.5064721399367971,-0.2310013004179866,-0.4462129864335474,-0.0267791584134815,-1.7402531992813568,-1.2383930906236533,-1.6591534646881057,-1.811261348463951,-0.08985942203765583,-0.4152118122159086,0.10130837719679632,-2.0306320788789765,-1.7474459488594511,-0.6913762627099391,-1.9365940208240717,0.14886485860819465,-1.9457273091218326,-2.2692944984847467,-0.5967329501360993,-1.3707857316833485,-1.4233569445175909,-1.374474951206011,-0.09825236692458149,-0.2097932785852938,-0.516777396508876,-0.8363189309838381,-0.5531845055640129,-0.6228387530473537,-0.4711438016967963,-1.605439401272288,-0.44570626824751564,-0.001716049388098288,1.4238794929752423,-0.17424003589278275,-0.6016896347173105,-0.4928145766597668,0.35220245323361793,-0.25728884156011944,0.48681759282153014,0.4931634424727371,0.07528376424070084,-0.247478383365533,-0.24573877065191846,-0.2975849820920617,0.5535428064334563,-0.3766171674227182,-0.24325638628357132,0.12255746880875681,0.65716491850105,0.09463275561162168,0.30249602864873076,-0.6567817100126733,-0.4502803378342336,-0.7682120028177299,0.09013415599096657,0.2916041377769208,0.12741501962875126,0.7878913746370677,-0.19865947779379825,0.44007093027073396,-0.10964199494527985,-0.15872940175397166,0.17963808487555713,0.7235563079386718,0.08715380003812127,0.2907716001343254,0.013844569259675284,-0.1381065877734037,0.943041309810293,0.45037933309227507,0.07988367448858076,0.10637925633315917,0.5664877553071566,-0.2715273891310233,0.3859850918862023,-0.4939665205458696,0.30251623268712546,-0.08770284875427983,0.11454565032663219,0.40728895103617113,1.4812173598307614,0.6386933023494163,0.7542023301444806,-0.4719730571431291,-0.33854968258119206,-0.27935280814627333,0.35426351846127596,-0.8795718860332866,-1.630095498407232,-1.4288022505576714,-0.6835016264752537,0.09187672118860284,-0.34369671767098464,0.3136015346245921,-0.5020367544940605,-0.2566614980175124,0.4311452448698065,0.23245309577968956,0.7805703757392752,-0.35897721191633625,-0.4492234608577582,-0.034196237175836156
009_Belcea_3,0.16506550192390015,1.2978547516050751,0.9159663565595744,0.2795209076611543,-0.710901533605827,1.1449714614939466,2.1678520132502053,1.7036656002192927,2.130409270309507,1.7668447692279885,0.21883119439526624,1.0721936612461482,0.6249818963625298,0.4807164209238523,1.0250343494837446,1.6952535566892835,-1.1007352304392777,0.6821791278509699,1.7512931279812602,-0.9335626557263697,0.5839292430675652,-0.39568359980855355,1.5047946361447635,-0.24488053270247917,-0.15584497703235783,1.944522520721958,0.5289935845870029,2.228086511595212,2.119142005141307,-0.4711438016968551,0.4408973452710306,0.9440551654513158,0.37383275287910467,-0.16543981661847024,-0.49270700816989593,-0.2238315412164176,-0.8148738268418884,-0.9358693115782306,-0.8296842418847395,-0.2041493131188272,-0.14568723515512233,-0.5431775417342899,-0.9051757102193684,-1.22824904406331,-1.5523300896359067,-1.400137686861101,-1.473237743153733,-1.478250347416069,-1.128324566429695,-1.1844711163091801,-1.1908909641580472,-1.1235566778385457,-0.9355870375219664,-0.4502803378342336,-0.17564379954205694,0.4704276006048895,0.29160413777700267,-0.2944606567755659,-0.5867735422913758,1.6547878528257538,0.815642731961364,0.8615939766619275,0.9761215913730699,0.4088949364292237,0.7235563079386387,1.2036748867494664,1.704173641650045,2.146709992482044,2.149288169393394,1.1056298714374118,-1.43697507676791,-1.950522155281392,-0.9327260284730405,-0.8238585234068695,-0.9157163423597288,-0.12991494060259173,-0.01552202785068784,-0.4077714407202575,0.2281210054669641,-0.004064928299925996,0.6244528893904265,0.548056085729674,0.8041497918460424,1.2332815770161494,0.6383624042772716,-0.012436800628520981,0.002156818706740609,0.8574480146827347,0.6297141554584111,0.07592628748845187,1.7835025759410563,0.9358392836424156,1.1175357628122407,0.17801490397001918,1.6417288553824703,-0.37529030838896665,1.4278890749888173,0.7138665046690479,1.1838948050971643,0.10072223411434318,0.747010910263728,2.0915437120090488,-0.12745416041888638
010_AlbanBerg_3,0.357817691181146,-0.19519395107291002,-0.12673151342002653,0.14756929055302992,-0.36884034600965426,-0.5861633349712398,-0.2838179730462599,-0.5051213426619732,-0.32237150370870893,-0.32712578430228106,-0.19458046661448192,-1.0574457064311835,-0.18324844392836523,-1.0641428221259035,0.2902279637714965,-0.167010877705235,-1.1007352304392777,-1.049850114699276,0.09200299642384799,-0.8212860871962662,-0.39342824430790185,-1.2031412277942184,-0.2345109171762755,-0.47430879875653226,-0.11130941929317696,-0.10469205106361602,1.0645562590173774,-0.08981420316351742,0.09529906457349652,-1.38130812077437,-0.3032251080174909,-1.0413183112612503,-1.754277126635238,-0.16543981661851934,0.1442269363843304,0.15402655228420678,-0.4928145766599957,-0.015818050998357463,0.8875019590893919,-1.2405996720293018,-0.4651125739691655,0.07528376424084732,-0.247478383365533,0.7367715027593335,-1.134081720454625,0.7489108557628704,-0.3766171674227182,0.16840826742716378,-0.41353483200761376,-0.2626091553302227,-0.457200740029156,-0.4105303245948441,1.016050255040708,0.18991488193833816,-0.3731665339672345,-0.8424879802439637,-1.332532936248257,0.6336658313139079,-0.5034605170230014,0.7852693520412691,-0.5500729105500202,-0.028705663978022152,-0.3478712339418063,-0.8520177471159154,-0.3989962655508182,-0.1715359260389899,-0.7657163662146117,-1.923749796625192,-0.9158208052101012,-0.8454328680884162,-1.0266806398418131,-0.9353192403963401,-1.0193181355402647,-2.1369633421923018,-1.0582557949207243,-0.825794543426157,-0.58774147231914,-0.6339158986338425,-1.0351744114180117,-1.3087812931923188,-1.6557684633289083,-1.9848102296876715,-0.6298064504580233,-0.5632655987527079,-0.9979214336054504,-0.44725397656539,-0.7016172484257276,-0.05457388471869837,-0.6473740334961489,-1.5426072016945882,-1.2087813720303706,-1.0192186444264781,-0.933782320435035,-1.2397791133356293,-0.587608232708918,0.8076804651612288,-0.6819851904193084,-1.3594227338582088,0.08022242228886117,-0.5477568274975868,-0.9349614890646698,-0.25527176827251713,-0.2606797650517937
