,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,measure11,measure12,measure13,measure14,measure15,measure16,measure17,measure18,measure19,measure20,measure21,measure22,measure23,measure24,measure25,measure26,measure27,measure28,measure29,measure30,measure31,measure32,measure33,measure34,measure35,measure36,measure37,measure38,measure39,measure40,measure41,measure42,measure43,measure44,measure45,measure46,measure47,measure48,measure49,measure50,measure51,measure52,measure53,measure54,measure55,measure56,measure57,measure58,measure59,measure60,measure61,measure62,measure63,measure64,measure65,measure66,measure67,measure68,measure69,measure70,measure71,measure72,measure73,measure74,measure75,measure76,measure77,measure78,measure79,measure80,measure81,measure82,measure83,measure84,measure85,measure86,measure87,measure88,measure89,measure90,measure91,measure92,measure93,measure94,measure95,measure96,measure97
002_Duke_2,-0.4481454486648492,-0.42814058406462263,-0.4051897101632946,-0.4858748916819047,-0.568000062832916,-1.1196102872111728,-0.35976172655418537,-0.6813221822686174,-0.9689696902263168,-0.47398275326507544,-0.3013799423005155,-0.46670353559554895,-0.27676189728055645,-0.3228726184135515,0.004930535098706281,-0.4771532847526005,-0.6548473825767316,-0.38188499847381707,-0.30566980740491484,-0.3415498461538649,-0.3019219367304415,-0.5493759599798733,-0.3371721252133289,-0.2772644681102441,-0.20028729962580408,-0.6514278864532725,-0.29519612027085823,-0.43084065859627574,-0.40424242996212795,0.1752723989926589,-0.13448720656224625,0.09018650013242002,-0.028022779970725567,-0.4278329542054214,-0.5189747404374626,-0.26732720782519975,-0.3217951511253564,-0.12626940639813217,-0.24058884403954048,-0.007384134461493519,-0.4351703379504953,-0.5532095484755757,-0.3036091043918049,-0.017846426641054937,-0.05777723596565836,0.005961254881824268,-0.21249754644450336,-0.42239126998620596,-0.6728109058679129,-0.12432407399923324,-0.614027645408084,-0.22380102420300035,0.014666975078839852,-0.05971448221291844,0.27647179053169185,-0.18632284620466985,-0.2062842164487044,0.23177463183764818,0.0360100585017854,0.07068349742609818,0.13620702605699103,-0.0520237467512497,0.019588125017134257,-0.13611041099542973,0.09426562443541464,-0.14008930549609405,-0.3669190420706464,-0.25384327149411623,0.007321390987576279,-0.021256987477025212,-0.08657092277983455,0.2928846458902612,-0.02209808571105551,0.29639194949251263,0.21681792824231794,-0.26136197031179254,-0.06946773953499168,-0.3325153208723349,-0.4649185349961656,-0.18726426624015685,0.13418131686533427,-0.637245756283663,-0.2567244502511498,-0.7781655379425074,-0.6424521715125376,-0.6291908467281588,-0.6368562805552272,-0.25402140956087466,-0.9124324653988047,-0.7327536328902198,-1.0953621805339757,-0.24888179917985548,-0.7184742323293432,-0.9812383532668939,-1.1995121731734637,-2.4158132655039966,0.7851658115060939
003_Skampa_2,-0.8189810384603012,-0.4668216093602546,-0.5349111935544572,0.13041603903136942,-0.1504684434882813,-0.0028655721580532587,-0.6573938154688179,0.015885501000926814,-0.382532859466928,-0.43665241414740164,-0.5820942187015437,-0.60011308949127,-0.5368032819521431,-0.7039598496515415,-0.13230118268388727,-0.3406202992232467,-0.07034000765258465,-0.625408113583049,-0.8111085186673677,-0.71979242882098,-0.688924837677332,-0.880949912529569,-0.5497535980709789,-0.9283330860390133,-0.5334027647990639,-0.12953832483868846,-0.7684074285081475,-1.0641493850466512,-0.584682585500636,-0.570002176724365,-0.731775688967403,-0.9272830908073485,-0.8064407397554616,-0.5294417588719614,-0.6718296956200545,-0.824473544777016,-0.9078110015907055,-0.5963137663773335,-0.40562228528435196,-0.6643420940035081,-0.785487773709953,-0.41603127156553793,-1.1025497406386877,-0.28149242910992317,-0.6622982157068192,-0.427126717139107,-0.5429561835411865,-0.42239126998626625,0.43000221110518416,-0.29619472020634613,-0.4663881160309814,-1.0226785484157597,-1.2184444221042865,-1.3477469260877926,-0.3412793898811776,-0.8297435468464531,-1.0257497647987552,-1.1084778462356069,-1.6146107896187665,-0.4459541961232362,-0.2569854110206146,-0.5689971357064857,-0.2718161921632593,-0.5048627332045492,-0.8145019908563986,-0.2854588441856486,-0.4041612825500967,-0.07528334213793962,-0.36601083004050916,-0.6419739573476507,-1.0707829711044232,-1.843679243452747,-0.5803898104064402,-0.6048529185461474,-1.020199995452443,-0.8704052053964104,-1.0512357463705537,-0.5817044443535465,-0.7048500928905906,-0.6882696399832908,-0.23427502530136038,-0.8494065994329845,0.07797485016977276,-0.081183784235117,0.759290539521454,0.5796349284386594,1.159423267070416,0.08679832400560522,-0.2745124242768759,-0.5159675110522607,-0.7469824518132014,-0.42964586812195377,-0.6568710603613894,-1.0349663606953252,-0.7640010700248185,-0.37154469988958655,-0.38967716811709824
004_Prague_2,-0.5119344677609498,-0.3120975081777232,-0.1708254261471938,0.17837511646608575,0.4536726701481602,0.3247429659743678,0.3067379351142009,0.19018742181831866,0.4552340416179067,1.0192308114416513,0.0729057595674999,1.0008015572573183,0.4600220259556725,1.1591332808452914,0.6453452180841212,0.9095814928337369,1.1829986368465306,1.1604280638847582,-0.9121962609198438,-0.05786790915360414,-0.3502972993487598,0.4927136051763036,0.13050711507352533,-0.7547147879246769,0.32318359901000887,0.6098104759418256,0.0324117085087837,-0.0350227045647946,-0.32074397760741047,1.1599831911789358,0.6618974366447473,0.4293430304457221,0.020628342515772904,0.5374506901268897,0.5510099458408976,0.6755358239393373,0.6885945420232199,0.4594077301638615,1.1372056587467594,0.7311394058519787,0.585543636368017,2.1978990802263896,-0.5033442634535433,-0.5890794319902902,-0.05819807557078069,0.054517634678255086,-0.07087241626012439,0.3415754515212586,0.869591396767182,0.9176180864173392,0.10397045319976439,-0.0740114884131124,-0.09256010293706762,0.8143075332735893,0.22499252549733484,0.2962426792765914,-0.06590427845884526,-0.07309109951923977,0.1601529664038239,-0.05847754044740373,1.3872738713041675,-0.09902132756544706,-0.028979261179551994,0.5194492729320619,0.9575948589625533,0.4413888492626749,0.48960966252000143,0.8532172199089475,1.0059864542347434,0.10430732606071355,-0.034770288657387044,0.03141708276562728,0.805487781240698,0.2433775454904335,0.6291572361405228,0.3984348676963391,0.3512899776803062,-0.12485771797128586,0.25487613868683695,0.22264922136782656,0.7860656145450878,0.7630158085014734,2.229613210018852,1.1820956443595205,1.2222033267248733,1.7093472249855475,1.7709226875388173,0.2998106574845492,1.56022283588949,2.5777308693048817,1.8465110842200123,1.8007274802402082,1.8062415955016413,1.059877903339641,1.5957577742395064,0.9111336157899674,0.1977443216944709
005_AlbanBerg_2,-1.2957696539115993,-1.1243990393860122,-0.7624647981839958,-1.548151671183889,-1.444816463456648,-0.7431569253813243,-0.35976172655418537,-1.378529865538177,-0.5919745847381405,-1.1832591965007584,-0.8160227823690449,-1.133751305074138,-0.8401848974023687,-1.2186054525307315,-0.9486377790854045,-0.9692204638961334,-1.0067753437429023,-1.0312799720984742,-1.4681788433086065,-1.4289972713217665,-1.462930639571113,-1.4967301101218706,-0.8898839546432612,-0.9717376605675898,-1.5327586779714881,-0.9993557105622897,-1.1324161271521882,-1.5536713024257776,-1.3908872799823475,-1.263920297279652,-1.3788382115730544,-1.2664396211205817,-1.6821609445132637,-0.5802461612051953,-0.9011121283940509,-1.5231179083502622,-1.0207613709403927,-1.0326676960176928,-1.1321029340777582,-1.1422102671474506,-1.2465460993954058,-1.0676280868881074,-0.8029470020460446,-1.380017439396895,-0.8948062848380298,-1.1008191180604645,-0.4013310533569416,-0.6346042481827976,-0.8697418196130309,-0.9660412283507646,-0.8310798995218383,-1.0226785484157597,-1.4865121171440934,-1.4397492435074077,-0.6501549800876123,-0.23994123792484387,-0.7210106557447659,-1.027571958035495,-1.1236650318816057,-1.2209075074749625,-1.0076255181689002,-1.085970524661655,-1.0003269851142431,-0.5048627332046074,-1.3143241792667861,-0.7215674602547253,-0.881445145012787,-0.7603645146841673,-0.7972099765270426,-0.940486470710855,-0.8635804346150749,-1.4328012707319955,-0.987614930488123,-1.0819825545666677,-0.6078606875542382,-0.8704052053962661,-0.34997288434519025,-1.0800826913159696,-0.800822716048388,-0.46053992464534965,-0.886159322981114,-1.061567442582306,-1.8345925808070056,-1.213779134009611,-1.1585334845160038,-1.6233604269609725,-1.8980738352711555,-0.2540214095607536,-0.5766850753346467,-1.1849066150687801,-1.0787734991181261,-1.00646656166393,-0.5119820806046679,-1.0349663606954016,-1.1632195812444357,-0.050875120969698075,1.6378744257486666
006_Panocha_2,0.7173378335494299,1.0030573518737935,0.8759211551486854,1.1375566651605271,0.6845947952009881,1.1809380350823533,0.9732375967825871,1.9207549365238095,1.514412262573193,1.5418555590890048,1.1957628651715793,1.4899699215416076,0.980104795298892,2.0906798460937233,1.6974550544172842,1.8937158511208028,1.4567203844202097,1.3633639931424852,0.8568392284988128,1.4680737780841004,1.1360671610861308,1.0611260952614818,1.8736751925063704,1.328704789447391,1.6556549773557607,1.305666124159798,1.0880369345765848,1.3107583391421793,1.1687849139481636,0.5283290914834136,0.761445517045595,1.0107542252684862,0.5071395673812416,1.2487123227928145,0.35994125186263065,0.5469635923350158,1.0422530148653797,1.1116617915293376,0.6914486137276505,0.8614670894367127,0.8692718367898263,0.9290000188087233,1.8934776452869633,1.6958525894064636,1.3372711788216713,1.2796922289496746,1.4648444037310653,1.9968366814542997,1.4934291453291682,1.5690508032038302,1.2358735117573871,1.6236032505389038,1.3013919112701104,1.6883295487600316,1.4604948863230005,1.4222289053997121,1.5250683520928472,1.0177441673562775,1.5815228930769827,1.4483761205144459,1.1728052692616986,1.5928915817424525,1.670879255705985,1.3798713580869457,1.8663624742542373,1.6528016716768688,1.8302632870965065,1.6031614237627274,1.5547853679447552,0.9998448661507506,1.312046198523598,1.1295808478888816,1.4951426703672681,1.4096944335403931,1.6600055058864742,2.0733037641784975,0.9123002673007033,0.9134302965337231,1.1666160586854342,1.6345734564619485,-0.6027313674682162,0.29626195357313484,1.0342585656582979,0.6593593290789467,1.0566299024680181,0.7046858706973038,0.47148641904354627,-0.8504559433020632,0.49770657287069714,0.698034771240039,0.6465364630703361,0.41635781573957475,0.4660185327526363,0.01272978416000042,0.7699162156346143,-0.7576569273124989,0.2545915626440332
007_PavelHass_2,-0.5011219614927722,-0.3120975081777232,-0.5349111935544532,-0.3971338127505739,-0.7895486030314631,-0.2702415723977051,-0.0931618618868372,-0.8556241030860015,-0.8433046550636013,-0.9219468226770815,-0.6288799314350373,-0.60011308949127,-0.4934630511735505,-0.19584354133423157,-0.4982524301041151,-0.6560868044411551,-0.8503629165579468,-0.5036465560284475,-0.6594769052886175,-0.5306711374874393,-0.44704802458549964,-0.407272837458604,-0.1671069469271726,-0.7547147879246769,-0.10511077260109544,-0.21651810631705526,-0.04039003122001412,-0.04956307710616061,-0.7646488873220408,-0.8851853772080153,-0.6322276085665554,0.09018650013248887,-0.36858063737656055,-0.021397735539188934,-0.3661197852548164,-0.6530439026379815,-0.824094451524244,0.11018232132871462,0.8940654523727471,-0.05082669565642544,-1.4991510895321039,-1.101922656115629,-0.6531456327497585,-0.5890794319902902,-0.15078046361819547,-0.4752476029191649,-0.3541226766287482,-0.7194894394614584,-0.08201816463227922,-0.7258713357240368,-0.5156012924901089,0.07577804737677554,-0.09256010293699143,-0.3357214344718948,0.4309095856349092,0.29624267927666764,0.3552355355107321,-0.4367028551445629,-0.34420639688329563,0.1998423826513961,-0.5429435470771382,-0.381006812450097,-0.8060574403272222,-0.17708289124086157,-0.08748789862302549,0.0537367460902541,-0.7765632051356515,0.9246404774188651,-0.2092111404089817,0.03526386932401925,0.503321748446932,0.3451781585151285,0.3457178551564921,0.4554351614993527,0.5260724091660448,0.09391325015410235,0.21103740527520687,-0.41557836203266,-0.0330417307864186,-0.18726426624015685,-0.5460457763656044,-0.5948135876538468,0.07797485016977276,-0.3425519418752801,0.12213476177860978,0.03774751198457251,0.43326770526431196,0.1294007907013698,-1.416053550494994,0.004319181358619244,0.06590358186886212,0.3663936072649919,0.6941933202979198,0.36196183244510893,-0.9358356050312477,-0.33677810498012034,0.17879524137798605
008_Emerson_2,1.4590090131403364,0.8483332506912588,0.4663246668155232,0.46612958107441343,0.4477082309658172,0.9581403871060556,0.6622044213373238,0.7566686644748403,0.5370147520845485,0.6477062109239281,0.11969147230101013,0.8846351882026255,0.35653638991407793,0.6933599982210682,0.5081135003015276,0.5069810735344653,0.7528644620878959,0.4298587185570333,0.5535760017413124,0.4149353191802982,0.520459227781761,0.3979781901620904,0.4281211770742535,0.9380636186901417,0.18041880847296282,-0.04255419426253127,0.32361866742402673,0.2024680678540997,0.5559897721169597,0.326766367021292,0.2139310748408267,0.283990231740031,0.6044418123543077,0.7914727017933482,0.4363687294539266,0.4183913607308161,0.6828034496723593,0.898354747084852,0.40778503962460744,0.16638611031811068,0.7628737616316604,0.9290000188087233,0.8897061067328729,0.5139297573886535,0.4998212903441116,0.24700117779869177,0.023544337195994098,0.2142476646033881,-0.08201816463227922,0.21941721841487044,0.17338317793641617,0.724866035799576,0.22912113111080717,0.26229362875570206,-0.2383208598122441,-0.07908606276439804,-0.3466641544385635,-0.1639940384255867,0.1601529664038239,-0.273742349156152,-0.7009979705906124,0.39077571028398794,0.11672289741064479,0.273614391459238,0.003388862906194573,-0.33391535708216674,-0.2483587111850135,-0.5103831133996078,0.02598839403819807,0.05455524050006166,0.37963478432130965,0.3451781585152771,0.16180988472265298,0.4024207574971229,0.11373310126783998,0.09391325015395809,-0.11621859700331381,0.24892596725053154,0.014944580792411864,-0.14171832317251684,-0.37598900305793015,-0.043195395465634924,-0.017653521378984606,0.31086845222531334,0.5044282284242438,0.3712166913408789,1.3505168359668052,-0.5096362097355832,1.236350831011883,0.4812486494020799,0.6465364630703361,0.6470860931563652,0.7195742473267446,0.33509782873089333,-0.43736774266315415,1.1115521026148907,-0.16228820431906454
009_Escher_2,0.13459619244229035,-0.15737340699519012,0.2387710621859765,-0.10937934814223771,-0.48449373896399056,0.009749798278380534,0.2623046243363095,-0.11484093961211127,-0.13120278914148206,-0.02601868385305612,-0.1142370913665078,-0.19988442780412286,-0.1467412049447477,-0.16002981020297993,-0.17099137831741235,-0.38768652490830735,-0.5766411689842676,-0.7065824852861456,0.14922503273133575,0.08397305934659344,-0.06004512363860914,-0.12306659241599806,0.002958231358953455,-0.19045531905309132,-0.3430497107496467,-0.042556368811457364,-0.2587952504064334,0.3212134540634906,-0.32074397760741047,-0.12771553706466118,-0.08471316636178704,0.09018650013242002,0.06927946500234052,0.23262427612726952,-0.7100434344157839,-0.5673290815684339,-0.6566613513912617,-0.20508664897372908,-0.40268231495560625,-0.18115437924115946,-0.017378789528189165,-0.8200230117940017,-0.3036091043918049,-0.1936104282869879,0.2677340608180233,-0.6677311460395332,-0.16528916971637705,-0.1677356961504045,0.3118436628580126,-0.21025939710275918,-0.2203222337358339,-0.22380102420300035,0.014666975078839852,0.03228783520669675,0.07055473039404431,-0.5080331965254853,-0.3466641544385635,-0.39125138569132484,-0.06910024757576831,-0.1015305021891289,-0.6859226151053492,-0.6159947165205495,0.11672289741064479,-0.21805537148640985,-0.26924142168133647,-0.4308283828753408,-0.32967866361011444,-0.11099675647448393,-0.28761098522474543,-0.19420518730249076,-0.19017219102458235,-0.2823439929837253,-0.2979600413616836,-0.3927953025370775,-0.24706379314327237,-0.26136197031179254,-0.4434745992818345,-0.08332619739124131,-0.5129048465751325,-0.27835615237517797,-0.5591571535876368,-0.32059145466653083,-0.06546770715349919,-0.16830650344846343,0.16461181362820518,-0.2540380199523437,-0.06357557386616901,0.17200325739725547,-0.10663872924484458,-0.25582416484675913,-0.9405267455469527,-0.968011848761168,-0.4033153457872811,-0.4708222826962626,0.1166495609114919,-0.8010124564748654,-1.0498015418329927
010_Talich_2,0.18757270527021105,0.2681178712567686,0.46632466681551915,0.6579658908133043,0.6845947952009955,0.30254685747936816,0.17343800278052676,0.5387912634530869,0.4552340416179067,-0.06334902297071666,0.4939771741690255,0.5116331929730293,0.5467024875128732,0.6086739468348801,0.6453452180841212,0.7306479731451505,0.4791427145142168,0.3080971610024028,0.40194438836256213,0.17853370501338062,0.4237085025450212,0.7769198502188759,0.9383167119326619,0.24359042623276514,0.6087131800841009,0.7402834099826722,0.17801518796645693,0.47954063567610555,0.013249831811400001,0.09952541497828851,0.8112195572460542,0.7684995607589553,0.896348547273575,0.5374506901268897,0.8949335950018107,0.6326784134045635,0.8141693671229419,1.089945670768749,0.9345888201017204,0.3835989162926468,0.7628737616316604,0.07163578812112159,0.24566258302788718,0.07003557418188032,0.5002421299492339,0.7758954273635027,0.7316699881175536,0.34157545152131896,0.3512298456070698,0.6490938339326833,0.6163017660676537,0.8247257263261443,0.7652565211904208,1.0443133268226599,0.8942229709444881,0.7788082047580813,0.16806228485749794,0.5177780033716923,0.38940388785115176,0.1998423826513961,-0.04251680897824733,0.9349254503448914,0.5052619869844108,0.19166943096837433,1.3211019050791752,1.0713235169181,0.4896096625198956,0.6032358186244895,0.9667865318268057,0.701332352787405,0.7422392231777061,1.0249938226391468,0.8974417664576175,1.0385936055244833,0.9899541305516351,0.6522028823147736,0.9123002673007033,0.9964933376940484,0.30286245026580383,0.26819516443533714,-0.4893601852629926,-1.1888639484718748,-0.11328189292787788,-0.21186786305513663,0.45559448576548195,-0.7063201837309521,-0.02535686008693466,-0.552238676431469,-0.2745124242768759,-0.689396408522554,0.14332129936231863,-0.32579122498527013,0.25952638102785813,0.3082338250166777,-0.11073441530169605,-0.010791423604747616,0.15984616106150118
011_Prazak_2,-0.5540984743206929,-0.002649305812660437,-0.26184686799900764,-0.30121565788112853,0.18355685198743538,-0.19939095829376835,-0.0931618618868372,-0.15841641981644955,0.07823893612973035,-0.02601868385305612,0.11969147230101013,-0.24435427910270177,-0.060060743387531625,0.1852436899037734,-0.2695329004664808,0.1043806542351938,-0.10740388742937333,0.4298587185570333,-0.052950451773652554,0.17853370501334703,-0.20517121149370166,0.3506104826550006,0.5556700607888556,-0.10364616999587685,-0.009934245576420617,0.30537362984645494,-0.18599351067763562,0.4003770448697981,0.22199596269814914,1.2736036672004913,0.01483491403906063,-0.2974209630827332,-0.2712783924034945,-0.1230065402056568,-0.2896923076635205,0.11838948698752114,-0.27993687609209594,-0.008043542534708764,-0.03797200539450146,0.2532712327079128,-0.19470891479178218,0.8947054495812017,-0.05394015556468504,0.2897405762392497,0.17473083316561833,0.24656568378231886,-0.023661679113234697,0.29913073375221194,0.8632502213445892,0.28002095665057497,0.2516099825768669,-0.32366071472956864,-0.2534007199609669,0.4462982635950632,0.4309095856349092,0.6179530295974831,-0.15949090378539585,0.33597212555899847,0.25185425199568684,-0.015424578705556186,1.2800395702828822,0.08896899569107526,-0.028979261179551994,-0.21805537148640985,0.27601914749372564,0.34447582346963856,0.07996363743597228,0.4246794604311794,0.5355873853403837,-0.04494893062095931,-0.19017219102458235,-0.2823439929837253,0.4836488329816755,0.8265359895154134,0.8868693035770107,0.5506956764674575,0.3512899776803062,0.20739444667025092,0.11091720395020918,0.2681951644354666,0.9277795923014965,0.46599062809251973,-0.0654677071533633,0.2673070926185163,0.46195117657488993,-0.003936135435054645,0.012861853692408306,-0.041009076081809606,0.598430789889954,0.6546775468723732,0.9949161917912205,0.6086313802536032,1.299130166353322,1.785754029299835,1.6676025892223252,1.432221681534779,0.21669340201100962
