,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,measure11,measure12,measure13,measure14,measure15,measure16,measure17,measure18,measure19,measure20,measure21,measure22,measure23,measure24,measure25,measure26,measure27,measure28,measure29,measure30,measure31,measure32,measure33,measure34,measure35,measure36,measure37,measure38,measure39,measure40,measure41,measure42,measure43,measure44,measure45,measure46,measure47,measure48,measure49,measure50,measure51,measure52,measure53,measure54,measure55,measure56,measure57,measure58,measure59,measure60,measure61,measure62,measure63,measure64,measure65,measure66,measure67,measure68,measure69,measure70,measure71,measure72,measure73,measure74,measure75,measure76,measure77,measure78,measure79,measure80,measure81,measure82,measure83,measure84,measure85,measure86,measure87,measure88,measure89,measure90,measure91,measure92,measure93,measure94,measure95,measure96,measure97,measure98,measure99,measure100,measure101,measure102,measure103,measure104,measure105,measure106,measure107,measure108,measure109,measure110,measure111,measure112,measure113,measure114,measure115,measure116,measure117,measure118,measure119,measure120,measure121,measure122,measure123,measure124,measure125,measure126,measure127,measure128,measure129,measure130,measure131,measure132,measure133,measure134,measure135,measure136,measure137,measure138,measure139,measure140
001_PavelHass_1,-1.6697640331490993,-1.729798807916714,-1.3702696731211927,-0.6189115027594161,0.5856423077784362,0.7058374152421213,0.45988607811204657,1.4703785563355467,0.2207266729813796,-1.5104670970991187,0.59454907602177,0.5634870968927785,0.3813944057028156,0.5283937787090923,1.461652988666904,0.8569773031687736,0.8885219456465431,-1.2447269325727541,-0.4777606146080109,-0.8404785574859872,-1.0841248356895326,-0.601269898739071,-0.48277084708824713,-0.3585274676727459,1.042728529779973,-0.2497752363373104,0.1907743063216271,0.5754299058297119,-0.28080855452303083,-1.1623394165757994,-0.8715217542886828,-0.7932472587611127,-0.5747946687643889,-0.7268586704463107,-0.9162488586801094,-1.1431585479367843,-0.6641754744368469,-1.7516837696962864,-0.1810207286088601,-0.5737221096183925,-0.5947010547450761,0.6277875175303371,-0.4382858903490299,-0.7019972837371832,-0.14068701377891552,0.01235399891612172,-0.46728259826964114,-0.3108915287394451,0.721406153582963,-0.44937839151232195,-0.8027778607828727,-0.7605414596597091,-0.6563675527767254,-0.7574369898669107,-0.6113087290838503,-0.4860978536598393,0.483113148442426,0.9506149330951316,1.8432114181748598,2.079162675513461,-0.30032736449825775,-0.8400098758562115,-0.8242797946776415,-1.1974645290370636,-0.18279774710011937,1.0354936964625143,1.9684868006470264,1.6604280908449274,1.3189889351594621,1.3194698550626307,1.0592764588151475,2.4277736702168444,1.5511723829162631,0.025148336223435607,0.9693219212624686,2.079683486787688,2.20017127839831,0.027107131871579607,-0.7244174253876211,-1.7601564653067612,-1.9798641471024763,-0.8407425505439232,-0.3761901390854352,-1.3743511511414943,-1.8059041773894184,-0.6783364384793384,-1.025595475697511,-1.124907442715488,-0.9570340286829915,-0.6144786753782464,0.35782263616007565,-0.5718616822517186,0.7194984565014136,0.10814035356077223,-1.0969885994466082,-0.08856220719999919,-0.08536687148351227,0.3046266973682377,-1.1885108842377572,0.7027578876263144,-0.4228791998981024,1.8384447158778827,-0.16033718766225616,-0.6876248281500533,0.03846153846135019,1.0273552171481688,0.9996519810016065,-0.26958809769754677,0.4787799573306329,-0.7140973867127368,-0.29891636519580556,0.02490285656949766,1.6187702110618727,0.024796721482330093,1.344829943842715,0.13054374802462512,-0.060299412551102854,-0.3625091821271471,-0.022813387379998912,1.2324394669435963,0.6175133532231616,1.2784764143223515,0.5583219298109822,0.374218842130853,0.7903819880068998,0.6897161456063392,1.3015497911785638,0.5165888646404557,0.9614577138989278,0.12739944949943735,0.7405568377758287,0.28574904692339803,0.9483473809466487,0.45958532799157154,0.24822938805003786,-0.5652700888332323,0.5012842793340743,0.798099453852704,0.4546887329472506,-0.2634001992339433
002_Travnicek_1,-0.9162685777070029,-0.21243793963997468,-0.4035929466792005,0.26165364344300873,0.9174509807407237,1.1999236059116118,0.8395090199498138,0.8139595579714664,-0.11202710538250966,-1.6106306977025064,-1.685913883118043,-0.6955796088214686,-0.7501481706209152,-0.5651937273462049,-0.6995723854778284,-0.5203108980430209,-1.8964198803044343,-0.39518320261238626,0.06001792931382485,-0.09677278058432062,-0.4471010732343111,-1.2287105252798671,-0.3155843702406562,0.05150511532347032,-0.7938058416989627,-0.9815386240442957,-1.4545598903198687,-0.6875717459452484,-0.08750742247706446,-0.5833752721960155,-0.4060599950159718,-0.7932472587611127,-0.5747946687643889,-0.9432673242021741,-0.20066572934868446,-0.9282791216329154,-0.895193607522201,-0.12146285227022881,-0.0330732542035148,-1.6033963122545718,-0.37168827072208893,0.8636570501291642,-0.12322434940269526,-0.9192835851562462,0.3470745322899596,-1.3991551890364522,-0.9377658944027325,0.211406323110616,1.2873145013604628,0.43441459781240715,0.8752695070743379,0.1733966700983508,0.36225981292513804,0.6366770859748686,-0.126389029629641,0.8446594629620955,-0.5496994876824385,-0.12683074884558823,1.3274033763497635,-0.4483599869339739,-0.9621774610832113,-0.49752379866096613,-0.980574640893714,-0.7067916248539696,-0.6454929047721382,-1.8841234443873103,-1.119020221709378,-0.5387590698026744,-0.5733777156339311,-0.454919951216214,-0.660328182118538,-0.9531384373786773,-1.003818321235114,-0.2001576273296506,0.06892067328563262,-0.9028355323748469,-0.7305235133438638,-1.3224440009902036,1.573306037034223,-0.16001422411888233,-0.37745611437577176,-0.2769998308813848,-0.6089506597815625,0.03223991110128335,-0.12653071420994969,0.20316528507095152,-0.8151037907926486,-0.20198958991276467,0.22310537715033527,0.3980188536437346,-1.3644408860266937,-0.09387738968479273,-0.3638023983993624,-0.22654452688789645,-0.03267249023083117,-0.08856220719999919,0.0928855590016708,-0.9121626808110183,-0.07680307513066677,0.11452559256980213,0.20019253211447277,1.5523029664902543,0.9633299508551922,-0.4794910667344132,-0.538461538461469,-0.3843744636504788,-0.8931393149620125,-0.028885298691690566,-0.44195072984386224,0.7736055022722772,0.36151465943443106,0.6683875224478077,-0.15053110772776587,0.19428360147930643,0.4588926961739008,0.7940443733086932,1.022676552204864,1.0535280869683563,1.5413956629373238,0.42462155441666033,0.766460674984599,0.7763495535722911,0.3353531484164043,-0.28980385061148645,-0.10762510207088757,0.1637487866903426,0.2717812627901154,0.19067219975681685,0.6681032270229984,-0.12115477320818159,-0.41868227411923487,-0.5870624169958462,-0.2865557044439034,-0.2108206027769982,-0.23006012599076775,-0.2415110406073945,-0.6303775552830649,0.16865195876690645,0.0639108767119686,-0.8543350130007382
003_Prazak_1,0.7678141583954656,0.8582129596669928,-0.01692225610240358,-0.4931164818733578,-0.8245445523112843,0.28233496609684755,0.026031287440308613,1.0765271573170938,1.3576354157246588,-0.8093218928753872,-0.4886708295696373,1.262968600067359,-0.5119286808685576,-0.565193727346179,0.8329328798247864,0.608613857048623,1.702873240684548,0.26542128743900534,-0.2472840957843592,-0.39425509134498726,-0.7302227454366512,-0.42200114829880714,-0.733550562359693,2.665462831924278,2.026586228786533,-0.2497752363373104,0.9448858131157069,1.8575679462679116,0.10579370956876452,-0.5833752721960155,-0.8715217542886828,-1.2445141148444092,-0.8179032171308034,-0.7268586704464645,-1.1547765684569684,-0.283640842721156,-0.6298842384893998,-1.1539843337228528,-0.8917599407791258,-0.05888500830030287,-0.14867548669910183,-0.6152095388349135,-1.613512697310174,0.3844342233582864,-0.14068701377874224,-0.22289753240939084,-0.46728259826964114,-0.8331893805895062,0.26867947536109177,0.04161771366807535,-0.40004649249717456,0.9839811892796032,-0.4896827716895767,0.4624128264946772,0.7993667602374346,0.12186203314213362,1.0845742709732522,1.5662981799184188,0.1955207479991467,0.5232812021215295,-1.3419428886733926,-1.2388867121138714,-1.1368694871098977,-1.5654692071743186,-0.33702946632410735,-0.3474828439401032,-0.9260510328120086,-1.638352650126345,-0.9024849592502192,0.6688602594271048,-0.1788388826570826,-0.4272434904669491,-1.2326696370406225,-0.13256583826371832,-1.0115608242863916,-0.9028355323749334,-1.297754763358335,-1.1975953833056983,-0.8304031973713012,-0.16001422411869284,0.1566798965332141,-0.4871516340768531,-2.2690060806336247,2.4234447169138256,-0.40642629140626263,-0.09066862277928434,-0.18362873607746286,0.46124845886084337,0.22310537715008957,1.4754608670275398,1.7286008778603694,0.06545070783751591,-1.2665531108165904,-0.9770431936639845,0.3031878123059408,-1.1410011070148809,-0.2636193019686953,-0.04302741068287242,-0.44737234483294247,0.26158366633398245,-1.6690226639232528,0.12159421955170657,0.21421852517707074,-0.8957585895659892,-0.3461538461539537,-0.10202852749066904,-0.8931393149620125,0.21181750031382357,0.9391453009177169,-0.7140973867127368,0.14137098455758124,1.5263670769524582,-0.6747685355173315,-0.9356289318337622,-1.1948568328078295,-1.180660658489841,-1.5019225585080918,-0.1602181436849323,-0.8249718747222259,0.31446456634480063,-0.9712580788995672,0.35791050294723087,1.0042594925999793,1.812934676406008,-1.230133964668122,-0.8355891952496622,-0.20349651954304937,-0.9826277938238758,-0.8172942837299193,0.3694726208497204,-0.10442704137340499,-0.5288749860677974,0.10861328288103957,-0.5155505713081978,-0.7518305049443401,-0.43576646954297077,0.040236865230826174,0.16865195876690645,0.12403054690195942,-0.47335649097470106
004_Dante_1,0.13628313235703926,-0.5948132608210328,0.17641308918599485,-0.4931164818733606,-1.0734010570329982,-0.9881723813389703,-0.9501419915711042,-0.9583717376115604,-1.1102884404741675,0.5929685155720757,-0.2606245336556611,-0.9986882601971272,-0.511928680868547,-0.7110053948202427,-1.2497024807146708,-1.0396162853851665,0.42317834848191577,0.5937143787459137,1.7501790673538644,0.944415307078039,1.6055310502325106,0.6536113543426167,0.8547209676927179,0.05150511532347032,-0.49864853199698095,-0.8351859465028951,-1.043226341159519,-1.261663405842949,0.29909484161459354,0.2850709443738661,0.7575944031655579,1.2374535936142026,0.640748073067856,1.0044105595996733,1.2305005293136568,0.7907562887984939,1.4925907137733874,1.1362512478182436,0.5297184835614056,0.627564460123776,0.520362865370018,-0.14347047363759455,0.5919180893146162,0.6017205247775038,0.5909553053243105,1.188611655543016,0.2384423459301631,-0.6324442012308564,-0.7237766304701646,-0.4002787809943241,0.20405055993144416,-1.606370622781768,-0.4896827716895372,-0.5831727303867192,-0.9198939923728442,-1.7628136159439696,-1.8680530578146028,-0.8964348073746863,-1.5570717088019022,-0.8327968831828595,-1.2011769512081765,-0.3008368478905188,-1.0587220640018058,-0.6454575118310503,-0.22135567690608898,0.9586616664401102,0.71418707281481,0.6524673088813564,0.4962208261189173,-0.454919951216298,0.23386623116699412,0.3517750076581996,0.03414665232632279,0.002617739868146198,1.1494021708577846,0.3145191693241257,0.782093153361796,0.3005880289097852,0.3269382858609038,0.24002133617832425,0.5127705704724537,0.14330377551014906,0.35941500238189494,-0.24907830134739212,-0.6863218686029733,0.20316528507095152,-0.18362873607746286,0.2401691092696407,0.22310537715008957,-0.3251936670862812,0.24033555955497893,0.1958766884691301,0.17784802905102562,-0.8925245354736564,-0.4252679943733029,0.1745475177534408,-0.4418717324536251,0.3046266973679907,-0.26208770998167297,-0.032532481194378175,-0.007498045222855518,-0.7368310286113815,-0.7221707569207142,-0.06322354390283719,0.03846153846162348,-0.6571206379806215,1.047293537920965,-0.5790596863791404,0.24859728553692734,0.27770453927739003,-0.9593473898260422,-0.618581809308914,-0.05223659001722523,-2.341101708990093,-1.2020890338729195,-0.14591484584371037,0.5304147500430862,0.04207289475728246,-1.0656194209248997,-2.1824271632839487,-2.7079639909957725,-1.7769822709039795,-2.6004024732780873,-1.5704190437575118,-0.6440197037592068,-1.8261014449072173,-1.95641999699238,-1.1697528469668403,-1.3853781811105081,-1.6124801094531889,-1.3460735636353187,-1.110749295347128,-1.8178355303285136,-0.027982621658313108,0.6830380371782002,-0.6947737081236778,-0.04358993733345489,-1.5623286527185336,-0.5072259900935421,-0.35671410667428743
005_Skampa_1,0.018139465660901667,-0.9771885820020942,-1.3702696731211883,-0.11573141921517732,1.7884487472667296,-0.07058374152421228,1.1106682641196488,-0.10502703973824751,0.13753822839040483,0.49280491496868806,0.5701167659932862,0.8532717914354546,1.4533821095884463,0.22982616309758863,0.24725062718327226,0.49572138153945783,0.42317834848191577,-0.52248213169757,-0.4777606146080109,-0.5429962467253205,-0.5886619093354686,-0.2768786130987031,0.30141314290360455,0.6152999169432699,2.2561530252214,0.28685124798113504,-0.3576704258922048,1.360021841023237,-1.4406153467982794,-0.8728573443857017,-0.8715217542886828,-0.7932472587611127,-1.304120313863805,-1.376084631713593,-1.6318319880111953,-1.1431585479367843,-1.1947942125026378,-1.3352773003252856,0.24542279869344075,-0.7453344767245037,-2.6018161109524356,-0.07982108026580892,-1.3834705131882579,-1.136569886575309,-0.8723293328819683,-1.6344067203617976,-0.23204095020292828,-0.3108915287394451,0.38186114491647916,0.8272114819567739,0.8752695070743379,-0.07330526462300802,0.5104259148335131,1.420866253635916,0.005861797494231425,0.3042499991827298,0.4284348645759166,-0.7117298333276957,1.2908910334997503,-0.0639230906850337,0.2729405543172456,0.37312943706668084,0.5042263981592527,1.1332317658326543,0.1642236211539906,0.036677306171698565,0.8106716672633576,0.6524673088814866,0.4139440152148161,1.4377625088146209,0.37143460244165377,0.41108925515982214,0.2736770308406314,-0.13256583826371832,-0.02111945151208938,0.4971223745789889,-0.1632922633291238,-0.44850367719795653,-0.6523506614894526,-0.8267401579469915,-1.0896374622542508,-1.1176070436641539,-0.6089506597817591,-2.218305788486921,-0.12653071420994969,-2.4413398855797097,0.19725596775798393,-2.1495881201350566,-0.987223078446834,-1.0484061878165025,-0.503309124933105,-0.8905178772961095,-0.5443525408826541,-0.7268769714052885,-1.5440438516453505,-1.1410011070148809,-0.7983765934239913,-1.2598167888621283,-0.44737234483294247,-0.6207647762506815,-0.8382603545730541,-0.7365091191431165,-0.9098699885175885,-1.7282936352294371,-0.9230769230767729,-1.2314122721295069,-1.028341397232687,-0.3383568873736263,-1.5928640888114087,-0.9620478682103566,-2.2802094390865153,0.3823943376130258,0.20988212387753433,0.024796721482330093,-0.013607169249438745,-0.9752906274487955,-1.0448230168746582,-1.381914412148955,-0.7400273017051074,0.42462155441660815,0.7168115677308101,0.901881268759821,0.26103022128491354,0.1528779445500807,0.26654451879492813,0.4793292020398808,-0.44113541070963175,0.9728721954774021,0.3561236637749654,0.022848222645251697,1.2622144381286566,0.4603113397070484,0.15800940629662233,-0.4546045776018539,-0.09961753125222017,-0.24151104060757853,-0.5884641540008648,-1.6085379669515771,-1.120828385937712,-0.6599843058554558
007_Panocha_1,0.6625589873890618,1.6994386662653236,0.369748434474389,0.890628747873317,0.3782618871770055,0.2823349660968538,0.4056542292780757,0.09189865977097314,0.7475868220575319,0.2924777137619127,0.13845648419380743,-0.7188956589272958,0.2622846608266367,0.018052942549972636,0.08632775057478383,0.608613857048623,-1.0891883423030095,0.1341040509162467,-0.32410960205891887,-0.31988451365480736,-0.022418564930838516,-0.511635523518939,-0.14839789339300588,0.7178080626923011,-0.6298295585311989,0.2380670221340131,0.7392190385355077,-0.4992457610129815,-0.05682086776479443,0.2850709443738661,0.05940176425657397,-0.1163469746360076,-0.3316861203979745,-0.5104500166906012,0.03786198042834419,-0.283640842721156,-0.0992655004236087,-0.737577864351704,-0.465316413476926,-0.058885008300424806,0.2973500813470309,-0.787429678061955,0.19183719154386328,0.3844342233582864,0.10319375925560868,0.9533601242176705,0.2384423459301631,-0.049742602814507327,0.15549780580554354,0.7781118714387412,1.5464884542171842,0.08528770346238741,2.566204881575448,1.5079983833760116,0.1821962336593842,0.48663796522328284,0.155043445243797,-1.0195714567393612,-0.4251890804512593,-0.44835998693386464,1.419476391948136,0.10354292308376267,0.34793155194318015,0.21322007048929872,-0.028566027876076573,-1.1926351741860017,-0.6365972494662285,-0.5387590698025442,0.08483677159852802,-0.454919951216214,-1.0730332959426148,-0.7751956948736409,-0.045696807178333285,-0.4705247835933796,-1.1016009490841134,0.010180493899382538,0.40393898668534745,2.0484686764944566,1.840384840857059,0.9067472700064334,0.3347252335029604,0.7737591850968526,0.49775295411961595,0.03223991110128335,0.153364862986761,0.6439161468458877,-0.18362873607746286,0.019089759678438012,0.7418175724062298,0.10873384535176939,-0.2162652045689154,0.38410690288190674,0.7194984565014136,0.27378791762914007,1.1428385686473934,-0.614781657107627,0.9841477114270795,0.8261078594450264,0.4790508294226152,-0.03253248119416919,0.4078831094520962,0.12159421955170657,0.9633299508551922,0.3530439789290346,1.00000000000002,-0.3843744636504788,0.05325633301979699,0.9339258973310501,0.4787799573306329,0.029754057779770204,0.36151465943443106,-0.5470835131001678,0.013293088456453018,0.47676173480757356,0.4588926961739008,1.291669842271744,1.1211289126372055,3.7507419328644893,0.33815793192395477,-0.7136673223258547,1.3126008547768422,0.44159831307217157,0.2238687577191946,0.23192826511462297,1.6135551539116093,0.6371194097146499,0.10311705978474243,0.003547146613944892,0.3160778427713829,0.3759536722068797,-0.47664422971393866,-0.23793783142821467,-0.08897121078143191,-0.881226533545568,-0.7083496400315733,1.3125323908772155,-0.5046373514368221,-2.349138021575613,-1.7997988991795406,-0.8699405975962798
008_EnergieNove_1,-0.8277226650978654,0.9468284403507031,1.5297605062047839,-1.2478866071897243,1.3736879060638683,-1.1999236059116025,-1.438228631076813,-1.0240136374479614,-1.6094191080199967,-0.008013088048268079,-0.14660138569867298,-1.297989400590497,1.1458824367288591,-0.12775872492409115,-0.6209823718725671,-1.197665751097996,0.1905065498996227,0.6593729970072814,0.06001792931382485,0.42382126324685915,0.897726869726723,0.026170727801756954,0.10238182187843993,-0.6660519049198944,1.600247892550356,0.7746935064524413,-0.15200365131195695,-0.7641173005982742,-0.08750742247720181,-0.2938932000061235,0.05940176425673934,-0.1163469746360076,0.39763952470144154,0.13877594457652753,0.2763896902055423,0.3609974361904507,-0.0992655004236087,0.303438309075946,1.6669012230340732,0.2843397259116756,0.9663884334159922,-0.3156906128644684,-0.12322434940269526,0.6017205247775038,0.10319375925560868,-0.22289753240939084,0.47368399399687594,0.9948531008854293,-1.4290455679713274,-1.529569822909287,-0.46716838721144965,2.3584535793529677,1.0660418517908334,2.205055421296901,-0.2586398567535134,0.8716802401309978,1.449095252111531,0.5504208226599927,1.1083293192496584,1.0893875980618961,2.2384305616844364,2.8668046914083147,1.832732590996147,1.1945658788555737,0.511244989407991,-0.19381878389540436,-1.6495745338931915,-1.1344776368626683,-2.5950382609225198,-0.7759987439787683,-0.7978965533931976,-1.7242236549005294,-1.2433486997491956,-0.5831777653699227,-1.2816811986795575,-1.7660252307086521,-2.0369138052523614,-2.3212329424671334,0.9501221614475633,1.1734376435379044,0.3347252335029604,0.1433037755098504,0.6360909058571403,0.3135581235497589,0.7131560173801824,-1.2660042541796015,2.9737465374984655,0.9034071580426204,0.91472163749161,0.8319463660817852,0.07077871579547815,2.455372170670787,0.7194984565014136,0.7741203621461766,1.8145591737206987,0.17454751775381472,0.8058952809416431,1.1737619674961366,0.664335464274148,1.1949465547073483,1.5819787121986602,0.1215942195519099,0.7760520944355288,1.8099803088396986,1.1923076923078084,1.8743930256267956,1.9460476289834159,1.1746286963369064,0.939145300918044,1.5174569467644319,1.0219456840646677,-0.5470835131001678,0.046057927693315424,1.8891524014489895,2.230767191511445,2.452795936518785,3.04094994106832,1.2558191254104754,2.3034462259124195,1.2691584629675148,0.07137317343098899,0.3160665978847011,-0.22206880506985546,-1.4123184026284048,-0.4069607987634125,0.58452267382311,-0.5995613381538699,-0.3307944640569684,-0.035947541480065806,0.003122338145627881,-0.3027583629296626,-0.17975040050016583,-0.3853479512753497,0.45958532799157154,-0.6213879102060398,-0.6947737081236778,0.9623316934374414,0.16865195876713007,0.3043895574720173,2.0662736474983663
009_Lindsay_1,-1.9817087834607805,-0.9007135177658815,-0.5969282919675989,-1.2478866071897243,-0.7415923840707124,-2.1880959872505774,-1.1128375380730071,-0.7614460381023338,-0.8329936251709273,-0.008013088048268079,-1.1157981433330921,0.376958696046223,-1.6434712571922672,-2.1031605164870952,-2.149744787777244,-1.6266571580328206,-0.9728524430118424,-1.1134096960499955,-0.4777606146080109,-1.2123314459368337,-0.6594423273860599,-0.33236677307870705,-0.48277084708824713,-1.0248304150415768,-1.3513252044693458,-1.42059665666848,-1.7287822564267845,0.17356574390131604,-0.8607119506606551,-0.5833752721960155,-0.6387908746522446,-0.7932472587611127,-0.8179032171309761,-0.5104500166906012,-0.4391934391257131,-0.4985202690251776,-0.36457486945640993,-0.737577864351704,-0.8917599407791258,0.11272735880568636,-0.5947010547452345,-1.7309078084567604,-0.4382858903490299,-1.5711424894135897,-3.067256290191473,0.7181085928921579,-0.23204095020309543,-1.3554872324393816,-0.6367738810828919,-1.333171380837086,-0.40004649249717456,-0.6019484915743136,-0.8230523338639136,-0.3217763411663701,-0.21455624771220172,0.00027005578167855766,-0.5557742450199703,0.3965000109542037,-1.8491704516020595,-0.5252473661836964,-0.382222781471818,-0.4356301048819779,-0.12095298670514848,-0.40109320543090216,-0.7219976211967706,0.5745015163284176,-0.6365972494662285,0.10267051871958614,-0.6556545265380325,-1.4012611812316313,-0.660328182118538,-0.8938241898770547,-0.7316998347239656,-0.7050266100488812,-0.6514003250958874,-0.781100062204967,-0.7305235133437294,0.17573941122510245,0.23791201792004282,-0.6933949711814454,-0.37745611437577176,-1.1176070436638552,-2.8223578875841158,1.4388309733438611,-1.3660622726034353,-0.6153751778748405,-1.02559547569781,-1.086306988276947,-2.3704555991291376,0.25337634949785476,0.6709014401014672,-2.6720290669310667,-2.643401414873952,-1.0706428857217682,-1.5440438516453505,-1.1410011070148809,-1.867891176334583,-1.9551250049643487,-0.26208770998193626,-1.6501712925993166,-1.8767132412608762,-0.8799019033050939,-0.34761504408165345,-2.144561158061013,0.03846153846162348,-2.360796016767943,-0.5145810557693425,-0.26958809769788883,-1.1324987452243247,-0.4661469052154694,-1.619778414455966,-1.619557956230854,-1.6785161090541654,-1.7471942584486175,-1.1948568328078295,-1.0305823462224153,-0.8242528098710546,-0.26006562874272143,-0.1030292361142045,-0.860543306421685,-0.12621041379641754,-1.4003871253413898,-0.5936834407274147,-0.052652888917792184,-1.7539714338802,-1.1511696105992004,-1.629329866542431,-0.5263444629870221,-1.209365488984867,-0.6804017742998827,-1.1721876968511251,-0.7034372788516131,0.2074055297122051,0.947153277641283,1.0743658213934721,0.924021533006063,0.12406366779510723,-0.06739085189023968,0.003791206521892359,-0.35671410667428743
010_Talich_1,1.188834842421083,1.8523887947377466,0.7564191250511901,1.645398873189678,-0.8660206364315693,-0.9881723813389703,-0.3535916543974633,-0.30195273924747984,-0.1952155499734795,-0.3085038898584311,-0.4479474622768025,-0.6889182133062388,-0.5119286808685576,-0.20066455866109717,-0.031557269833087064,-0.023584005802703683,-0.042165248682670305,0.33107990570039636,-0.8618881459807546,0.5725624186272189,-0.09319898298142984,-0.33236677307870705,-0.48277084708824713,-0.6660519049198944,-0.8921916115996117,0.28685124798113504,-1.043226341159519,-1.3956181264857475,-0.8607119506606551,-1.1623394165757994,-0.8715217542886828,-0.7932472587609524,-0.5747946687645616,0.1387759445766813,-0.9162488586799399,-0.4985202690250249,-0.8951936075223895,-0.5378693216412297,-1.4893636851562289,0.3263675946160385,-0.14867548669910183,-0.5515601454632955,-1.3834705131880338,0.16714792193922337,-0.6284485598476174,-1.869658251687143,-0.9377658944027325,-0.049742602814507327,-1.2026822288603114,0.6799126504026058,-0.5342902819257247,-0.6548128142694329,-0.545244365385293,-1.803022546748245,-0.21455624771223303,-0.12132192157864691,-1.5399833546159738,-1.0811397814216768,-0.35216439475118105,-0.5531421073755686,-0.6048841359106525,-0.9019035696352955,-0.7557015235291806,-0.26994247155401613,-0.6069349749661686,-0.11698675387300031,-0.05768968277425694,-0.17222787636136408,-0.49110090472994683,0.13654331754340096,-0.041270511382325195,-0.35999596236194575,-0.01310869918149366,-0.1417617011661337,-0.2011997011074054,-0.17242271135548065,-0.446907888336561,0.050890793540597105,-0.47429812560747764,-1.0934305314784625,-0.02136544043627918,-0.27699983088168345,0.35941500238189494,-0.5303965137956679,0.153364862986761,0.20316528507074275,-0.6046121058874869,-0.2019895899124505,-2.024647468958623,0.5426613577898199,-0.07274324438661665,-1.2091740723405004,0.17784802905102562,-1.227209415922325,-1.376113700377203,1.4900961425221364,-0.4418717324536251,-0.39068151873422957,0.10848155972033943,-0.47370670248650115,0.4078831094520962,0.12159421955170657,0.21421852517707074,-0.2713573053184773,-1.3076923076923501,0.1803174086691407,-1.028341397232956,-1.0604652843908529,-1.5928640888114087,-1.4579488312052438,-0.29891636519580556,0.04192660089678961,2.299030526813365,-0.3706726651773081,-0.13173213560525265,0.35171062311934065,0.3335100291783333,0.10950324090471933,-0.9051877234564885,0.2410265742969116,-0.6733634353765512,-0.6881871236155386,-1.039621003516412,-0.3372340429502523,-0.7062964954560438,-1.3089598182740443,0.034142371623532994,-1.1129944597773684,-0.38797292573151454,-0.928955997007325,-1.0562637856616353,-1.6926236046266243,-1.6202510366659018,-1.0031185209579092,-1.1431582891597358,-1.148036375639961,-0.6303775552830649,-0.9328811576329596,-0.10864309767580776,-0.36277134569096675
011_Talich_1,0.45204864537625244,-0.5327308036740763,-1.5272193064263158,-2.002656732506091,-0.36830762698813796,-1.1293398643873949,-2.0890108170844153,-0.8270879379387407,-0.38932192068574745,-0.6089946916685941,-0.43165925559115337,-0.9520561599854852,-1.4648066398779989,-0.9297228960313125,-0.9353424262936121,-0.9041453147741729,-0.04216524868271163,0.1997626691776377,-0.09363308323526717,-0.4686256690351671,-0.8010031634871922,-0.24273239785860695,-1.5694829465978257,-1.8961496539085065,-0.6626248151647447,-0.4449121397258502,-1.4545598903198687,-1.16598146252667,-1.8272176108899374,-1.4518214887658971,-1.8024452728339397,-1.2445141148444092,-1.7903374105968066,-1.15967597795773,-1.8703596977883934,-0.9282791216329154,-1.1605029765550023,-1.3621875684083533,-1.8867948378175585,-0.4021097425124033,-1.486752190837183,-1.96677734105542,-1.3834705131882579,-0.9192835851562462,-0.918788620145212,-1.8248428349694719,-0.46728259826964114,-2.138934010214381,-0.2972288724164081,-0.2038803389221582,-0.5342902819257247,-0.9719987504402238,-0.5452443653852534,-0.8445691196070064,-0.5672251200425386,0.36504598786287096,-0.06366969022200744,0.6427733096835098,-0.6807754804013777,-0.294585228434365,-0.1365365305509046,-0.570423361873389,-0.12095298670520402,-0.5841233988081308,-0.14423981729409496,0.036677306171698565,-0.7330818439147762,0.011037720359356216,-0.820208148346118,-0.5140662780922931,-0.9354649246678574,-0.06342472485349568,-0.12554026668310284,-0.2452188200402614,0.24900092288094866,0.19278369915424573,0.12032336167804462,-0.82304953025165,-2.788981092072014,-1.226775718244198,-1.6237734731632367,-1.6813497633263936,-0.5145280908231562,-2.321008034896726,-0.48195611291298457,-0.9721703463293656,-1.6570705304129958,-1.7495450370502408,-0.9872230784465883,-2.4948312292765342,-1.9385287267554807,-1.5278302673848911,-1.0860029683332986,-2.1433556467664254,-1.4328489019831416,-1.0640415124658054,-2.379609341149587,-1.2542977798966697,-2.0136760055476572,-0.6207647762506815,-1.0459509319103824,-1.5952562767742662,-1.0967264697600412,-0.4794910667344132,-2.461538461538535,0.4626633448285492,-0.1360227965766725,-1.4731020927261436,-0.6721334016372407,-1.209998349707624,-0.7392037149495052,-0.618581809308914,-0.15053110772776587,-1.274602691827715,-0.7223569673844901,-1.0858740649961138,-0.9463706564423167,-0.7670912590115766,-1.226051118393311,-0.7503863183498253,-1.1698545079148641,-0.39527978817794884,-1.26258978491099,-1.380698274402561,-0.7062964954560438,-1.361556554165584,-0.6097996137151173,-0.10302108446971753,-0.5267354651136152,-0.4939861072693451,0.16093728182837927,-0.4020758459613142,-0.4435933902008222,-0.33271259018933946,-0.012655801426686555,-0.11200742131713302,-0.5884641540008648,0.16865195876690645,0.18415021709203566,0.016541523087155504
