,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,measure11,measure12,measure13,measure14,measure15,measure16,measure17,measure18,measure19,measure20,measure21,measure22,measure23,measure24,measure25,measure26,measure27,measure28,measure29,measure30,measure31,measure32,measure33,measure34,measure35,measure36,measure37,measure38,measure39,measure40,measure41,measure42,measure43,measure44,measure45,measure46,measure47,measure48,measure49,measure50,measure51,measure52,measure53,measure54,measure55,measure56,measure57,measure58,measure59,measure60,measure61,measure62,measure63,measure64,measure65,measure66,measure67,measure68,measure69,measure70,measure71,measure72,measure73,measure74,measure75,measure76,measure77,measure78,measure79,measure80,measure81,measure82,measure83,measure84,measure85,measure86,measure87,measure88,measure89,measure90,measure91,measure92,measure93,measure94,measure95,measure96,measure97,measure98,measure99,measure100,measure101,measure102
001_Takacs_3,-0.34621372507849374,-0.2895240052639543,-0.1134341609200834,-1.0093101590729128,0.3113003326712626,-0.12861109335254525,-0.3109110257531447,-0.47985910241489177,0.11157903405947596,-0.22952870267031403,0.5142093994441823,0.12975965829042602,0.4134548255288388,0.44687487511625346,0.19764239852981388,-0.32892095058880716,-0.3228237410366025,-0.2763392235707126,0.040654366837483163,0.5102249364849722,0.12137310457314292,0.16463121276030634,-0.008950288794498454,-0.32608453792575054,0.9443899142422147,0.8766375191266303,0.3077388617877546,-0.32838757451192785,0.7223133482157552,0.7695950044122577,-0.16085439807440557,0.48988407514129445,0.6176558541255681,0.35268356077065965,0.9181950529375372,0.5471893291942634,1.1918256641190001,1.1083391498431236,-0.14561917106148364,0.1117338858430626,0.031554785205201746,0.020721964034809665,-0.23615168136383866,0.05108752576459647,0.0031013851730728867,-0.11017021013653383,0.0841050078359396,0.18936290521850702,-0.4606328881999196,-0.33539854309578127,-0.1566951075287673,0.54411695999755,-0.7048677918704588,0.5190642250092309,0.7989426746683828,0.3688456770744296,0.7979399063217777,0.7749757508894443,0.5614761362022617,0.5612236754987651,0.7289073243608861,0.7717386387156893,0.46267770098151684,0.9774346245853759,-0.1553610403390448,0.9826409847058301,-0.16114226883726465,0.1876433879291054,-0.6508939599452115,-0.41410506670901537,-0.5110850553297124,-0.051595303814232045,-0.05149264935994124,-0.12376266741115875,-0.17045135256422153,-0.5428796990793426,-0.30579663079853203,-0.3072624744434805,-0.12033278034091179,0.4562750136913129,0.15477219822878616,-0.06467501958286284,-0.17037337732086222,0.4945432752954253,0.4559243008303982,0.7150948402715097,0.11848671668950057,-0.7184064894467574,-0.023161517388863035,-0.29771305182419916,-0.6687466038608668,-0.38171104286616936,-1.4737904816998944,0.12650925533191648,-0.8242883807496975,-0.34339783403863017,-0.5295619007000749,-0.31531900920275935,-0.46884548087858574,-0.6138462318377298,-0.7877327615718694,-0.7494236916296677
002_Prague_3,-1.1581805811311174,-0.8757013046763711,-0.7416825603625468,-0.31797641115055253,-0.24326774414256336,-0.9735715781467388,-0.3726078645553869,0.12997240701095095,-0.8855266077529691,-0.5141952214405554,-1.00894117012153,-0.28402049902650933,-0.6634760292316628,-0.8520528524256074,-0.4742391505936515,0.11316842270011498,0.05628959419147086,-0.5757918613431848,0.36334488685827926,0.20621376326950752,-0.5146834181266259,-0.5863725853988314,-0.9938541120952403,-1.3257812686191777,-1.5462748695533117,-1.0380030063909997,-0.08828589236140601,-0.015544973941392698,-0.09933404387078792,-0.3102577972341509,0.30352511596895254,0.1453239091735899,-0.21420441153671527,-0.6164159579841513,-0.1565946943739667,-0.6659308254752785,-0.6251416478876678,-0.5790093769278813,0.134369650795239,-0.42610325051054637,-0.6230462178739422,-0.26822651925637525,-0.23615168136383866,-0.04459433296055391,-1.3915517492347054,-1.3161961096600736,-1.0980376023028093,-1.3531557602072382,-1.2230336349946382,-1.1029931677051361,-1.1341764161374561,-1.0241888461157893,-1.1326678906650518,-1.694163774749255,-1.130650010246409,-1.4746976415891877,-0.8859419521302948,-1.129075503176719,-1.0749742882563067,-1.3808218626555742,-1.0452508221268817,-1.3229918498336413,-1.0817720707164737,-0.8316783269354951,-0.6197959223458283,-0.32900925827199995,-0.16114226883736996,-0.2688120060663286,-0.15669581931272675,-0.6695840042963813,0.29439098741325764,-0.09419793343150813,0.4266358994266505,0.5634407480600053,-0.2123312917691375,0.9343182712049887,0.2762236730551627,-0.46124288735699537,0.29857680573580503,-0.03704797119716442,-0.1220980674915773,0.06842357761068318,-0.000868986369448866,-0.25507319981745324,-0.7853095587456255,-0.37473397751599713,-0.19557256815438248,0.07112024732222766,-0.2514679030792659,1.0919807140709428,0.6917181026215549,1.24073407422789,-0.6556599745998081,-1.2410995749664746,-1.7178731906927092,-1.5967116443137923,-1.2789993065367014,-0.926721478894044,-0.6020009567971066,-0.3916234748089331,-0.9529565070566313,-0.6987419569540454
003_Panocha_3,0.12433135374972025,0.39089965029517876,0.24338968921259427,0.7337305801614985,-0.24326774414256336,0.45412027547103256,0.05927000706031933,0.5604417077821423,-0.2623355816201868,-0.15836207297775687,-0.17270164173251074,0.43319844032285637,-0.4202980942857535,0.15822426899583766,-0.1357869065391166,0.5919467369856112,0.20535506203647302,-0.40289473392614267,-0.5028965297196692,0.16051909864468866,0.580747259856319,0.12586942006305116,0.23623009545425855,0.06510113930213243,-0.5001956603592068,-0.8944049669771426,-0.016281391606996886,-0.9093809755715021,0.18824254335947008,-0.21497666767711218,-0.459508575705868,0.35044742388238315,0.21980964011318063,0.24500583646456386,0.4150290165350751,0.06473108214005588,0.08145675122602578,-0.15867337019917807,-0.23686584946094238,0.11459728398857749,0.1362909456978871,-1.15313124933556,-0.23615168136388492,-0.5230036265862604,-0.6477367442172207,-0.2866618051887612,-0.20247501886435854,-0.32480998325675575,-0.14874167360208687,0.08778187885234046,-0.05283130273536489,-0.44063319732938105,-0.35484952922037744,-0.27769785490385424,-0.06321575901695846,-0.16885445753576708,0.15879766799235068,0.018260544307932766,0.6091302793687035,0.4423229282648236,0.03655292573152227,0.06102650867217774,0.33397355334000745,0.2899717030074532,0.30907384166762863,0.5117921795342965,-0.16114226883736996,-0.207951286866897,1.109536650730912,0.9892880054911453,0.8313750159085201,0.5874441404455147,0.9047644482133657,0.46526883156406496,1.0859468235844485,0.9343182712049887,0.1670948660825885,-0.3072624744434805,0.1310129713051421,0.7253602781759138,0.4316424639491496,-0.19777361677640887,0.1686354045819645,-0.2550731998173201,-0.23916666053224844,-0.6224223451950336,-1.1377504226861208,-1.0494983468014067,-1.1646934458408773,0.00549286073474615,1.9721554734285567,0.038922876380340574,-0.3209702216952562,0.2265781941342424,0.2582368871678965,0.3165864356845153,0.021734562634941338,-0.145484989844037,0.252536264142371,-1.3154607473896187,0.596016106862769,1.6212114007825555
004_Janacek_3,0.765587321190141,0.39089965029517876,0.8921603258174585,0.3442094722681458,1.4697228771080475,0.36671057014749225,1.2208070851917303,0.10654590893856483,1.2021633297918533,1.3005538357196968,1.051791953408549,1.1228320358510786,0.03391833753249512,1.7436420528712817,1.0026433689171397,0.5307304657029231,0.9656460046029777,1.3952353912109294,1.3335352734255856,1.1201070557660795,1.428822623456019,1.0149611154811538,0.9550339024165152,1.6174258762153546,1.5065678252518373,2.3126179132647935,1.3518041227265463,1.4369385287075271,0.10607780415083327,1.572894327519331,0.4239744790518759,1.2567856570651335,1.2325090939629035,1.6448162524438088,0.6101355176580663,1.6917958897360315,1.4610060066385047,2.3213090695003267,1.2062026968351474,1.6083241783052875,0.3981313469295447,1.6279979023419184,3.508977131510358,0.4976028664819951,0.5919549308119204,0.6252114359143857,0.6214425578989795,0.6430448656378691,0.71762281139186,0.9341427227485338,0.7780791356122481,0.5076447319484352,0.46185975029655274,0.8827175044215544,1.0774834842521934,1.0601744215733475,1.6653472297689313,1.8877922311562687,1.4937031637750668,1.8864775324144571,0.7289073243608861,1.7460744710381515,1.5760693963296395,1.1499769632236112,1.517815935868792,1.1508012722672423,1.7287995125422775,-0.3601030848654327,2.1657950171366434,2.173400910160101,2.120136684297272,0.6300467700627908,3.0346098018992946,2.183277370242254,2.1748252429132164,2.541857238867353,2.2769184675523224,1.6174926869757293,2.1417789844735733,1.712006247952741,2.3301814288889293,2.1536349336429463,2.075559802785696,2.228031373994015,2.2936256442225336,2.051938313377837,1.9086246402997142,1.446424885565018,1.9808612014490214,0.9403777577914703,1.7920939681588193,2.652862231698737,1.315290792504705,0.5601413234752972,0.2263979086998491,0.47064798467550245,0.08107596500152114,0.058315833386294674,0.8841507317933766,1.414058467053294,2.558048084493986,-0.02629170833474287
008_Martinu_3,-0.2604222267145307,-0.7335159363590185,0.4082309544877497,-1.0970186269372615,0.8238411674561779,-0.5656596199702364,-0.002426831741928326,-0.37224177722209073,-0.04421872247372238,-0.1583620729777442,-0.4116272212722351,-0.4495325619532815,0.48293423551339837,-0.014966094676436406,0.19764239852983576,-0.26932712130827147,-0.1332670734225658,0.530749754125792,-0.5375461863828049,0.20621376326954,-0.12598220981010191,-0.07197558145413532,-0.29680639448386054,-0.7607352904011657,-0.5998222517110096,-0.3678788224598479,-0.9163376510369702,-0.0825826740636525,0.6401486090071185,0.13438747403196957,0.9321793604185317,0.15457204506831876,-0.39504359972415476,-0.042134761685007856,0.027978219302420386,-0.1463444009461867,-0.019485877218794422,-0.45290857490931813,0.28748865737240603,0.1117338858430626,-0.43975793701178933,-0.7558270848102098,-0.36641703137687553,-0.4911096736778619,-1.2675825817318132,-0.7867213245033915,-0.9547475889526857,-0.8087374077040467,-0.9457969997965319,-0.8996391056932436,-1.0568480824053317,-0.36768874123109946,-1.288231562954075,-1.3843118547830342,-1.130650010246409,-1.090626116867603,-1.4847109448549698,-1.0500432767481327,-1.011110588291807,-0.9052188737198085,-1.001978672212462,-0.761903326115158,-1.0817720707164737,-1.0849541401484952,-1.0842308043523916,-1.1361786385661667,-1.1987573644968068,-1.4860263900542678,0.10357630177302497,0.28759146939106495,-0.2962914439314853,0.24662310350694275,0.12237227747153542,0.2689249985723237,-0.04481153494923549,0.673636276448923,0.2034711350734121,1.3095318611486995,0.466140640166587,0.23203729328743639,0.11521930312590921,-0.24213981584088218,-0.2127494750588059,-0.3019242295119665,-0.2888160149152442,-0.17658328337285248,-0.19557256815438248,0.8097097752673815,-0.2768352792670644,0.5361032077129004,0.5916839330272373,-0.20143936318911806,0.6830990370183997,-0.774111193889017,-0.18750881138639625,-0.9159059562446084,-0.7044914536660365,-0.19724360558382595,1.2556886539410765,1.1709580374792146,1.5373422540677821,-0.7491757256004943
009_Takacs_3,0.5518353320433316,-0.9304512802800678,-0.6324506702039772,-0.20112007878254531,0.40261396550930123,-0.6530693252937715,-1.112969930182304,-1.0538181701098093,-0.6362501972998605,-0.7276951105182269,-0.20256733917498024,-0.42194721813215774,-0.24659956932435437,-0.9097829736496986,-0.6002433826358818,-0.9566823482298825,-0.512380408650666,0.012058371874714462,-1.0226413796664335,0.2976030925191777,-0.6913657855432437,-0.8237865872194495,-0.8298428844219796,-0.28261946267821825,-0.3009424776555308,-0.27214679618395443,-0.7363263991509857,0.36433532675140223,-1.824793567252511,-1.0089860806524047,-0.11818951555559924,0.03671495854986981,-0.14186873626169835,-0.293382785065915,-1.0199540731890977,0.09714021488590013,-0.2213711341084348,-0.9993453836566444,-0.9374633952446694,-1.2875020388832843,-1.3342898457495904,-1.7129689357121716,-0.23615168136388492,-0.04459433296055391,0.09607826080030801,-0.2572465393467512,-0.238297522201864,-0.35505544728472754,-0.5992512057989728,-1.1464943518296145,-0.2951801805867192,-0.039438688788806374,0.03405965150201502,0.19696872774837254,1.0566295139478536,1.0145390430059265,0.6695727530549733,0.19631118115071577,0.22789713403676287,0.006353521740446745,-0.09326352401149113,-0.20081480239646202,-0.39534994996179773,-0.6145847727530852,-0.5423901086779027,-0.7325939484191789,-0.19819995082517314,-0.4513941636645368,-0.04731775057050796,-0.15096886567159432,0.09177348886140148,-0.06125545008002762,-0.2253575761914179,-0.4182784168989799,-0.4217309877938365,-0.1953037060712138,0.057966059110014276,-0.23027226798677772,-1.0000429111019813,-0.12674305935874053,-0.4385212283148177,-0.2865060149054816,-0.3822538660102192,-0.3956262889011263,-0.2888160149152442,-0.6719600187307846,-0.7608792808734255,-0.6420006762109745,0.1036753635502016,0.2581644545339151,-1.6290746319661324,-0.38171104286625474,0.3484092841138477,-0.34047912574563616,-0.44431405196592566,-0.2976338509108489,-0.8387157716787792,-0.7568874595353217,-0.060153766516263585,-2.4615207769991008,-0.04422590689058782,0.5789135154226437
010_Guarneri_3,-0.9871789898136721,-0.3698781582178445,-0.5351350747132464,-0.1621679679932142,-2.2651583134875395,-0.09947452491137207,-0.7215944908193109,0.24881601284346003,-0.9790052616729014,-1.0123616292884556,-1.0985382624489282,-0.8633127192702169,-0.8024348492007574,-1.285028761606231,-1.1733307217198485,0.07506114856668854,-0.9294050774015683,-1.1290626690776855,-1.1612400063189023,-0.20503821835392713,-1.0800669938597676,-1.179907589950419,-1.116862532850193,-0.6303400646585072,-0.5584797069647885,-0.9819973777189714,-0.9163376510369702,0.029146826140119125,0.5990662394027708,-1.1360275867284713,-0.4168436931870617,-0.592648053530382,-1.0802631760771324,-1.083019429977199,-1.404109730458501,-1.1414145354955487,-1.3317400470013614,-1.209513387020996,-0.8762157926138286,-0.14549257067387505,0.2672111463137159,-0.051515156787967316,-0.23615168136388492,-1.384140355112614,-0.08987549045407416,-0.6984755269772778,-0.6323450589148312,-0.8692283357599473,-0.9457969997965319,-1.1029931677051361,-0.6840999286991986,-0.8053554778208927,-0.39374044729263324,-0.676078894860271,-0.8432638656846676,-0.9754046594511167,-1.530363961878528,-1.702592183877763,-1.5515157199211984,-1.6186233571234008,-1.6819702176113975,-1.8199554364715518,-1.6394900438296405,-1.4829589894830335,-1.3164482453557285,-1.1025465810539417,-1.3099304104603218,0.7049595011241439,-1.2041721518720707,-0.7649533347591179,-2.068338737966019,-0.9462505257777565,-1.355479600596325,-1.3999975818578256,-0.9242902582533045,-0.41253870170130974,-1.178827086579126,-0.7307086099557832,-1.3351705799634264,-0.21643814752018914,-1.1109204450644004,-1.0850975980666318,-1.14502362529176,-1.051540704624845,-0.8349589131287624,-1.1673367540887167,-1.2633741366236562,-0.8202809070943474,0.3573491254284751,-1.2578651082608114,-0.8888217769683424,-1.4332958409828285,-0.9159742268588689,-1.1743869490983205,-0.890059750520309,-1.40687700364692,-1.2837762894272844,-0.9946550866374557,-1.3822305933071286,-0.5805901896549905,-0.5605501115303879,0.7134035651465234
011_Vogler_3,1.4495936864599184,1.5120458944196309,1.508492430592083,0.8116348017401747,0.6834321001405523,1.0437890612404594,1.470952290852505,1.9594669352885046,1.3636835379225145,0.9026024966391084,1.1413890457359468,0.07458897064815881,2.497837125065307,0.2736845114439999,0.3872756524542973,0.8878882033469732,0.7766049311248425,0.392432052192173,1.1949366467731166,1.4399697081398763,0.4747378394063534,0.007162419152728023,0.8102693923106855,-0.06529408644049522,0.24700377477949,0.2543793483333743,0.7397658663141582,0.766561527484961,1.3796312618849664,0.4202308627030857,0.7351081348201031,-0.17244001833847242,0.689991529400585,1.0705350561446145,0.6085544151514025,0.6376502505168898,1.4273584638235965,0.8921666466226399,0.9305884849963424,0.29880767240086564,0.9741802296392211,0.43608540876586716,-0.23615168136388492,0.11487543158134828,-0.18285236608126523,-0.7573060586613397,-0.5607000522397185,-0.6877555515922884,-0.495287467599646,-0.12380833212177053,-0.6067715949669756,-0.039438688788806374,-0.12150402078700828,-0.4104915348892426,-0.5558777211228677,-0.5529259822573517,-0.5716506043843227,-0.6939420030628197,-0.20099015446148402,-0.469249467195319,-0.006719224182774534,-0.3878443103028003,-0.22374441977303727,-0.07185088729680333,0.11555930749814472,-0.49716954583341216,0.024146141101856578,0.9788327375214562,0.7071525111477286,-0.06325679865903754,1.2072638358553414,0.9708678070013628,0.6874332896739273,0.6125267063079058,0.6252674923300156,-0.151856706945244,0.23984740406423574,0.039193454612010105,0.9688321434586948,0.007799572883559893,-0.3594154381090638,-0.4639708111635009,-0.000868986369448866,-0.44247731859563955,0.10837882014914543,0.5169441461282243,0.11848671668950057,-0.08169137914912109,0.07830798736240309,0.5613703670927886,-0.26860992548365387,-0.5920280024896378,-0.9903497275042543,-0.40719175161388504,-0.6969324668770553,-0.6077828582622836,-0.571679461029676,-0.5191198324331876,-0.15615545021995111,0.44822859117352454,1.3395229615440505,0.7974598462239063
012_Emerson_3,-0.9871789898136721,-0.8503694056997533,-0.9892745203366519,-0.20112007878254878,-0.7768221999419315,-0.8570253043820253,-0.8353341555722142,-0.5516039858767549,-0.6674097486065047,-0.9056116847496135,-0.2921644315023782,-0.2594378198803101,-1.1113107772428117,-0.13042633712458837,-0.7511546230019371,-0.6019575286662074,-1.081050411492803,-0.47205358489296445,-0.780093783024607,-0.2964275476035973,-0.9387210999264634,-0.5863725853988314,-0.7068344636670268,-0.5531678235565245,-0.1403195057485745,0.2543793483333743,0.523752364050982,-0.8199973754084785,-0.6744872183313623,-0.6913823154623058,-0.8861574008936889,-0.4164541580415053,-0.2865400868116808,-0.6164159579841513,0.02797821930236538,-0.17649804138709074,0.11510429404098178,0.42979703922104234,-0.38623497156701586,-0.7534823769866186,-0.9634387394751417,-0.7377678046045026,0.18721070617845018,0.11487543158134828,-0.6167444523414757,-0.9632129195556188,-1.3846176290031076,-0.9902101918717915,-1.1537244761950871,-0.8291090353685733,-0.95298427761188,-0.6177022172852206,-0.9438563725161763,-0.4990206548796273,-0.4327122305963904,-0.5913331347295321,-0.6629566384313744,-1.18358125438022,-1.2493813041241513,-0.984486038542361,-1.0452508221268817,-0.761903326115158,-0.9959693056220935,-1.0849541401484952,-1.0842308043523916,-1.001650408517171,-1.1246420005210953,-0.69483704046209,-1.3550662042157466,-1.1158016028090958,-1.6802738051732853,-1.0837185608955013,-1.0512159786410864,-1.2036537488660843,-1.476896056062747,-1.229559520265809,-1.1297482244567159,-0.9751217193734407,-0.5392423664175096,-0.5303709560856418,-0.992261759755657,-0.7301680055504669,-1.14502362529176,-0.7704345264576321,-1.1825043938100153,-0.5233469981233908,0.21270450214267442,-0.5401262585633845,-1.1139586934652081,-0.701987601902769,-0.44867143075339116,-0.6521185623819598,-0.023468219113396985,-0.5072606904162109,-0.09199187598189201,-0.1764105210871692,-0.21563104683078757,-0.040734763384131886,1.3640328274184972,0.8681546241647234,-0.33336746148884766,-0.4972548483974233
013_Cleveland_3,0.8083377190194995,1.151677458808202,0.04875849823112979,0.14944891832147286,-1.0295585211100535,1.948409583574807,0.23554713004413821,0.8115487998986822,0.48549364973914977,0.9803040021031832,-0.20256733917498024,0.26768637739607437,0.552413645497958,0.9953110267450086,0.9411065972708685,0.4111375691027299,0.8145162646476714,0.9802822854100723,0.5712428268369948,0.8459390680171014,0.7220931537895982,1.233801428559363,0.11322167469933489,0.15203128979719693,-0.3507557733314675,-1.1337350326668931,-0.7003241487737685,0.25260582654764646,0.39365439138109126,-0.08793516160104553,-0.8434925183749431,0.5228451565407105,-0.21223507277734047,-0.6523085327528159,-0.6687132157164242,-0.7494172097639675,-0.8943219904072203,-0.9152781823108559,0.8030939441698756,0.887230729850852,1.3669408314867448,1.3571086992564405,-0.23615168136388492,1.2630577362831528,0.9018778495692387,0.7428724992825094,0.764732571249205,0.7640267217496703,0.6483136525922596,-0.05327826179694993,0.5703515260253448,0.7264781002433317,0.3840779141520411,-0.05637505492795533,-0.8432638656846092,-0.5529259822573517,-0.9825277575961529,-0.6494293438520607,-1.1064188746248258,-0.8259517088971433,-0.9154343723837454,-0.8741210308588759,-1.0817720707164737,-1.0125896220876234,-0.7359046428473867,-0.9007542359803999,-0.9022959085940655,0.339795185927641,-0.4999999076015356,-0.37024903320279934,-0.6721802638783064,-0.39241634075268295,-0.5296211981466565,-0.5655362916426812,-0.7148905622286055,0.1522722869367915,0.7491151699362832,0.8475906224081547,-0.12033278034091179,1.3083783512258398,0.5503011492578929,0.423353170126848,0.041507111368374365,-0.48932834829028604,-0.09021859738297884,-0.9196483864098209,0.24411043062703594,1.599236512036439,1.625717934819554,1.8752626548481224,0.5916839330272943,0.24923983600372362,1.1293520408910298,0.9270607657504292,0.6721436072541419,0.37821105528091015,-0.007936138548264233,-0.009617774357117036,0.624074186290071,1.2040954505576946,0.8851576614610875,-0.12715924562764064
